forest-shift8,lz4,522256,195851,0.198073,0.407552,0.892187
forest-shift8,zstd3,522256,121748,0.521041,0.982916,1.714948
dark-shift8,lz4,522256,230709,0.214114,0.426719,1.029011
dark-shift8,zstd3,522256,155058,0.591146,1.133020,1.664635
