forest,lz4,522256,119845,0.112604,0.133177,0.150677
forest,zstd3,522256,70850,0.308803,0.332448,0.352708
dark,lz4,522256,150842,0.123907,0.147083,0.168646
dark,zstd3,522256,97133,0.352291,0.376823,0.416197
crowd,lz4,510016,178412,0.094791,0.114010,0.119740
crowd,zstd3,510016,128954,0.319063,0.339167,0.355416
