frame,decode_ms,render_ms,total_ms
818,0.410052,5.98531,6.39536
819,0.461927,3.26807,3.73
820,0.28625,5.63896,5.92521
821,0.401146,5.46583,5.86698
822,0.312084,5.56047,5.87255
823,0.430573,5.7251,6.15568
824,0.356406,3.2913,3.64771
825,0.278281,5.44073,5.71901
826,0.378854,5.91677,6.29563
827,0.365,5.82484,6.18984
828,0.510469,5.54427,6.05474
829,0.327135,3.48104,3.80818
830,0.256719,5.49672,5.75344
831,0.476979,5.63016,6.10714
832,0.324531,5.57422,5.89875
833,0.681302,6.35797,7.03927
834,0.360834,4.51307,4.87391
835,0.469115,4.05766,4.52677
836,0.373437,5.5824,5.95583
837,0.277708,6.16333,6.44104
838,0.562344,5.19912,5.76146
839,0.351927,3.24068,3.5926
840,0.307135,5.03385,5.34099
841,0.700313,5.69099,6.3913
842,0.328646,5.54661,5.87526
843,0.388021,4.99052,5.37854
844,0.293906,3.52354,3.81745
845,0.248073,5.64266,5.89073
846,0.495885,5.54479,6.04068
847,0.305313,4.83724,5.14255
848,0.610729,3.71422,4.32495
849,0.401094,5.74599,6.14708
850,0.328073,5.39641,5.72448
851,0.550729,5.4901,6.04083
852,0.533438,4.63604,5.16948
853,0.446302,3.8199,4.2662
854,0.385625,5.88687,6.2725
855,0.302135,5.64187,5.94401
856,0.441042,5.89984,6.34089
857,0.322448,4.39958,4.72203
858,0.452292,4.03594,4.48823
859,0.390886,6.79484,7.18573
860,1.02167,5.02594,6.0476
861,0.414271,5.74599,6.16026
862,0.414948,5.91641,6.33135
863,0.449219,6.07609,6.52531
864,0.306615,4.34724,4.65385
865,0.381354,4.36859,4.74995
866,0.377917,5.91266,6.29057
867,0.490937,5.83286,6.3238
868,0.417813,5.97552,6.39333
869,0.476354,5.85005,6.32641
870,0.575781,5.60547,6.18125
871,0.324688,3.29255,3.61724
872,0.834844,5.02167,5.85651
873,0.649323,5.61708,6.26641
874,0.37901,6.1876,6.56661
875,0.4175,5.77943,6.19693
876,0.411354,4.47391,4.88526
877,0.940156,3.63896,4.57911
878,0.36875,6.10604,6.47479
879,0.295104,5.33588,5.63099
880,0.51875,5.67359,6.19234
881,0.388542,4.35312,4.74167
882,0.317344,4.61297,4.93031
883,0.497709,5.7288,6.22651
884,0.363438,5.65719,6.02062
885,0.377708,5.58365,5.96135
886,0.278385,4.32823,4.60661
887,0.311041,4.50557,4.81661
888,1.00026,5.1125,6.11276
889,0.329167,5.35594,5.6851
890,0.393385,6.10078,6.49417
891,0.396823,4.70953,5.10635
892,0.474532,3.77568,4.25021
893,0.356614,5.96099,6.3176
894,0.28052,5.4776,5.75812
895,0.52474,5.65062,6.17537
896,0.347448,4.4325,4.77995
897,0.306146,4.93219,5.23833
898,0.629583,5.58703,6.21662
899,0.316302,5.48526,5.80156
900,0.39,5.72521,6.11521
901,0.309063,4.52583,4.8349
902,0.610209,3.72422,4.33443
903,0.405209,5.79042,6.19562
904,0.284115,6.37047,6.65458
905,0.712083,5.57875,6.29083
906,0.320156,5.55635,5.87651
907,0.415156,5.72917,6.14432
908,0.339271,3.36849,3.70776
909,0.302656,5.6875,5.99016
910,0.417396,5.70401,6.12141
911,0.313021,5.72713,6.04016
912,0.538542,6.50057,7.03911
913,0.336406,4.33312,4.66953
914,0.332917,4.26646,4.59938
915,0.40099,5.73802,6.13901
916,0.775365,5.88667,6.66203
917,0.44224,5.6288,6.07104
918,0.332656,4.67646,5.00911
919,0.513854,3.53594,4.04979
920,0.457656,5.64583,6.10349
921,0.302448,5.51302,5.81547
922,0.398333,5.74094,6.13927
923,0.55776,3.08901,3.64677
924,0.391511,5.08573,5.47724
925,0.399947,5.70521,6.10516
926,0.38,5.89464,6.27463
927,0.545365,5.80125,6.34661
928,0.344063,3.18203,3.52609
929,0.319114,5.22276,5.54188
930,0.401354,5.84401,6.24536
931,1.17245,5.68088,6.85333
932,0.404791,5.85615,6.26094
933,0.426302,5.48385,5.91016
934,0.410417,3.14052,3.55094
935,0.351927,5.71615,6.06807
936,0.357083,5.62625,5.98333
937,0.421614,5.68318,6.10479
938,0.387813,4.32005,4.70786
939,0.368334,3.99479,4.36313
940,0.405157,5.89406,6.29922
941,0.388229,5.54927,5.9375
942,0.510312,5.82229,6.3326
943,0.351302,4.24849,4.59979
944,0.28224,4.40552,4.68776
945,0.512188,5.58062,6.09281
946,0.352292,5.78568,6.13797
947,0.436406,6.06589,6.50229
948,0.352656,4.52667,4.87932
949,0.474896,3.55526,4.03016
950,0.413698,5.89813,6.31182
951,0.335885,5.63162,5.9675
952,0.738177,5.96307,6.70125
953,0.360729,4.27552,4.63625
954,0.34599,3.7663,4.11229
955,0.491042,5.9863,6.47734
956,0.397344,5.46542,5.86276
957,0.604479,5.97771,6.58219
958,0.314167,4.38052,4.69469
959,0.309532,4.14339,4.45292
960,0.41401,5.64177,6.05578
961,0.319063,6.14068,6.45974
962,0.73177,5.74807,6.47984
963,0.340052,5.27177,5.61182
964,0.356093,3.20781,3.56391
965,0.348959,5.92854,6.2775
966,0.300729,5.81557,6.1163
967,0.399844,5.86307,6.26292
968,0.288177,5.11292,5.40109
969,0.435729,3.27432,3.71005
970,0.4175,5.80932,6.22682
971,0.330208,5.58714,5.91734
972,0.378593,5.88469,6.26328
973,0.317864,5.87328,6.19114
974,0.398334,3.24089,3.63922
975,0.359271,5.66615,6.02542
976,0.38375,6.09849,6.48224
977,0.49099,5.81224,6.30323
978,0.326614,4.29677,4.62338
979,0.41625,3.62448,4.04073
980,0.340885,6.15505,6.49594
981,0.374375,5.63146,6.00583
982,0.397968,5.73682,6.13479
983,0.356458,5.83188,6.18833
984,0.444115,5.97109,6.41521
985,0.33151,3.29115,3.62266
986,0.309375,5.03313,5.3425
987,0.377969,5.75068,6.12865
988,0.354844,5.49151,5.84635
989,0.652239,3.24104,3.89328
990,0.306822,6.25667,6.56349
991,0.434114,5.48719,5.9213
992,0.387969,5.67406,6.06203
993,0.283542,5.50589,5.78943
994,0.41125,4.9812,5.39245
995,0.418125,3.67156,4.08969
996,0.303646,5.74594,6.04958
997,0.374843,5.91995,6.29479
998,0.451354,5.63495,6.0863
999,0.384531,6.13214,6.51667
1000,0.331146,4.43,4.76115
1001,0.254479,4.29797,4.55245
1002,0.48474,5.64578,6.13052
1003,0.352708,5.57214,5.92484
1004,0.401823,6.25427,6.65609
1005,0.420416,4.46677,4.88719
1006,0.337604,4.06214,4.39974
1007,0.400781,5.49641,5.89719
1008,0.329375,5.27578,5.60516
1009,0.456406,3.31292,3.76932
1010,0.429479,5.95172,6.3812
1011,0.34099,5.20391,5.5449
1012,0.464792,5.99234,6.45714
1013,0.38349,5.22458,5.60807
1014,0.42349,6.23995,6.66344
1015,0.318438,3.22063,3.53906
1016,0.332552,5.14677,5.47932
1017,0.410521,6.52266,6.93318
1018,0.312291,5.6088,5.92109
1019,0.491302,6.30896,6.80026
1020,0.3425,5.24266,5.58516
1021,0.416303,3.37781,3.79412
1022,0.354323,5.64021,5.99453
1023,0.293593,5.76974,6.06333
1024,0.452344,5.64266,6.095
1025,0.313698,6.0751,6.3888
1026,0.76151,3.34333,4.10484
1027,0.388021,5.78781,6.17583
1028,0.353385,5.0813,5.43469
1029,0.378021,6.11687,6.4949
1030,0.328907,5.64083,5.96974
1031,0.410261,5.84516,6.25542
1032,0.318437,3.14115,3.45958
1033,0.358073,5.84693,6.205
1034,0.460313,5.75432,6.21464
1035,0.303698,5.56385,5.86755
1036,0.412968,5.73391,6.14687
1037,0.313438,3.25406,3.5675
1038,0.397187,5.28193,5.67911
1039,0.409532,5.72552,6.13505
1040,0.402552,6.19672,6.59927
1041,0.459584,5.97161,6.4312
1042,0.305885,4.19177,4.49766
1043,0.314166,4.1375,4.45167
1044,0.388281,6.04302,6.4313
1045,0.362239,5.53141,5.89365
1046,0.438802,5.98906,6.42786
1047,0.365938,5.59354,5.95948
1048,0.415938,3.93807,4.35401
1049,0.379063,5.55828,5.93734
1050,0.280261,5.58411,5.86437
1051,0.408698,5.66688,6.07557
1052,0.359583,5.26161,5.6212
1053,0.374375,3.23698,3.61135
1054,0.365,6.28937,6.65437
1055,0.952812,5.57193,6.52474
1056,0.420156,5.64245,6.0626
1057,0.313021,5.23125,5.54427
1058,0.61651,3.27787,3.89438
1059,0.98901,5.35859,6.3476
1060,0.386198,5.24719,5.63339
1061,0.406927,5.99151,6.39844
1062,0.392604,5.38917,5.78177
1063,0.392917,6.12182,6.51474
1064,0.32125,4.41042,4.73167
1065,0.267187,4.45458,4.72177
1066,0.464271,5.76625,6.23052
1067,0.323802,5.49646,5.82026
1068,0.379115,6.49391,6.87302
1069,0.453489,5.25766,5.71115
1070,0.36099,3.45693,3.81792
1071,0.359479,5.76969,6.12917
1072,0.304167,5.85807,6.16224
1073,0.538229,5.71656,6.25479
1074,0.336146,5.90401,6.24016
1075,0.458906,3.43912,3.89802
1076,0.483698,5.5975,6.0812
1077,0.31625,5.11984,5.43609
1078,0.382865,5.9499,6.33276
1079,0.334531,5.51063,5.84516
1080,0.515261,3.26672,3.78198
1081,0.454739,5.43526,5.89
1082,0.389948,5.68552,6.07547
1083,0.533281,5.54073,6.07401
1084,0.305417,5.14385,5.44927
1085,0.345937,3.42125,3.76719
1086,0.353333,5.79437,6.14771
1087,0.324219,5.63286,5.95708
1088,0.404948,5.66557,6.07052
1089,0.290573,6.01042,6.30099
1090,0.853959,3.28156,4.13552
1091,0.340521,5.7099,6.05042
1092,0.287344,5.38812,5.67547
1093,0.386094,5.93938,6.32547
1094,0.300365,5.40896,5.70932
1095,0.895937,5.7087,6.60464
1096,0.368958,3.7526,4.12156
1097,0.4875,4.91938,5.40688
1098,0.548125,5.57188,6.12
1099,0.307709,5.25083,5.55854
1100,0.386145,3.07109,3.45724
1101,0.328021,5.83859,6.16661
1102,1.77912,4.55135,6.33047
1103,0.417343,5.67995,6.09729
1104,0.435938,5.74781,6.18375
1105,0.678281,5.6837,6.36198
1106,0.330573,3.02057,3.35114
1107,0.258125,5.21615,5.47427
1108,0.375364,6.1526,6.52797
1109,0.350313,5.37125,5.72156
1110,0.43302,3.19677,3.62979
1111,0.333229,6.57458,6.90781
1112,0.462969,4.75563,5.21859
1113,0.412969,5.71391,6.12688
1114,0.328021,5.50313,5.83115
1115,0.460052,3.06359,3.52365
1116,0.572917,5.63583,6.20875
1117,0.917916,5.16052,6.07844
1118,0.424583,6.21042,6.635
1119,0.418125,5.88161,6.29974
1120,0.43125,5.59458,6.02583
1121,0.341719,4.37677,4.71849
1122,0.299791,4.09141,4.3912
1123,0.587969,5.74812,6.33609
1124,0.347761,5.67141,6.01917
1125,0.372708,6.48516,6.85786
1126,0.398437,5.24495,5.64339
1127,0.367917,3.48854,3.85646
1128,0.384323,5.72036,6.10469
1129,0.326354,5.63792,5.96427
1130,0.47276,6.87432,7.34708
1131,0.332812,5.5987,5.93151
1132,0.447657,3.51812,3.96578
1133,0.529896,7.75063,8.28052
1134,0.495157,3.43198,3.92714
1135,0.377968,5.70469,6.08266
1136,0.286093,5.64026,5.92635
1137,0.452552,5.78443,6.23698
1138,0.323281,5.57365,5.89693
1139,0.401302,3.59802,3.99932
1140,0.481979,5.57531,6.05729
1141,0.319063,5.38292,5.70198
1142,0.419843,5.97604,6.39588
1143,0.329635,5.32698,5.65661
1144,0.395833,3.19266,3.58849
1145,0.356146,5.68109,6.03724
1146,0.301511,5.84229,6.1438
1147,0.459531,5.97854,6.43807
1148,0.33875,5.135,5.47375
1149,0.356146,3.11901,3.47516
1150,0.404479,5.6849,6.08938
1151,0.915209,5.74641,6.66162
1152,0.411771,5.66917,6.08094
1153,0.325365,6.0687,6.39406
1154,0.478906,3.3037,3.7826
1155,0.512239,5.58292,6.09516
1156,0.341094,5.39536,5.73646
1157,0.390521,6.02057,6.41109
1158,0.415469,5.38771,5.80318
1159,0.390677,3.38276,3.77344
1160,0.366354,5.67255,6.03891
1161,0.670625,5.37255,6.04318
1162,0.533698,5.64104,6.17474
1163,0.362812,5.56125,5.92406
1164,0.497032,5.88974,6.38677
1165,0.448073,4.30849,4.75656
1166,0.339219,4.06766,4.40688
1167,0.391094,6.07516,6.46625
1168,0.652031,6.09162,6.74365
1169,0.481354,6.26646,6.74781
1170,0.502708,5.19458,5.69729
1171,0.4725,3.27578,3.74828
1172,0.4775,5.97562,6.45312
1173,0.414844,5.27135,5.6862
1174,0.386615,4.99229,5.37891
1175,0.381146,5.7088,6.08995
1176,0.805052,3.48089,4.28594
1177,0.433698,5.40646,5.84016
1178,0.379375,5.71594,6.09531
1179,0.40974,5.61943,6.02917
1180,0.3925,4.45411,4.84661
1181,0.546927,3.64229,4.18922
1182,0.529844,6.18578,6.71563
1183,0.439323,5.96625,6.40557
1184,0.499114,5.7049,6.20401
1185,0.346771,5.59818,5.94495
1186,0.55651,5.6949,6.25141
1187,0.368073,4.51875,4.88682
1188,0.28849,4.33963,4.62812
1189,0.479688,5.96,6.43969
1190,0.380781,5.58505,5.96583
1191,0.413281,5.90453,6.31781
1192,0.335521,5.42021,5.75573
1193,1.14838,2.84979,3.99818
1194,0.406146,5.66354,6.06969
1195,0.298282,5.75828,6.05656
1196,0.63099,5.92427,6.55526
1197,0.351771,4.41927,4.77104
1198,0.336302,4.11177,4.44807
1199,0.351302,5.62688,5.97818
