frame,render_index,decode_ms,render_ms,total_ms
206,3,0,1.78708,1.78708
207,0,0.446822,4.7324,5.17922
207,1,0,3.90724,3.90724
207,2,0,2.53708,2.53708
207,3,0,1.79016,1.79016
208,0,0.437136,4.13182,4.56896
208,1,0,4.66297,4.66297
208,2,0,1.79109,1.79109
208,3,0,2.43531,2.43531
209,0,0.378385,4.08365,4.46203
209,1,0,4.82521,4.82521
209,2,0,1.82859,1.82859
209,3,0,2.5913,2.5913
210,0,0.420416,4.27208,4.6925
210,1,0,4.6163,4.6163
210,2,0,1.7724,1.7724
210,3,0,2.55135,2.55135
211,0,0.388593,4.00417,4.39276
211,1,0,4.4775,4.4775
211,2,0,1.7812,1.7812
211,3,0,2.89854,2.89854
212,0,1.15969,4.65838,5.81807
212,1,0,4.68339,4.68339
212,2,0,1.82125,1.82125
212,3,0,2.84948,2.84948
213,0,0.469011,6.81844,7.28745
213,1,0,1.80776,1.80776
213,2,0,1.765,1.765
213,3,0,3.08698,3.08698
214,0,0.534948,7.14865,7.68359
214,1,0,1.80177,1.80177
214,2,0,2.97042,2.97042
214,3,0,1.87224,1.87224
215,0,0.508125,7.40422,7.91234
215,1,0,1.79495,1.79495
215,2,0,2.91281,2.91281
215,3,0,1.79125,1.79125
216,0,0.710156,6.85932,7.56948
216,1,0,1.83219,1.83219
216,2,0,3.05359,3.05359
216,3,0,3.05615,3.05615
217,0,0.394167,5.64917,6.04333
217,1,0,1.81844,1.81844
217,2,0,3.23208,3.23208
217,3,0,3.15849,3.15849
218,0,0.481719,5.76594,6.24766
218,1,0,1.78802,1.78802
218,2,0,2.80073,2.80073
218,3,0,2.92443,2.92443
219,0,0.413021,6.22615,6.63917
219,1,0,2.98375,2.98375
219,2,0,1.88182,1.88182
219,3,0,2.99448,2.99448
220,0,0.391302,5.58724,5.97854
220,1,0,3.26349,3.26349
220,2,0,2.00141,2.00141
220,3,0,3.02958,3.02958
221,0,0.48698,5.54849,6.03547
221,1,0,2.92406,2.92406
221,2,0,1.79344,1.79344
221,3,0,2.9362,2.9362
222,0,0.457968,5.5787,6.03667
222,1,0,2.98417,2.98417
222,2,0,1.81104,1.81104
222,3,0,2.94047,2.94047
223,0,0.43375,6.00266,6.43641
223,1,0,3.19302,3.19302
223,2,0,1.85057,1.85057
223,3,0,3.0313,3.0313
224,0,0.399635,5.58615,5.98578
224,1,0,2.98188,2.98188
224,2,0,1.79859,1.79859
224,3,0,5.97521,5.97521
225,0,0.427604,3.24526,3.67286
225,1,0,2.92213,2.92213
225,2,0,2.90578,2.90578
225,3,0,4.76213,4.76213
226,0,0.538385,5.37052,5.90891
226,1,0,1.8499,1.8499
226,2,0,2.76385,2.76385
226,3,0,4.60438,4.60438
227,0,0.360886,4.22135,4.58224
227,1,0,2.17484,2.17484
227,2,0,5.56443,5.56443
227,3,0,1.84208,1.84208
228,0,0.364844,4.47375,4.83859
228,1,0,2.91219,2.91219
228,2,0,4.97932,4.97932
228,3,0,1.8338,1.8338
229,0,0.385,4.45177,4.83677
229,1,0,2.96026,2.96026
229,2,0,4.61474,4.61474
229,3,0,1.77651,1.77651
230,0,0.361094,4.51531,4.87641
230,1,0,3.04729,3.04729
230,2,0,4.60021,4.60021
230,3,0,1.8001,1.8001
231,0,0.349583,4.27677,4.62635
231,1,0,6.30703,6.30703
231,2,0,1.85641,1.85641
231,3,0,1.81552,1.81552
232,0,0.459427,5.07453,5.53396
232,1,0,4.71427,4.71427
232,2,0,1.79036,1.79036
232,3,0,1.75516,1.75516
233,0,0.41276,3.89193,4.30469
233,1,0,5.77797,5.77797
233,2,0,1.79667,1.79667
233,3,0,1.74463,1.74463
234,0,0.355833,5.72703,6.08286
234,1,0,4.78484,4.78484
234,2,0,1.82849,1.82849
234,3,0,2.90714,2.90714
235,0,0.3575,4.37177,4.72927
235,1,0,4.60213,4.60213
235,2,0,1.79375,1.79375
235,3,0,2.97354,2.97354
236,0,0.450573,4.3762,4.82677
236,1,0,4.61937,4.61937
236,2,0,1.78615,1.78615
236,3,0,2.95323,2.95323
237,0,0.563594,4.67141,5.235
237,1,0,4.68286,4.68286
237,2,0,1.78505,1.78505
237,3,0,3.05453,3.05453
238,0,0.376927,4.5226,4.89953
238,1,0,4.62068,4.62068
238,2,0,1.82677,1.82677
238,3,0,2.88922,2.88922
239,0,0.456146,4.60016,5.0563
239,1,0,4.72682,4.72682
239,2,0,2.9812,2.9812
239,3,0,2.0837,2.0837
240,0,0.857552,6.51635,7.37391
240,1,0,1.76677,1.76677
240,2,0,2.94297,2.94297
240,3,0,1.79224,1.79224
241,0,0.694844,6.60635,7.3012
241,1,0,1.84739,1.84739
241,2,0,3.01458,3.01458
241,3,0,1.80958,1.80958
242,0,0.440677,6.94766,7.38833
242,1,0,1.84448,1.84448
242,2,0,3.29885,3.29885
242,3,0,3.10354,3.10354
243,0,0.553542,5.65708,6.21063
243,1,0,1.79146,1.79146
243,2,0,2.77495,2.77495
243,3,0,2.93818,2.93818
244,0,0.405937,5.83333,6.23927
244,1,0,1.83458,1.83458
244,2,0,2.97406,2.97406
244,3,0,2.9499,2.9499
245,0,0.415156,5.79552,6.21068
245,1,0,2.06146,2.06146
245,2,0,2.89349,2.89349
245,3,0,3.05792,3.05792
246,0,0.439114,5.83505,6.27417
246,1,0,2.93656,2.93656
246,2,0,1.79245,1.79245
246,3,0,2.92578,2.92578
247,0,0.405364,5.8637,6.26906
247,1,0,2.98104,2.98104
247,2,0,1.80391,1.80391
247,3,0,2.91234,2.91234
248,0,0.439114,6.05365,6.49276
248,1,0,3.05667,3.05667
248,2,0,1.88708,1.88708
248,3,0,2.9575,2.9575
249,0,0.516458,5.72016,6.23661
249,1,0,2.90484,2.90484
249,2,0,1.81995,1.81995
249,3,0,3.21047,3.21047
250,0,0.862709,4.89297,5.75568
250,1,0,2.95385,2.95385
250,2,0,1.81432,1.81432
250,3,0,2.94162,2.94162
251,0,1.21432,5.21349,6.42781
251,1,0,3.04161,3.04161
251,2,0,2.13484,2.13484
251,3,0,2.51984,2.51984
252,0,0.485573,5.48995,5.97552
252,1,0,2.91526,2.91526
252,2,0,1.81062,1.81062
252,3,0,3.04641,3.04641
253,0,0.56776,5.7601,6.32786
253,1,0,2.96031,2.96031
253,2,0,1.78359,1.78359
253,3,0,2.99802,2.99802
254,0,0.584011,5.69693,6.28094
254,1,0,2.99672,2.99672
254,2,0,1.8112,1.8112
254,3,0,5.78484,5.78484
255,0,0.385416,3.16818,3.55359
255,1,0,2.9338,2.9338
255,2,0,2.99828,2.99828
255,3,0,4.70859,4.70859
256,0,0.37151,3.17547,3.54698
256,1,0,2.94755,2.94755
256,2,0,3.00995,3.00995
256,3,0,4.92214,4.92214
257,0,0.387813,4.41609,4.80391
257,1,0,1.80849,1.80849
257,2,0,2.92344,2.92344
257,3,0,4.61724,4.61724
258,0,0.358541,4.37901,4.73755
258,1,0,2.15313,2.15313
258,2,0,2.87318,2.87318
258,3,0,4.59604,4.59604
259,0,0.362552,4.46141,4.82396
259,1,0,3.19365,3.19365
259,2,0,4.82677,4.82677
259,3,0,1.78844,1.78844
260,0,0.357031,4.32729,4.68432
260,1,0,2.93932,2.93932
260,2,0,4.71255,4.71255
260,3,0,1.77432,1.77432
261,0,0.36427,4.47333,4.8376
261,1,0,2.99276,2.99276
261,2,0,4.60828,4.60828
261,3,0,1.76448,1.76448
262,0,0.381511,4.43135,4.81287
262,1,0,3.15672,3.15672
262,2,0,4.67234,4.67234
262,3,0,1.78057,1.78057
263,0,0.368073,4.25661,4.62469
263,1,0,2.77167,2.77167
263,2,0,4.63542,4.63542
263,3,0,1.81161,1.81161
264,0,0.39974,5.81344,6.21318
264,1,0,4.6813,4.6813
264,2,0,1.81318,1.81318
264,3,0,1.84526,1.84526
265,0,0.473125,5.09781,5.57094
265,1,0,4.75432,4.75432
265,2,0,1.78734,1.78734
265,3,0,2.92068,2.92068
266,0,0.374531,4.35333,4.72787
266,1,0,4.71036,4.71036
266,2,0,1.875,1.875
266,3,0,2.96839,2.96839
267,0,0.378958,4.49604,4.875
267,1,0,4.63625,4.63625
267,2,0,1.83193,1.83193
267,3,0,3.28568,3.28568
268,0,0.391667,4.68094,5.0726
268,1,0,4.56396,4.56396
268,2,0,1.76495,1.76495
268,3,0,2.92917,2.92917
269,0,0.404427,4.4274,4.83182
269,1,0,4.70781,4.70781
269,2,0,2.95328,2.95328
269,3,0,1.7824,1.7824
270,0,0.449271,4.40635,4.85562
270,1,0,4.9063,4.9063
270,2,0,1.91828,1.91828
270,3,0,2.8125,2.8125
271,0,0.958958,3.69323,4.65219
271,1,0,4.72594,4.72594
271,2,0,2.9476,2.9476
271,3,0,1.78708,1.78708
272,0,0.883698,6.6712,7.5549
272,1,0,1.8126,1.8126
272,2,0,2.92786,2.92786
272,3,0,2.93693,2.93693
273,0,0.390417,5.96125,6.35167
273,1,0,1.83844,1.83844
273,2,0,3.29245,3.29245
273,3,0,2.94646,2.94646
274,0,0.539479,5.8462,6.38568
274,1,0,2.90354,2.90354
274,2,0,1.80203,1.80203
274,3,0,3.08349,3.08349
275,0,1.04682,4.97042,6.01724
275,1,0,2.94745,2.94745
275,2,0,1.77417,1.77417
275,3,0,2.97755,2.97755
276,0,0.490104,5.83016,6.32026
276,1,0,3.05927,3.05927
276,2,0,1.7976,1.7976
276,3,0,2.94281,2.94281
277,0,0.393802,5.71099,6.10479
277,1,0,2.9087,2.9087
277,2,0,1.78229,1.78229
277,3,0,3.01583,3.01583
278,0,0.516927,5.60703,6.12396
278,1,0,2.94542,2.94542
278,2,0,1.79188,1.79188
278,3,0,2.97307,2.97307
279,0,0.452188,6.23375,6.68594
279,1,0,3.01552,3.01552
279,2,0,1.81932,1.81932
279,3,0,2.9401,2.9401
280,0,0.483334,5.86078,6.34412
280,1,0,2.93005,2.93005
280,2,0,1.88312,1.88312
280,3,0,3.0474,3.0474
281,0,0.411458,5.59026,6.00172
281,1,0,2.94859,2.94859
281,2,0,1.87359,1.87359
281,3,0,3.25964,3.25964
282,0,0.431094,5.68047,6.11156
282,1,0,2.93208,2.93208
282,2,0,1.81115,1.81115
282,3,0,2.69563,2.69563
283,0,0.448854,5.92365,6.3725
283,1,0,3.02422,3.02422
283,2,0,1.83422,1.83422
283,3,0,2.72995,2.72995
284,0,0.409479,5.66156,6.07104
284,1,0,2.98974,2.98974
284,2,0,1.96276,1.96276
284,3,0,2.99688,2.99688
285,0,0.449219,5.63713,6.08635
285,1,0,2.92787,2.92787
285,2,0,1.78547,1.78547
285,3,0,3.02255,3.02255
286,0,0.380937,5.46969,5.85062
286,1,0,3.03563,3.03563
286,2,0,1.83281,1.83281
286,3,0,2.97167,2.97167
287,0,0.399271,5.92464,6.32391
287,1,0,3.21172,3.21172
287,2,0,3.15458,3.15458
287,3,0,4.71651,4.71651
288,0,0.361458,4.35891,4.72036
288,1,0,1.76901,1.76901
288,2,0,2.88802,2.88802
288,3,0,4.69208,4.69208
289,0,0.353282,4.47255,4.82583
289,1,0,1.83302,1.83302
289,2,0,2.99141,2.99141
289,3,0,4.72031,4.72031
290,0,0.481979,4.58688,5.06885
290,1,0,1.8562,1.8562
290,2,0,2.95359,2.95359
290,3,0,4.57688,4.57688
291,0,0.35349,4.19948,4.55297
291,1,0,1.77349,1.77349
291,2,0,2.98667,2.98667
291,3,0,4.6424,4.6424
292,0,0.369323,4.42016,4.78948
292,1,0,2.92906,2.92906
292,2,0,4.75396,4.75396
292,3,0,1.82719,1.82719
293,0,0.601458,4.52531,5.12677
293,1,0,3.08078,3.08078
293,2,0,4.6851,4.6851
293,3,0,1.78875,1.78875
294,0,0.35901,4.57703,4.93604
294,1,0,2.96521,2.96521
294,2,0,4.69734,4.69734
294,3,0,1.84563,1.84563
295,0,0.369375,5.56333,5.93271
295,1,0,4.73865,4.73865
295,2,0,2.02474,2.02474
295,3,0,3.00776,3.00776
296,0,0.363281,4.42844,4.79172
296,1,0,4.70328,4.70328
296,2,0,1.77948,1.77948
296,3,0,2.91172,2.91172
297,0,0.354844,4.31094,4.66578
297,1,0,4.78109,4.78109
297,2,0,1.78865,1.78865
297,3,0,2.90234,2.90234
298,0,0.346354,4.57943,4.92578
298,1,0,4.83188,4.83188
298,2,0,1.81375,1.81375
298,3,0,3.06708,3.06708
299,0,0.383906,4.38115,4.76505
299,1,0,4.60562,4.60562
299,2,0,1.78062,1.78062
299,3,0,2.94844,2.94844
300,0,0.374792,4.54651,4.9213
300,1,0,4.57859,4.57859
300,2,0,2.9375,2.9375
300,3,0,1.77333,1.77333
301,0,0.417604,4.58312,5.00073
301,1,0,4.71646,4.71646
301,2,0,2.9762,2.9762
301,3,0,1.7687,1.7687
302,0,0.426979,4.3625,4.78948
302,1,0,4.695,4.695
302,2,0,2.93261,2.93261
302,3,0,1.8276,1.8276
303,0,0.433282,3.93989,4.37318
303,1,0,4.77125,4.77125
303,2,0,2.93172,2.93172
303,3,0,1.83547,1.83547
304,0,0.537916,7.07323,7.61115
304,1,0,1.85135,1.85135
304,2,0,2.98057,2.98057
304,3,0,2.95635,2.95635
305,0,0.410729,5.655,6.06573
305,1,0,1.79646,1.79646
305,2,0,3.47583,3.47583
305,3,0,3.16479,3.16479
306,0,0.421823,5.79401,6.21583
306,1,0,3.58104,3.58104
306,2,0,2.13776,2.13776
306,3,0,2.99323,2.99323
307,0,0.402604,5.65714,6.05974
307,1,0,2.98682,2.98682
307,2,0,2.99906,2.99906
307,3,0,4.66323,4.66323
308,0,0.372708,3.28854,3.66125
308,1,0,3.07463,3.07463
308,2,0,2.94656,2.94656
308,3,0,4.71432,4.71432
309,0,0.365677,4.58167,4.94734
309,1,0,2.06521,2.06521
309,2,0,3.10724,3.10724
309,3,0,4.67568,4.67568
310,0,0.350261,4.39068,4.74094
310,1,0,2.9501,2.9501
310,2,0,4.68177,4.68177
310,3,0,1.80396,1.80396
311,0,0.477708,4.38734,4.86505
311,1,0,2.94979,2.94979
311,2,0,4.69026,4.69026
311,3,0,1.81411,1.81411
312,0,0.390209,4.7425,5.13271
312,1,0,3.02677,3.02677
312,2,0,4.64542,4.64542
312,3,0,1.77906,1.77906
313,0,0.355938,4.73474,5.09068
313,1,0,2.7013,2.7013
313,2,0,4.6913,4.6913
313,3,0,1.80537,1.80537
314,0,0.396406,5.70385,6.10026
314,1,0,4.69781,4.69781
314,2,0,1.88088,1.88088
314,3,0,3.27255,3.27255
315,0,0.387031,4.73156,5.11859
315,1,0,4.57052,4.57052
315,2,0,1.77146,1.77146
315,3,0,2.89474,2.89474
316,0,0.384115,4.28719,4.6713
316,1,0,4.76412,4.76412
316,2,0,1.80349,1.80349
316,3,0,2.93135,2.93135
317,0,0.378802,4.57932,4.95812
317,1,0,4.88,4.88
317,2,0,1.91026,1.91026
317,3,0,2.80292,2.80292
318,0,0.427917,4.4774,4.90531
318,1,0,4.60354,4.60354
318,2,0,2.91943,2.91943
318,3,0,1.78432,1.78432
319,0,0.359531,4.43344,4.79297
319,1,0,4.60104,4.60104
319,2,0,2.94891,2.94891
319,3,0,1.77068,1.77068
320,0,0.360885,4.32005,4.68094
320,1,0,4.81339,4.81339
320,2,0,3.05266,3.05266
320,3,0,1.9463,1.9463
321,0,0.41625,3.88552,4.30177
321,1,0,4.7237,4.7237
321,2,0,2.9387,2.9387
321,3,0,1.79156,1.79156
322,0,0.761563,6.745,7.50656
322,1,0,1.81193,1.81193
322,2,0,2.91474,2.91474
322,3,0,1.98333,1.98333
323,0,1.22203,6.17031,7.39234
323,1,0,1.82995,1.82995
323,2,0,2.98656,2.98656
323,3,0,2.94698,2.94698
324,0,0.389635,5.74474,6.13438
324,1,0,1.75479,1.75479
324,2,0,2.92891,2.92891
324,3,0,3.03625,3.03625
325,0,0.528959,5.56745,6.09641
325,1,0,1.8063,1.8063
325,2,0,2.90193,2.90193
325,3,0,3.03151,3.03151
326,0,0.517708,5.68094,6.19864
326,1,0,1.84047,1.84047
326,2,0,2.91953,2.91953
326,3,0,2.94115,2.94115
327,0,0.516875,5.63521,6.15208
327,1,0,1.77932,1.77932
327,2,0,2.98536,2.98536
327,3,0,3.5075,3.5075
328,0,0.434167,5.37141,5.80557
328,1,0,1.77641,1.77641
328,2,0,2.95859,2.95859
328,3,0,3.18057,3.18057
329,0,0.523958,5.83646,6.36042
329,1,0,1.79729,1.79729
329,2,0,2.77948,2.77948
329,3,0,2.91302,2.91302
330,0,0.412031,5.76635,6.17838
330,1,0,1.78693,1.78693
330,2,0,3.00385,3.00385
330,3,0,2.94474,2.94474
331,0,0.428281,5.88037,6.30865
331,1,0,1.79505,1.79505
331,2,0,3.04062,3.04062
331,3,0,2.01354,2.01354
332,0,0.508698,4.73625,5.24495
332,1,0,5.03349,5.03349
332,2,0,1.77802,1.77802
332,3,0,2.99896,2.99896
333,0,0.451771,5.69974,6.15151
333,1,0,3.05213,3.05213
333,2,0,1.81385,1.81385
333,3,0,3.08375,3.08375
334,0,0.401093,5.79115,6.19224
334,1,0,3.13167,3.13167
334,2,0,1.96516,1.96516
334,3,0,3.12052,3.12052
335,0,0.487708,5.52927,6.01698
335,1,0,2.91068,2.91068
335,2,0,1.78411,1.78411
335,3,0,2.92255,2.92255
336,0,0.495989,5.92349,6.41948
336,1,0,3.00573,3.00573
336,2,0,2.0325,2.0325
336,3,0,2.54646,2.54646
337,0,0.470885,5.74182,6.21271
337,1,0,3.34578,3.34578
337,2,0,3.06578,3.06578
337,3,0,1.86984,1.86984
338,0,0.396302,5.89917,6.29547
338,1,0,2.96677,2.96677
338,2,0,2.94417,2.94417
338,3,0,4.74823,4.74823
339,0,0.414479,5.2001,5.61458
339,1,0,2.07099,2.07099
339,2,0,2.50286,2.50286
339,3,0,4.80198,4.80198
340,0,0.56625,4.52463,5.09089
340,1,0,3.00469,3.00469
340,2,0,1.84458,1.84458
340,3,0,4.58255,4.58255
341,0,0.367292,4.49224,4.85953
341,1,0,2.94443,2.94443
341,2,0,4.8137,4.8137
341,3,0,1.85271,1.85271
342,0,0.347708,4.41156,4.75927
342,1,0,2.93031,2.93031
342,2,0,4.98094,4.98094
342,3,0,1.82943,1.82943
343,0,0.884427,5.40474,6.28917
343,1,0,4.67958,4.67958
343,2,0,1.78698,1.78698
343,3,0,1.74401,1.74401
344,0,0.415677,5.1824,5.59807
344,1,0,4.77531,4.77531
344,2,0,1.81333,1.81333
344,3,0,1.76156,1.76156
345,0,0.428489,5.17781,5.6063
345,1,0,5.18599,5.18599
345,2,0,1.83281,1.83281
345,3,0,2.98505,2.98505
346,0,0.344531,4.46276,4.80729
346,1,0,4.70323,4.70323
346,2,0,1.78214,1.78214
346,3,0,2.93969,2.93969
347,0,0.345416,4.8626,5.20802
347,1,0,4.60219,4.60219
347,2,0,1.78583,1.78583
347,3,0,2.91755,2.91755
348,0,0.351198,4.72651,5.07771
348,1,0,4.6924,4.6924
348,2,0,2.97875,2.97875
348,3,0,1.80057,1.80057
349,0,0.356927,4.32078,4.67771
349,1,0,4.58453,4.58453
349,2,0,2.93922,2.93922
349,3,0,1.86224,1.86224
350,0,0.455416,5.87214,6.32755
350,1,0,3.90729,3.90729
350,2,0,2.97948,2.97948
350,3,0,3.21125,3.21125
351,0,0.666979,5.86245,6.52943
351,1,0,2.93099,2.93099
351,2,0,1.78839,1.78839
351,3,0,2.93359,2.93359
352,0,0.408073,5.77104,6.17912
352,1,0,3.02297,3.02297
352,2,0,1.84589,1.84589
352,3,0,2.95589,2.95589
353,0,0.412917,5.66422,6.07714
353,1,0,2.9788,2.9788
353,2,0,1.83917,1.83917
353,3,0,3.29719,3.29719
354,0,0.444375,5.70422,6.14859
354,1,0,2.89625,2.89625
354,2,0,1.79349,1.79349
354,3,0,2.82844,2.82844
355,0,0.529531,5.59594,6.12547
355,1,0,3.04516,3.04516
355,2,0,1.83885,1.83885
355,3,0,3.03755,3.03755
356,0,0.401875,5.77948,6.18135
356,1,0,3.15672,3.15672
356,2,0,3.1313,3.1313
356,3,0,1.86932,1.86932
357,0,0.523073,5.48375,6.00682
357,1,0,2.92927,2.92927
357,2,0,2.92333,2.92333
357,3,0,3.9801,3.9801
358,0,0.367448,3.5288,3.89625
358,1,0,2.98078,2.98078
358,2,0,2.96292,2.96292
358,3,0,1.87016,1.87016
359,0,0.382917,5.57469,5.9576
359,1,0,3.30406,3.30406
359,2,0,3.03531,3.03531
359,3,0,1.92766,1.92766
360,0,0.402344,5.55135,5.9537
360,1,0,2.96385,2.96385
360,2,0,2.92213,2.92213
360,3,0,1.8325,1.8325
361,0,0.409792,5.71693,6.12672
361,1,0,3.11724,3.11724
361,2,0,3.06448,3.06448
361,3,0,3.82,3.82
362,0,0.507656,4.33828,4.84594
362,1,0,2.77463,2.77463
362,2,0,3.04094,3.04094
362,3,0,4.685,4.685
363,0,0.362864,4.32339,4.68625
363,1,0,1.78651,1.78651
363,2,0,2.95906,2.95906
363,3,0,4.79016,4.79016
364,0,0.375312,4.3649,4.74021
364,1,0,1.77427,1.77427
364,2,0,2.94094,2.94094
364,3,0,4.9587,4.9587
365,0,0.435417,4.43891,4.87432
365,1,0,2.92667,2.92667
365,2,0,1.84156,1.84156
365,3,0,4.57802,4.57802
366,0,0.351198,4.5674,4.91859
366,1,0,3.05021,3.05021
366,2,0,4.65526,4.65526
366,3,0,1.81328,1.81328
367,0,0.357708,4.21906,4.57677
367,1,0,3.01974,3.01974
367,2,0,4.98385,4.98385
367,3,0,1.82865,1.82865
368,0,0.367395,5.57292,5.94031
368,1,0,1.84802,1.84802
368,2,0,4.66797,4.66797
368,3,0,1.77208,1.77208
369,0,0.338542,5.55302,5.89156
369,1,0,1.89052,1.89052
369,2,0,4.5951,4.5951
369,3,0,1.78661,1.78661
370,0,0.345833,5.60188,5.94771
370,1,0,2.30599,2.30599
370,2,0,4.7637,4.7637
370,3,0,2.98396,2.98396
371,0,0.337031,4.32938,4.66641
371,1,0,4.70937,4.70937
371,2,0,1.7662,1.7662
371,3,0,2.90339,2.90339
372,0,0.342396,4.54979,4.89219
372,1,0,4.60391,4.60391
372,2,0,1.76599,1.76599
372,3,0,2.90833,2.90833
373,0,0.409114,4.8101,5.21922
373,1,0,4.68391,4.68391
373,2,0,1.76578,1.76578
373,3,0,2.91542,2.91542
374,0,0.336146,4.43474,4.77089
374,1,0,4.60672,4.60672
374,2,0,2.99594,2.99594
374,3,0,1.81557,1.81557
375,0,0.351042,4.48516,4.8362
375,1,0,4.5849,4.5849
375,2,0,2.95312,2.95312
375,3,0,1.81963,1.81963
376,0,1.15172,3.56906,4.72078
376,1,0,4.63104,4.63104
376,2,0,2.93646,2.93646
376,3,0,1.80604,1.80604
377,0,0.469479,3.95151,4.42099
377,1,0,4.6375,4.6375
377,2,0,3.00531,3.00531
377,3,0,1.82255,1.82255
378,0,0.493542,3.58771,4.08125
378,1,0,4.59505,4.59505
378,2,0,3.02792,3.02792
378,3,0,2.02724,2.02724
379,0,0.537656,4.20802,4.74568
379,1,0,4.62057,4.62057
379,2,0,2.91328,2.91328
379,3,0,2.94885,2.94885
380,0,0.531614,5.52917,6.06078
380,1,0,1.85625,1.85625
380,2,0,2.99531,2.99531
380,3,0,2.97042,2.97042
381,0,0.412552,6.02943,6.44198
381,1,0,1.85594,1.85594
381,2,0,3.27292,3.27292
381,3,0,3.04635,3.04635
382,0,0.509167,5.65542,6.16458
382,1,0,1.77042,1.77042
382,2,0,2.9101,2.9101
382,3,0,2.93724,2.93724
383,0,0.40974,5.76989,6.17964
383,1,0,1.84828,1.84828
383,2,0,2.99771,2.99771
383,3,0,2.97141,2.97141
384,0,0.407969,5.76318,6.17115
384,1,0,2.05938,2.05938
384,2,0,3.05505,3.05505
384,3,0,3.0349,3.0349
385,0,0.457344,5.94776,6.4051
385,1,0,2.93083,2.93083
385,2,0,1.75422,1.75422
385,3,0,2.93963,2.93963
386,0,0.409532,5.70068,6.11021
386,1,0,1.79438,1.79438
386,2,0,2.74651,2.74651
386,3,0,2.93557,2.93557
387,0,0.393229,6.07167,6.4649
387,1,0,1.82531,1.82531
387,2,0,2.84234,2.84234
387,3,0,2.97969,2.97969
388,0,0.432396,5.75146,6.18385
388,1,0,1.78463,1.78463
388,2,0,2.75193,2.75193
388,3,0,2.94422,2.94422
389,0,0.386979,6.09063,6.4776
389,1,0,2.96958,2.96958
389,2,0,1.7926,1.7926
389,3,0,2.94307,2.94307
390,0,0.754948,5.98333,6.73828
390,1,0,3.06823,3.06823
390,2,0,2.96583,2.96583
390,3,0,1.84276,1.84276
391,0,0.39125,5.68005,6.0713
391,1,0,2.91328,2.91328
391,2,0,2.98505,2.98505
391,3,0,1.89193,1.89193
392,0,0.412188,6.08844,6.50063
392,1,0,2.94547,2.94547
392,2,0,2.96734,2.96734
392,3,0,1.95844,1.95844
393,0,0.64151,5.54422,6.18573
393,1,0,2.97573,2.97573
393,2,0,2.92792,2.92792
393,3,0,1.85125,1.85125
394,0,0.392032,5.63823,6.03026
394,1,0,2.94635,2.94635
394,2,0,2.98906,2.98906
394,3,0,1.86328,1.86328
395,0,0.412448,5.60594,6.01839
395,1,0,2.93865,2.93865
395,2,0,3.03588,3.03588
395,3,0,2.20901,2.20901
396,0,0.450833,5.80573,6.25656
396,1,0,2.93552,2.93552
396,2,0,2.93583,2.93583
396,3,0,1.80354,1.80354
397,0,0.40302,5.56547,5.96849
397,1,0,3.02641,3.02641
397,2,0,3.01349,3.01349
397,3,0,1.94667,1.94667
398,0,0.416563,5.66219,6.07875
398,1,0,3.04833,3.04833
398,2,0,3.26787,3.26787
398,3,0,1.87969,1.87969
399,0,0.479584,6.83656,7.31615
399,1,0,1.79547,1.79547
399,2,0,2.91667,2.91667
399,3,0,4.72266,4.72266
400,0,0.384271,4.64948,5.03375
400,1,0,2.98057,2.98057
400,2,0,1.88505,1.88505
400,3,0,4.69266,4.69266
401,0,0.352917,4.50411,4.85703
401,1,0,3.17724,3.17724
401,2,0,1.8549,1.8549
401,3,0,4.63781,4.63781
402,0,0.370781,4.54589,4.91667
402,1,0,2.99807,2.99807
402,2,0,4.68932,4.68932
402,3,0,1.86391,1.86391
403,0,0.391979,4.2162,4.60818
403,1,0,2.71682,2.71682
403,2,0,4.70229,4.70229
403,3,0,1.79417,1.79417
404,0,0.404062,5.84104,6.2451
404,1,0,1.92911,1.92911
404,2,0,4.69208,4.69208
404,3,0,1.77401,1.77401
405,0,0.349167,5.74964,6.0988
405,1,0,1.82323,1.82323
405,2,0,4.69172,4.69172
405,3,0,1.91708,1.91708
406,0,0.430677,4.99401,5.42469
406,1,0,1.82766,1.82766
406,2,0,4.6699,4.6699
406,3,0,2.04281,2.04281
407,0,0.530364,5.28234,5.81271
407,1,0,1.8626,1.8626
407,2,0,4.62802,4.62802
407,3,0,2.97193,2.97193
408,0,0.354218,4.67636,5.03057
408,1,0,4.73318,4.73318
408,2,0,1.81802,1.81802
408,3,0,2.94198,2.94198
409,0,0.3375,4.3563,4.6938
409,1,0,4.85135,4.85135
409,2,0,1.96505,1.96505
409,3,0,3.01844,3.01844
410,0,0.361667,4.48354,4.84521
410,1,0,4.57443,4.57443
410,2,0,2.94724,2.94724
410,3,0,1.78109,1.78109
411,0,0.36427,4.38198,4.74625
411,1,0,4.60906,4.60906
411,2,0,2.96839,2.96839
411,3,0,1.80198,1.80198
412,0,0.39125,3.86063,4.25188
412,1,0,4.84781,4.84781
412,2,0,3.10516,3.10516
412,3,0,2.99323,2.99323
413,0,0.393854,3.27401,3.66786
413,1,0,4.59693,4.59693
413,2,0,2.94568,2.94568
413,3,0,2.92578,2.92578
414,0,1.19917,6.01656,7.21573
414,1,0,1.8451,1.8451
414,2,0,2.8388,2.8388
414,3,0,3.04203,3.04203
415,0,0.816771,6.16,6.97677
415,1,0,3.2651,3.2651
