frame,decode_ms,render_ms,total_ms
821,3.01635,3.62865,6.645
822,4.47687,3.7449,8.22177
823,2.58937,2.6999,5.28927
824,4.43828,3.72292,8.1612
825,2.92729,2.59495,5.52224
826,4.2763,3.81151,8.08781
827,3.41255,5.62964,9.04219
828,1.8462,3.79162,5.63781
829,2.96927,5.54307,8.51234
830,1.99646,4.9024,6.89885
831,1.99302,5.44287,7.43589
832,1.94297,4.74156,6.68453
833,2.50745,5.38203,7.88948
834,3.31141,3.87068,7.18208
835,1.97854,5.35401,7.33255
836,3.01385,3.73172,6.74557
837,4.67219,2.6237,7.29589
838,3.1426,3.76688,6.90948
839,4.48667,2.62667,7.11333
840,3.07818,3.84135,6.91953
841,4.4551,2.58292,7.03802
842,2.82557,3.73885,6.56443
843,4.60104,2.60875,7.20979
844,3.00766,3.74052,6.74818
845,4.565,2.67542,7.24042
846,2.90995,3.78979,6.69974
847,4.47969,2.56323,7.04292
848,3.19297,3.76609,6.95906
849,4.96495,3.74818,8.71312
850,2.95833,2.5824,5.54073
851,4.5325,3.85776,8.39026
852,3.37229,2.61036,5.98266
853,4.35401,3.7037,8.05771
854,3.1,2.64318,5.74318
855,4.38422,3.72974,8.11396
856,3.18792,2.59177,5.77969
857,4.5651,3.82958,8.39469
858,3.09578,2.61172,5.7075
859,4.58698,3.69406,8.28104
860,3.53151,2.70578,6.23729
861,4.47511,3.72505,8.20016
862,3.36068,2.7113,6.07198
863,4.68677,4.87328,9.56005
864,1.92906,2.60312,4.53219
865,4.52271,4.92583,9.44854
866,2.13141,5.36,7.49141
867,2.04682,4.79844,6.84526
868,2.59505,5.43625,8.0313
869,3.0501,3.72964,6.77974
870,1.93365,5.35448,7.28812
871,3.1449,3.78833,6.93323
872,4.64115,2.56005,7.2012
873,2.99458,4.01792,7.0125
874,5.29396,3.73386,9.02781
875,3.06698,2.59208,5.65906
876,4.34953,2.61688,6.96641
877,2.66261,3.56755,6.23016
878,4.80047,2.59359,7.39406
879,2.65036,3.84198,6.49234
880,4.65474,2.56463,7.21938
881,2.81802,3.78375,6.60177
882,4.99682,2.63375,7.63057
883,2.50151,3.74932,6.25083
884,4.97089,2.65151,7.6224
885,2.82234,3.56021,6.38255
886,1.87443,5.37651,7.25094
887,2.76411,3.73234,6.49646
888,2.08896,5.41828,7.50724
889,2.56745,3.7412,6.30865
890,1.97115,5.60974,7.58089
891,4.19662,2.61828,6.8149
892,4.3912,2.57943,6.97063
893,2.93073,3.74484,6.67557
894,4.42011,2.5826,7.00271
895,3.05761,3.73958,6.79719
896,4.70354,2.65396,7.3575
897,4.36776,2.59156,6.95932
898,4.46729,2.56448,7.03177
899,2.54281,3.73958,6.2824
900,5.59583,3.72714,9.32297
901,3.17901,2.6462,5.82521
902,4.4024,3.81818,8.22057
903,3.16333,2.61448,5.77781
904,5.18651,3.72995,8.91646
905,2.7112,3.22078,5.93198
906,4.30729,3.71964,8.02693
907,2.65276,2.73167,5.38443
908,4.61125,3.72662,8.33787
909,2.73953,2.58448,5.32401
910,4.36104,3.70448,8.06552
911,3.16984,2.7313,5.90115
912,4.56177,3.69906,8.26083
913,3.1788,2.70276,5.88156
914,4.34187,3.71385,8.05573
915,2.95094,2.58505,5.53599
916,4.70708,3.83182,8.53891
917,2.92005,2.62484,5.5449
918,4.25063,3.77443,8.02505
919,3.33453,2.69807,6.03261
920,4.31724,3.72141,8.03865
921,2.97438,2.59865,5.57302
922,4.38016,3.79495,8.17511
923,2.94,2.62219,5.56219
924,4.36917,3.75412,8.12328
925,3.46401,2.63917,6.10318
926,4.61646,3.72109,8.33755
927,2.95005,5.46312,8.41318
928,1.89333,3.7551,5.64844
929,2.59984,5.44047,8.04031
930,1.8925,3.8751,5.7676
931,2.82828,5.48062,8.30891
932,2.01995,4.86187,6.88182
933,1.91839,5.54307,7.46146
934,1.83547,4.87312,6.70859
935,1.8726,5.47922,7.35182
936,2.00219,5.00495,7.00714
937,1.89599,5.46453,7.36052
938,1.76958,4.69151,6.46109
939,1.94672,5.5262,7.47292
940,1.84349,4.63948,6.48297
941,1.91167,5.53177,7.44344
942,3.43891,3.78354,7.22245
943,1.92969,5.35562,7.28531
944,2.96266,3.72297,6.68562
945,2.55531,4.92615,7.48146
946,3.32563,3.75339,7.07901
947,4.6637,2.62026,7.28396
948,3.10021,3.57349,6.6737
949,4.24693,2.56338,6.81031
950,3.26854,3.7812,7.04974
951,1.95323,5.50036,7.45359
952,2.76609,3.80104,6.56714
953,1.92109,5.45625,7.37734
954,2.72333,3.80281,6.52615
955,4.54474,2.57958,7.12432
956,2.88026,4.60182,7.48208
957,3.84224,2.56104,6.40328
958,2.93302,3.84104,6.77406
959,5.07286,3.74365,8.81651
960,2.94698,2.59,5.53698
961,4.79474,3.73609,8.53083
962,3.23641,3.60682,6.84323
963,4.37453,3.72995,8.10448
964,2.72073,2.65333,5.37406
965,4.64896,3.70943,8.35839
966,2.7988,2.57745,5.37625
967,4.64151,3.76125,8.40276
968,2.94807,2.60427,5.55234
969,4.28458,3.79042,8.075
970,3.24214,2.63875,5.88089
971,4.40792,3.70146,8.10938
972,3.27146,2.61625,5.88771
973,4.37292,3.79885,8.17177
974,3.09724,2.61292,5.71016
975,4.3851,4.01995,8.40505
976,3.08443,5.55818,8.6426
977,1.99927,4.86115,6.86042
978,1.75458,5.47828,7.23287
979,2.3525,4.89938,7.25188
980,2.13068,5.40276,7.53344
981,3.24516,3.80245,7.0476
982,2.00042,5.33703,7.33745
983,2.95677,3.77615,6.73292
984,4.84828,2.59328,7.44156
985,3.16188,3.76281,6.92469
986,4.42625,2.67563,7.10187
987,3.07333,3.79896,6.87229
988,4.49385,2.5701,7.06396
989,2.9949,3.76229,6.75719
990,5.1825,2.59089,7.77339
991,4.07016,2.57568,6.64583
992,4.58234,2.6299,7.21224
993,3.98198,2.57792,6.5599
994,4.47323,2.5662,7.03943
995,4.42229,2.61073,7.03302
996,2.14943,6.7024,8.85182
997,3.07849,2.63953,5.71802
998,4.51172,3.81141,8.32312
999,3.03156,2.63031,5.66188
1000,4.42365,3.70786,8.13151
1001,2.99198,3.19021,6.18219
1002,4.19328,3.75656,7.94984
1003,3.25599,2.76792,6.02391
1004,4.53083,3.72927,8.2601
1005,2.81057,2.5949,5.40547
1006,4.59516,3.70203,8.29719
1007,2.92307,2.68391,5.60698
1008,4.42208,3.71135,8.13344
1009,3.38224,2.66937,6.05161
1010,4.81297,3.73104,8.54401
1011,2.50463,2.6,5.10464
1012,4.37802,3.77969,8.15771
1013,3.00089,2.61896,5.61984
1014,4.53078,3.74021,8.27099
1015,3.20682,2.60443,5.81125
1016,4.52245,3.71776,8.24021
1017,3.94213,5.4499,9.39203
1018,2.00901,4.91292,6.92193
1019,2.16807,5.45052,7.61859
1020,3.80787,3.85026,7.65813
1021,4.88005,2.56313,7.44318
1022,4.24547,2.57349,6.81896
1023,4.44406,2.59969,7.04375
1024,3.1274,3.50333,6.63073
1025,4.99833,2.62401,7.62234
1026,4.55135,2.62526,7.17661
1027,4.41714,3.70812,8.12526
1028,3.11255,2.58557,5.69813
1029,4.82052,3.73568,8.5562
1030,3.0287,2.61135,5.64005
1031,4.5262,3.93797,8.46417
1032,3.00286,2.61953,5.6224
1033,4.35797,3.72094,8.07891
1034,3.11427,2.61729,5.73156
1035,4.49083,3.73073,8.22156
1036,2.91885,2.63901,5.55786
1037,4.39208,3.82203,8.21411
1038,3.2149,2.61026,5.82516
1039,4.36875,3.70255,8.0713
1040,3.32594,2.64865,5.97458
1041,4.45823,3.7099,8.16812
1042,2.91391,2.63932,5.55323
1043,4.67625,3.80073,8.47698
1044,3.44104,2.6913,6.13234
1045,4.32578,3.70667,8.03245
1046,2.7649,2.64578,5.41068
1047,4.31974,3.7188,8.03854
1048,3.70714,2.69802,6.40516
1049,4.38859,3.73771,8.1263
1050,2.5699,2.59203,5.16193
1051,4.24354,3.71115,7.95469
1052,3.14448,2.62807,5.77255
1053,4.32911,3.7038,8.03292
1054,3.35312,2.8375,6.19062
1055,4.64682,3.7376,8.38443
1056,2.71937,2.59078,5.31016
1057,4.37287,3.79203,8.1649
1058,3.09417,2.61135,5.70552
1059,4.56109,3.78891,8.35
1060,3.3699,2.60453,5.97443
1061,4.51078,3.7137,8.22448
1062,2.62219,2.59615,5.21833
1063,4.65443,3.77224,8.42667
1064,3.04917,5.4638,8.51297
1065,1.83922,3.80375,5.64297
1066,2.83141,2.6374,5.4688
1067,4.38318,3.71005,8.09323
1068,2.96891,2.59469,5.56359
1069,4.39271,3.76463,8.15734
1070,3.37135,5.53328,8.90464
1071,1.91505,5.16349,7.07854
1072,1.98177,5.48203,7.4638
1073,1.90583,4.86839,6.77422
1074,2.33021,5.52292,7.85313
1075,3.0037,3.73344,6.73714
1076,4.96563,2.63005,7.59568
1077,3.01516,3.83599,6.85115
1078,4.75615,2.55625,7.3124
1079,2.90458,3.76161,6.6662
1080,4.70422,2.57729,7.28151
1081,2.94234,3.73708,6.67943
1082,4.94104,2.74385,7.6849
1083,3.19531,3.32703,6.52234
1084,4.61661,2.5649,7.18151
1085,4.43927,2.6026,7.04188
1086,4.54974,2.5826,7.13234
1087,2.89135,3.61411,6.50547
1088,5.22979,2.60745,7.83724
1089,4.18349,2.60151,6.785
1090,4.34917,2.56359,6.91276
1091,3.80781,2.63083,6.43865
1092,2.00583,5.37698,7.38281
1093,3.98901,2.63818,6.62719
1094,1.87708,5.4876,7.36469
1095,4.01641,2.58693,6.60333
1096,4.3162,2.55828,6.87448
1097,4.29292,3.13172,7.42464
1098,3.92474,2.55781,6.48255
1099,4.31302,2.69057,7.00359
1100,4.85547,3.73557,8.59104
1101,3.06823,2.58901,5.65724
1102,4.30245,2.5637,6.86615
1103,3.85286,2.6174,6.47026
1104,4.89234,2.565,7.45734
1105,2.54448,3.69771,6.24219
1106,1.85479,5.44193,7.29672
1107,2.95083,3.47714,6.42797
1108,2.13052,5.37563,7.50615
1109,4.38375,2.62078,7.00453
1110,4.39615,2.5849,6.98104
1111,4.3525,2.64552,6.99802
1112,4.48911,2.56615,7.05526
1113,3.83068,2.57786,6.40854
1114,4.72047,2.60792,7.32838
1115,4.09958,2.59213,6.69172
1116,4.66854,2.60339,7.27193
1117,4.30349,2.61287,6.91636
1118,5.18599,3.71125,8.89724
1119,3.24427,2.58333,5.8276
1120,4.35318,3.7574,8.11057
1121,3.05318,2.58854,5.64172
1122,4.46234,3.87677,8.33911
1123,3.38682,2.69599,6.08281
1124,4.51984,3.7087,8.22854
1125,2.69828,2.58599,5.28427
1126,4.37911,3.75005,8.12917
1127,3.26052,2.59604,5.85656
1128,4.51339,3.84776,8.36115
1129,2.90417,2.59495,5.49911
1130,5.22323,4.87396,10.0972
1131,2.14036,2.61771,4.75807
1132,4.4174,4.87854,9.29594
1133,1.95099,2.61573,4.56672
1134,4.72672,4.96359,9.69031
1135,1.82734,5.56276,7.39011
1136,1.87198,4.84828,6.72026
1137,1.91469,5.46792,7.3826
1138,3.34161,4.42089,7.7625
1139,2.05552,5.54901,7.60453
1140,4.38286,2.58141,6.96427
1141,4.36464,2.55005,6.91469
1142,4.43974,3.43188,7.87162
1143,3.68984,2.56261,6.25245
1144,4.11417,2.69167,6.80583
1145,1.96521,5.4325,7.39771
1146,3.67115,2.5887,6.25984
1147,4.74849,2.55937,7.30786
1148,4.02609,2.62135,6.64745
1149,4.34187,2.5574,6.89927
1150,2.88854,3.70464,6.59318
1151,2.0624,5.40875,7.47115
1152,4.21667,2.57859,6.79526
1153,2.35172,5.40443,7.75615
1154,3.75839,2.63151,6.3899
1155,4.54151,2.58958,7.13109
1156,4.41448,2.69339,7.10787
1157,4.8813,3.71839,8.59969
1158,2.9051,2.58432,5.48943
1159,4.51573,3.76943,8.28516
1160,3.00516,2.58672,5.59187
1161,4.34443,2.58417,6.92859
1162,3.89995,2.6238,6.52375
1163,4.8788,3.72,8.5988
1164,2.89823,2.57469,5.47292
1165,4.37266,2.65547,7.02813
1166,3.81943,2.59042,6.40984
1167,4.89078,2.66411,7.5549
1168,4.41021,2.64787,7.05807
1169,4.46557,3.71359,8.17917
1170,2.84563,2.61937,5.465
1171,4.77813,3.73281,8.51094
1172,3.31328,2.62146,5.93474
1173,4.52359,3.89417,8.41776
1174,2.90745,2.59026,5.49771
1175,4.36667,3.71568,8.08234
1176,3.09828,2.55828,5.65656
1177,4.44245,3.71469,8.15714
1178,2.97177,2.60172,5.57349
1179,4.59318,3.82656,8.41974
1180,3.15146,2.58214,5.73359
1181,4.37864,3.70714,8.08578
1182,3.3012,2.61833,5.91953
1183,4.80714,3.72213,8.52927
1184,2.60318,2.60396,5.20714
1185,5.06594,3.75995,8.82588
1186,2.52745,2.56937,5.09682
1187,4.5913,3.74297,8.33427
1188,3.53932,2.69073,6.23005
1189,4.35724,3.71365,8.07089
1190,2.45537,2.7049,5.16026
1191,4.95052,3.99328,8.9438
1192,2.27042,2.57828,4.8487
1193,4.44896,3.70609,8.15505
1194,3.14198,2.62349,5.76547
1195,4.35432,3.73901,8.09333
1196,3.35406,2.93833,6.2924
1197,4.47417,3.68906,8.16323
1198,3.03651,2.56937,5.60588
1199,4.29542,3.8175,8.11292
