scene,q,tx,ty,mean_z,disp_seed,disp_est,disocc,edge,activity,bits_intra,bits_stereo,bits_stereo_mv,bits_stereo_est,bits_stereo_rec_mv,bits_warp,bits_warp_mv,sad_intra,sad_stereo_mv,sad_warp_mv,mvx_q2,mvy_q2
clutter,8,1,8,4.892,6.15,6,0.0000,0.0000,31.41,11376.2,3298.1,3179.4,3179.4,4181.8,10926.1,7571.5,94501,8351,23406,-1,0
clutter,8,2,8,5.861,5.14,6,0.0000,0.0000,35.58,12896.6,5430.4,5102.7,5102.7,5822.2,11755.0,7939.1,84859,13301,23215,-1,0
clutter,8,3,8,7.245,4.13,4,0.0000,0.0000,32.61,11431.5,4758.1,4427.9,4427.9,5353.0,9695.0,7529.3,75993,11154,23203,-1,0
clutter,8,4,8,5.383,3.87,20,0.0000,0.0000,19.64,7669.1,4771.4,4771.4,8031.6,5391.4,7430.3,5392.3,141676,142728,39876,0,0
clutter,8,5,8,1.655,18.15,18,0.0000,0.0000,21.96,5172.3,2844.4,2006.5,2006.5,2206.0,6829.9,4110.5,252213,4781,15448,-1,0
clutter,8,6,8,1.570,19.39,20,0.0112,0.0000,12.20,5673.5,2393.9,2487.4,2487.4,2559.9,6965.0,2219.2,125826,9567,7619,0,0
clutter,8,7,8,4.460,17.87,18,0.2358,0.0000,17.88,8405.8,8476.0,7639.6,7643.2,7969.2,7780.2,6818.1,97059,53037,37242,5,0
clutter,8,8,8,7.086,3.75,6,0.0066,0.0000,50.32,14071.1,11219.7,12429.2,12728.0,12519.0,12611.1,9773.2,118178,59727,38860,7,0
clutter,8,9,8,6.974,3.72,4,0.0220,0.0000,47.35,13277.3,10627.2,13437.2,13597.2,13443.8,12740.4,10174.6,119366,73232,41917,7,0
clutter,8,10,8,7.883,3.68,4,0.0168,0.0000,20.71,9823.5,3751.4,3751.4,4451.3,4722.2,7058.7,3249.4,75419,19743,12178,0,0
clutter,8,11,8,4.876,7.62,8,0.0527,0.0000,35.25,12174.5,7898.0,7898.0,8357.6,8190.6,11864.8,8162.8,79370,28673,24539,0,0
clutter,8,12,8,5.929,5.08,6,0.0000,0.0000,32.93,12107.3,5023.0,5023.0,5023.0,6053.0,10092.2,7670.1,80104,11012,21286,0,0
clutter,8,13,8,4.922,6.12,6,0.0000,0.0000,28.38,10944.9,3871.2,3871.2,3871.2,4765.9,9749.6,6896.8,79035,7752,18294,0,0
clutter,8,14,8,4.208,7.15,8,0.0000,0.0000,25.33,9131.8,3368.0,3237.2,3237.2,4066.2,8313.4,5272.7,87611,7447,15703,-1,0
clutter,8,15,8,3.675,8.19,8,0.0000,0.1406,20.98,7507.2,2497.0,2656.7,2656.7,3374.0,7737.4,7673.8,92464,6480,90454,-1,0
clutter,8,0,9,4.193,7.18,8,0.0000,0.0000,28.30,11297.8,3857.4,3805.4,3805.4,4699.1,11289.8,6693.8,91956,7643,16749,-1,0
clutter,8,1,9,4.864,6.17,6,0.0010,0.0000,31.02,12577.2,5110.7,4961.7,4961.7,6073.2,12307.2,7220.5,83750,11251,18423,-1,0
clutter,8,2,9,5.520,5.21,6,0.0146,0.0000,40.73,14227.2,8529.4,8154.9,8154.9,8972.2,13357.3,9357.7,89137,29829,28989,-1,0
clutter,8,3,9,7.100,4.26,4,0.0000,0.0000,28.94,11281.4,5342.3,5633.3,5633.3,6208.5,9529.9,6693.8,72333,14125,19117,-1,0
clutter,8,4,9,6.332,3.98,18,0.0046,0.0000,14.71,6416.1,3291.6,3168.6,6639.6,3515.4,5253.4,3673.6,82730,73308,24882,-1,0
clutter,8,5,9,4.384,5.98,18,0.0039,0.0000,15.39,5407.1,6130.7,6416.0,3944.7,6490.4,5704.2,4716.8,132786,100115,20693,19,1
clutter,8,6,9,1.588,19.44,20,0.0015,0.0000,6.56,4624.9,552.0,552.0,913.4,624.1,5455.8,996.4,70907,2499,3976,0,0
clutter,8,7,9,4.269,19.29,20,0.2341,0.0000,9.72,5455.0,4064.2,4064.2,4064.2,4157.0,5186.3,3940.0,58915,26806,22490,0,0
clutter,8,8,9,7.573,3.75,4,0.0000,0.0000,10.17,5671.8,665.9,665.9,665.9,1258.7,3416.4,2072.6,42833,3126,7241,0,0
clutter,8,9,9,5.465,7.49,8,0.0059,0.0000,31.86,10056.3,7979.6,7596.6,7395.4,7797.2,9973.9,7346.4,169759,37848,26001,1,0
clutter,8,10,9,7.167,3.83,4,0.0562,0.0000,12.08,5962.9,3307.2,3307.2,3307.2,3722.0,4717.4,2786.1,67178,23275,8963,0,0
clutter,8,11,9,7.153,4.24,4,0.0000,0.0000,25.73,9989.0,5312.0,5108.6,5108.6,5628.1,6723.3,5819.4,69875,11792,15248,-1,0
clutter,8,12,9,5.934,5.07,6,0.0000,0.0000,33.45,13153.6,6109.7,6109.7,6109.7,6777.2,9194.4,7705.3,80312,12809,20119,0,0
clutter,8,13,9,4.930,6.11,6,0.0000,0.0000,30.20,12210.2,5140.2,5140.2,5140.2,6164.8,8903.9,5980.8,85012,10373,14251,0,0
clutter,8,14,9,4.214,7.14,8,0.0000,0.0000,26.12,10623.8,3774.0,3517.2,3517.2,4457.0,7890.5,5704.0,82332,7216,14715,-1,0
clutter,8,15,9,3.679,8.18,8,0.0000,0.1406,22.20,9227.2,3405.4,3330.0,3330.0,4247.3,9409.7,9405.9,86627,9586,93389,-1,0
clutter,8,0,10,4.181,7.19,8,0.0000,0.0000,27.41,11901.6,4656.3,4942.3,4942.3,5373.6,11974.0,6143.6,96182,10336,15955,0,0
clutter,8,1,10,3.800,6.94,6,0.0000,0.0000,29.37,10552.4,10290.5,7105.4,8912.4,7534.8,11565.0,7718.2,88669,37067,26630,16,0
clutter,8,2,10,3.459,10.06,10,0.0623,0.0000,35.37,11821.3,7736.4,7736.4,7736.4,7857.2,13890.3,7508.5,71971,21182,21657,1,0
clutter,8,3,10,5.061,6.03,6,0.0000,0.0000,0.19,520.1,455.7,455.7,455.7,455.7,455.7,455.7,1413,63,91,0,0
clutter,8,4,10,5.038,6.06,6,0.0000,0.0000,0.18,572.6,455.7,455.7,455.7,455.7,455.7,455.7,2435,97,60,0,0
clutter,8,5,10,5.015,6.09,6,0.0000,0.0000,0.16,519.9,455.7,455.7,455.7,455.7,455.7,455.7,1746,45,63,-4,0
clutter,8,6,10,3.042,7.36,20,0.0059,0.0000,3.77,2901.3,3342.2,3045.6,671.3,3021.2,3085.4,583.4,37592,32510,1697,19,17
clutter,8,7,10,3.935,6.80,20,0.1060,0.0000,1.92,1986.7,2310.4,2173.7,569.9,2166.8,1801.0,605.1,31280,22555,1308,19,16
clutter,8,8,10,4.947,6.17,6,0.0000,0.0000,0.24,581.7,455.7,455.7,455.7,455.7,455.7,455.7,2975,71,125,4,0
clutter,8,9,10,4.925,6.19,6,0.0000,0.0000,0.20,582.5,455.7,455.7,455.7,455.7,455.7,455.7,2569,50,86,0,0
clutter,8,10,10,4.903,6.22,6,0.0000,0.0000,0.17,554.0,455.7,455.7,455.7,455.7,455.7,455.7,2075,29,80,0,0
clutter,8,11,10,4.881,6.25,6,0.0000,0.0000,0.14,534.5,455.7,455.7,455.7,455.7,455.7,455.7,1715,40,76,0,0
clutter,8,12,10,4.846,6.27,6,0.0000,0.0000,2.87,2132.3,1652.6,1010.4,1008.2,1053.3,1308.6,1108.4,26424,1403,1428,-3,0
clutter,8,13,10,4.619,6.48,6,0.0000,0.0000,12.58,6464.6,3049.2,2284.2,2153.9,2686.3,3820.5,2503.2,56094,5629,5846,-1,0
clutter,8,14,10,4.183,7.22,8,0.0000,0.0000,20.66,9423.5,3652.4,3607.0,3607.0,4424.4,6539.2,4364.4,78529,7646,11129,-1,0
clutter,8,15,10,3.684,8.17,8,0.0000,0.1406,22.32,10167.9,4416.0,4377.2,4377.2,5176.8,10358.6,10626.6,79812,12703,85612,-1,0
clutter,8,0,11,3.553,8.51,8,0.0000,0.0000,1.08,1382.0,938.0,566.6,619.2,616.3,1159.2,705.9,18240,362,657,-4,0
clutter,8,1,11,3.194,9.52,12,0.0002,0.0000,17.68,5917.0,6059.7,1646.8,694.8,2206.4,6648.8,4388.7,42146,3833,13092,5,0
clutter,8,2,11,3.117,9.80,10,0.0254,0.0000,30.51,9964.2,7950.7,6601.8,6601.8,6674.4,11477.0,6475.8,62835,18629,17450,2,0
clutter,8,3,11,3.522,8.60,8,0.0000,0.0000,0.07,499.5,455.7,455.7,455.7,455.7,455.7,455.7,1007,40,25,-5,3
clutter,8,4,11,3.511,8.62,8,0.0000,0.0000,0.10,508.2,455.7,455.7,455.7,455.7,455.7,455.7,1187,17,49,-3,-1
clutter,8,5,11,3.500,8.65,8,0.0000,0.0000,0.14,531.6,455.7,455.7,455.7,455.7,455.7,455.7,1554,19,54,0,0
clutter,8,6,11,3.489,8.68,10,0.0000,0.0000,0.12,549.1,455.7,455.7,455.7,455.7,455.7,455.7,1820,26,56,-1,-1
clutter,8,7,11,3.478,8.70,8,0.0000,0.0000,0.15,531.6,455.7,455.7,455.7,455.7,455.7,455.7,1410,83,63,-4,0
clutter,8,8,11,3.467,8.73,8,0.0000,0.0000,0.04,461.5,455.7,455.7,455.7,455.7,455.7,455.7,180,7,17,0,0
clutter,8,9,11,3.457,8.76,8,0.0000,0.0000,0.13,508.2,455.7,455.7,455.7,455.7,455.7,455.7,1229,58,66,0,0
clutter,8,10,11,3.446,8.78,8,0.0000,0.0000,0.09,496.6,455.7,455.7,455.7,455.7,455.7,455.7,980,25,38,0,0
clutter,8,11,11,3.435,8.81,8,0.0000,0.0000,0.08,496.6,455.7,455.7,455.7,455.7,455.7,455.7,844,30,41,0,0
clutter,8,12,11,3.425,8.84,8,0.0000,0.0000,0.08,479.0,455.7,455.7,455.7,455.7,455.7,455.7,705,17,38,0,0
clutter,8,13,11,3.414,8.86,8,0.0000,0.0000,0.09,482.0,455.7,455.7,455.7,455.7,455.7,455.7,714,29,36,-4,0
clutter,8,14,11,3.404,8.89,8,0.0000,0.0000,0.15,531.6,518.1,455.7,455.7,464.4,455.7,455.7,755,80,81,-5,0
clutter,8,15,11,3.361,8.92,8,0.0000,0.1450,4.67,3479.0,2434.5,1694.2,1694.2,1756.6,2936.4,3130.4,50424,4955,27462,-3,0
clutter,8,0,12,2.724,11.08,10,0.0000,0.0000,0.13,534.5,455.7,455.7,455.7,455.7,455.7,455.7,1576,56,51,0,0
clutter,8,1,12,2.718,11.11,12,0.0000,0.0000,0.10,496.6,455.7,455.7,455.7,455.7,455.7,455.7,836,21,36,-8,4
clutter,8,2,12,2.711,11.13,12,0.0000,0.0000,0.07,484.9,455.7,455.7,455.7,455.7,455.7,455.7,585,24,29,1,-1
clutter,8,3,12,2.704,11.16,10,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,36,0,3,16,-4
clutter,8,4,12,2.698,11.19,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,5,12,2.691,11.21,12,0.0000,0.0000,0.03,473.2,455.7,455.7,455.7,455.7,455.7,455.7,349,6,7,8,-4
clutter,8,6,12,2.685,11.24,12,0.0000,0.0000,0.05,458.6,455.7,455.7,455.7,455.7,455.7,455.7,171,24,14,8,-12
clutter,8,7,12,2.678,11.27,10,0.0000,0.0000,0.05,490.7,455.7,455.7,455.7,455.7,455.7,455.7,737,34,9,0,0
clutter,8,8,12,2.672,11.29,12,0.0000,0.0000,0.08,479.0,455.7,455.7,455.7,455.7,455.7,455.7,559,36,27,-4,0
clutter,8,9,12,2.666,11.32,10,0.0000,0.0000,0.07,502.4,455.7,455.7,455.7,455.7,455.7,455.7,1026,35,23,0,0
clutter,8,10,12,2.659,11.35,12,0.0000,0.0000,0.07,467.4,455.7,455.7,455.7,455.7,455.7,455.7,386,37,28,4,0
clutter,8,11,12,2.653,11.37,12,0.0000,0.0000,0.05,470.3,455.7,455.7,455.7,455.7,455.7,455.7,384,33,22,4,-4
clutter,8,12,12,2.647,11.40,12,0.0000,0.0000,0.07,493.6,455.7,455.7,455.7,455.7,455.7,455.7,855,23,35,4,0
clutter,8,13,12,2.640,11.43,10,0.0000,0.0000,0.09,476.1,455.7,455.7,455.7,455.7,455.7,455.7,655,27,37,-3,-1
clutter,8,14,12,2.634,11.45,12,0.0000,0.0000,0.08,484.9,455.7,455.7,455.7,455.7,455.7,455.7,655,21,31,0,0
clutter,8,15,12,2.628,11.48,10,0.0000,0.1797,0.06,496.6,458.6,458.6,458.6,458.6,473.2,473.2,928,81,422,-13,-9
clutter,8,0,13,2.209,13.64,14,0.0000,0.0000,0.05,455.7,455.7,455.7,455.7,455.7,455.7,455.7,84,6,18,-4,0
clutter,8,1,13,2.204,13.67,12,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,47,5,7,16,-8
clutter,8,2,13,2.200,13.70,14,0.0000,0.0000,0.06,458.6,455.7,455.7,455.7,455.7,455.7,455.7,194,30,26,0,0
clutter,8,3,13,2.196,13.72,12,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,7,0,2,-4,-8
clutter,8,4,13,2.191,13.75,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,5,13,2.187,13.78,14,0.0000,0.0000,0.05,461.5,455.7,455.7,455.7,455.7,455.7,455.7,218,34,17,-4,-4
clutter,8,6,13,2.183,13.80,14,0.0000,0.0000,0.04,455.7,455.7,455.7,455.7,455.7,455.7,455.7,70,37,5,0,-16
clutter,8,7,13,2.179,13.83,4,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,8,13,2.174,13.86,14,0.0000,0.0000,0.05,470.3,455.7,455.7,455.7,455.7,455.7,455.7,404,36,28,0,-4
clutter,8,9,13,2.170,13.88,14,0.0000,0.0000,0.06,482.0,455.7,455.7,455.7,455.7,455.7,455.7,578,16,22,0,0
clutter,8,10,13,2.166,13.91,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,11,13,2.162,13.94,12,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,28,1,2,-8,-4
clutter,8,12,13,2.157,13.96,14,0.0000,0.0000,0.07,458.6,455.7,455.7,455.7,455.7,455.7,455.7,235,32,21,-12,-8
clutter,8,13,13,2.153,13.99,14,0.0000,0.0000,0.06,458.6,455.7,455.7,455.7,455.7,455.7,455.7,158,15,8,8,4
clutter,8,14,13,2.149,14.02,16,0.0000,0.0000,0.02,461.5,455.7,455.7,455.7,455.7,455.7,455.7,122,7,9,16,16
clutter,8,15,13,2.145,14.04,12,0.0000,0.2195,0.04,455.7,455.7,455.7,455.7,455.7,467.4,461.5,60,1,161,-16,0
clutter,8,0,14,1.858,16.20,16,0.0000,0.0000,0.04,455.7,455.7,455.7,455.7,455.7,455.7,455.7,123,8,14,16,-8
clutter,8,1,14,1.854,16.23,14,0.0000,0.0000,0.04,461.5,455.7,455.7,455.7,455.7,455.7,455.7,182,5,11,4,-4
clutter,8,2,14,1.851,16.26,4,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,3,14,1.848,16.29,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,4,14,1.845,16.31,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,5,14,1.842,16.34,16,0.0000,0.0000,0.05,461.5,455.7,455.7,455.7,455.7,455.7,455.7,190,33,17,0,4
clutter,8,6,14,1.839,16.37,16,0.0000,0.0000,0.05,461.5,455.7,455.7,455.7,455.7,455.7,455.7,170,24,14,0,-8
clutter,8,7,14,1.836,16.39,18,0.0000,0.0000,0.02,458.6,455.7,455.7,455.7,455.7,455.7,455.7,112,5,3,8,-4
clutter,8,8,14,1.833,16.42,16,0.0000,0.0000,0.05,476.1,455.7,455.7,455.7,455.7,455.7,455.7,367,40,9,0,4
clutter,8,9,14,1.830,16.45,16,0.0000,0.0000,0.04,461.5,455.7,455.7,455.7,455.7,455.7,455.7,185,27,23,4,12
clutter,8,10,14,1.827,16.47,16,0.0000,0.0000,0.05,455.7,455.7,455.7,455.7,455.7,455.7,455.7,175,13,17,1,-1
clutter,8,11,14,1.824,16.50,6,0.0000,0.0000,0.03,455.7,455.7,455.7,455.7,455.7,455.7,455.7,129,0,17,4,0
clutter,8,12,14,1.821,16.53,16,0.0000,0.0000,0.04,455.7,455.7,455.7,455.7,455.7,455.7,455.7,173,3,16,4,0
clutter,8,13,14,1.818,16.55,16,0.0000,0.0000,0.02,464.4,455.7,455.7,455.7,455.7,455.7,455.7,193,11,12,0,4
clutter,8,14,14,1.815,16.58,16,0.0000,0.0000,0.04,461.5,455.7,455.7,455.7,455.7,455.7,455.7,208,22,25,4,8
clutter,8,15,14,1.812,16.61,0,0.0000,0.2600,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,0,15,1.603,18.77,18,0.0000,0.0000,0.04,479.0,455.7,455.7,455.7,455.7,458.6,455.7,474,29,20,0,-4
clutter,8,1,15,1.601,18.80,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,2,15,1.598,18.82,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,3,15,1.596,18.85,20,0.0000,0.0000,0.03,476.1,455.7,455.7,455.7,455.7,455.7,455.7,391,4,7,12,-8
clutter,8,4,15,1.594,18.88,18,0.0000,0.0000,0.05,455.7,455.7,455.7,455.7,455.7,455.7,455.7,53,5,17,4,-4
clutter,8,5,15,1.592,18.90,18,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,5,0,0,0,-4
clutter,8,6,15,1.589,18.93,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,7,15,1.587,18.96,18,0.0000,0.0000,0.02,455.7,455.7,455.7,455.7,455.7,455.7,455.7,109,3,11,-8,0
clutter,8,8,15,1.585,18.98,18,0.0000,0.0000,0.05,455.7,455.7,455.7,455.7,455.7,455.7,455.7,162,15,11,-8,12
clutter,8,9,15,1.582,19.01,12,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
clutter,8,10,15,1.580,19.04,20,0.0000,0.0000,0.02,464.4,455.7,455.7,455.7,455.7,455.7,455.7,171,1,7,16,-8
clutter,8,11,15,1.578,19.06,18,0.0000,0.0000,0.04,458.6,455.7,455.7,455.7,455.7,455.7,455.7,108,7,13,4,0
clutter,8,12,15,1.576,19.09,12,0.0000,0.0000,0.03,455.7,455.7,455.7,455.7,455.7,455.7,455.7,33,0,13,0,0
clutter,8,13,15,1.574,19.12,20,0.0000,0.0000,0.04,455.7,455.7,455.7,455.7,455.7,455.7,455.7,149,8,17,0,0
clutter,8,14,15,1.571,19.14,16,0.0000,0.0000,0.01,458.6,455.7,455.7,455.7,455.7,455.7,455.7,53,0,1,-12,8
clutter,8,15,15,1.569,19.17,0,0.0000,0.2991,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
