scene,q,tx,ty,mean_z,disp_seed,disp_est,disocc,edge,activity,bits_intra,bits_stereo,bits_stereo_mv,bits_stereo_est,bits_stereo_rec_mv,bits_warp,bits_warp_mv,sad_intra,sad_stereo_mv,sad_warp_mv,mvx_q2,mvy_q2
far,8,2,2,1.562,19.29,20,0.0000,0.0000,12.38,6628.7,4798.8,4973.6,4973.6,5012.7,6774.6,3371.6,244916,11137,5682,-1,0
far,8,3,2,1.564,19.25,20,0.0000,0.0000,10.94,5659.2,4200.3,4382.6,4382.6,4377.0,6069.4,3064.2,268933,10680,5365,-1,0
far,8,4,2,1.567,19.22,20,0.0000,0.0000,9.70,5175.9,3136.1,3297.2,3297.2,3382.2,5125.3,2599.9,288695,9649,5378,-1,0
far,8,5,2,1.570,19.18,20,0.0000,0.0000,9.19,4846.6,3045.2,3036.5,3036.5,3187.9,4779.8,2749.0,297411,9628,5383,-1,0
far,8,6,2,1.573,19.15,20,0.0000,0.0000,9.02,4720.1,2916.4,2863.9,2863.9,2965.5,4917.2,2643.0,293427,9846,5302,-1,0
far,8,7,2,1.576,19.11,20,0.0000,0.0000,8.58,4048.2,2009.1,2009.1,2009.1,2081.9,3700.5,2447.2,277867,10343,5749,0,0
far,8,8,2,1.579,19.07,18,0.0000,0.0000,8.83,4483.4,2646.4,2646.4,2646.4,2769.2,4416.6,2630.3,248161,9673,5492,0,0
far,8,9,2,1.582,19.04,18,0.0000,0.0000,10.43,5306.9,4104.7,4104.7,4104.7,4104.7,5386.5,3119.5,218574,12833,6106,0,0
far,8,10,2,1.585,19.00,18,0.0000,0.0000,11.00,5763.5,4233.5,4233.5,4233.5,4343.5,6830.6,3328.5,204766,10671,6305,0,0
far,8,11,2,1.588,18.97,18,0.0000,0.0000,14.42,6621.6,4894.2,4894.2,4894.2,5019.3,7601.2,4009.6,232835,9991,9611,0,0
far,8,12,2,1.591,18.93,20,0.0000,0.0000,15.61,6140.6,4506.4,4506.4,4506.4,4671.8,7466.2,3961.2,260334,11390,10099,0,0
far,8,13,2,1.594,18.90,18,0.0000,0.0000,16.38,6794.0,5079.5,5079.5,5079.5,5242.8,8251.4,4328.8,266105,10353,10632,0,0
far,8,14,2,1.597,18.86,18,0.0000,0.0000,17.00,7341.1,5350.5,5449.0,5449.0,5559.7,8671.8,4895.4,248531,11942,11818,1,0
far,8,15,2,1.600,18.82,18,0.0000,0.2935,17.76,8410.4,6658.0,6948.3,6948.3,6729.5,8771.8,9498.4,223482,46911,331461,0,0
far,8,0,3,1.890,15.95,16,0.0000,0.0000,23.32,9234.6,7093.8,7093.8,7093.8,6925.1,9584.9,5507.8,259151,13295,13803,-1,0
far,8,1,3,1.895,15.92,16,0.0000,0.0000,20.61,8562.6,6043.2,6043.2,6043.2,6151.2,8660.3,4660.2,224009,11839,11241,0,0
far,8,2,3,1.899,15.88,16,0.0000,0.0000,18.23,8326.9,6069.8,5624.5,5624.5,5761.6,8195.6,4362.4,218598,11749,9932,-1,0
far,8,3,3,1.903,15.85,16,0.0000,0.0000,17.47,7193.6,5729.7,5932.7,5932.7,5899.5,7956.3,4625.8,276546,15105,9744,0,0
far,8,4,3,1.908,15.81,16,0.0000,0.0000,15.74,6877.4,5213.9,5445.3,5445.3,5478.9,7458.8,3807.2,303732,12617,9642,1,0
far,8,5,3,1.912,15.77,16,0.0000,0.0000,15.67,6741.2,4728.4,4728.4,4635.2,4671.0,7254.8,3751.2,290771,15393,9876,-1,0
far,8,6,3,1.916,15.74,16,0.0000,0.0000,13.34,5417.2,3963.2,4049.4,4049.4,4103.6,5390.6,3535.1,309985,10831,8659,1,0
far,8,7,3,1.921,15.70,16,0.0000,0.0000,12.65,4396.6,3080.8,2879.9,2879.9,2913.1,4944.9,3341.1,316496,10806,9526,1,0
far,8,8,3,1.925,15.67,16,0.0000,0.0000,16.03,6459.5,5095.0,5272.0,5272.0,5193.4,7218.6,4647.1,312177,17267,11169,0,0
far,8,9,3,1.930,15.63,16,0.0000,0.0000,13.90,6155.3,4193.6,4308.1,4308.1,4386.5,6735.8,3797.2,299124,12170,9960,1,0
far,8,10,3,1.934,15.60,16,0.0000,0.0000,15.43,6673.4,5109.0,5115.2,5132.0,5208.0,7247.3,3793.4,303409,13486,8566,-1,0
far,8,11,3,1.939,15.56,16,0.0000,0.0000,17.53,8129.7,5168.9,4914.5,4914.5,5070.4,8328.7,4625.4,300319,11507,9831,1,0
far,8,12,3,1.943,15.53,16,0.0000,0.0000,18.14,8570.6,6527.8,6585.6,6415.0,6441.2,8770.9,5077.9,227411,15090,9929,1,0
far,8,13,3,1.948,15.49,16,0.0000,0.0000,19.54,8346.1,6142.8,6322.6,6474.2,6351.9,9609.4,4868.1,272187,14586,11074,-1,0
far,8,14,3,1.952,15.45,16,0.0000,0.0000,19.39,8811.1,6088.5,6377.0,6780.6,6540.7,9995.6,5070.8,223467,14283,10229,-1,0
far,8,15,3,1.957,15.42,16,0.0000,0.2407,20.88,9183.2,6841.1,6711.2,6884.0,6947.1,9532.1,9633.2,237049,33143,359949,-1,0
far,8,0,4,2.410,12.55,12,0.0000,0.0000,26.88,10305.0,7044.9,7247.8,7400.4,7178.4,9900.7,6126.2,220424,15755,16916,0,0
far,8,1,4,2.417,12.51,12,0.0000,0.0000,27.55,10804.8,7338.3,7603.9,7817.2,7452.0,10572.1,6147.8,288779,16518,16569,0,0
far,8,2,4,2.424,12.48,12,0.0000,0.0000,28.08,10276.2,7349.9,7128.2,7228.9,7303.9,10403.6,5866.2,260769,16842,17215,-1,0
far,8,3,4,2.431,12.44,12,0.0000,0.0000,27.04,9833.3,7100.1,6979.7,7131.7,7135.3,10556.1,6508.4,304770,15709,16983,-1,0
far,8,4,4,2.438,12.40,12,0.0000,0.0000,27.05,10432.1,7763.6,7960.9,8201.3,7835.2,10851.5,6458.6,301625,18284,17408,0,0
far,8,5,4,2.445,12.37,12,0.0000,0.0000,23.73,8064.6,5046.8,5223.7,5223.7,5495.3,8729.0,4940.4,307460,12918,15957,-1,0
far,8,6,4,2.452,12.33,12,0.0000,0.0000,25.22,8764.8,6368.0,6480.2,6480.2,6627.5,9456.1,5772.0,309401,19066,17634,-1,0
far,8,7,4,2.459,12.30,12,0.0000,0.0000,21.71,6734.6,4280.0,4419.3,4419.3,4532.8,6785.3,4526.3,307479,14598,15402,-1,0
far,8,8,4,2.467,12.26,12,0.0000,0.0000,22.35,7483.5,5450.4,5775.3,5601.6,5345.7,8754.2,5324.0,305183,16713,16021,1,0
far,8,9,4,2.474,12.23,12,0.0000,0.0000,22.95,8316.2,6355.0,6647.2,6647.2,6772.8,8930.3,5385.4,307389,15918,15053,-1,0
far,8,10,4,2.481,12.19,12,0.0000,0.0000,23.65,8404.7,6544.7,6182.7,6182.7,6337.5,9561.4,5726.8,311180,16709,14322,-1,0
far,8,11,4,2.489,12.15,12,0.0000,0.0000,24.89,10125.8,7428.6,7553.6,7553.6,7660.0,11095.2,5688.1,309362,16658,14667,-1,0
far,8,12,4,2.496,12.12,12,0.0000,0.0000,26.04,10110.7,7871.7,7871.7,7871.7,7999.0,11563.6,6088.7,293980,16299,15505,0,0
far,8,13,4,2.504,12.08,12,0.0000,0.0000,27.52,11244.6,8300.4,8300.4,8300.4,8534.6,12507.4,6672.1,238904,16590,15701,0,0
far,8,14,4,2.511,12.05,12,0.0000,0.0000,27.71,10794.3,8144.2,8144.2,8144.2,8303.3,12378.4,6483.7,246972,16372,16091,0,0
far,8,15,4,2.519,12.01,12,0.0000,0.1873,30.26,12370.3,9846.0,9846.0,9846.0,9966.7,13015.4,13605.1,296218,35463,338719,0,0
far,8,0,5,3.327,9.14,10,0.0000,0.0000,52.59,15720.3,10805.2,10924.8,10924.8,11229.4,13400.2,12724.6,277431,20567,46077,-1,0
far,8,1,5,3.340,9.11,10,0.0000,0.0000,45.91,15035.0,10693.6,10693.6,10693.6,10967.6,12673.5,12096.2,284365,21294,44372,0,0
far,8,2,5,3.354,9.07,10,0.0000,0.0000,46.68,14284.6,10762.4,10762.4,10762.4,10910.3,13020.2,11979.0,294834,21031,44357,0,0
far,8,3,5,3.367,9.03,10,0.0000,0.0000,44.31,13293.4,10265.2,10265.2,10265.2,10470.8,12932.9,11021.8,297553,21062,36475,0,0
far,8,4,5,3.381,9.00,8,0.0000,0.0000,40.96,13513.4,10327.0,10327.0,10327.0,10463.2,13307.7,8014.8,297321,21847,25492,0,0
far,8,5,5,3.395,8.96,8,0.0000,0.0000,38.65,11455.2,8549.9,8549.9,8549.9,8655.7,11799.2,8417.5,301968,21374,29717,0,0
far,8,6,5,3.409,8.93,10,0.0000,0.0000,34.74,10438.7,7185.8,7185.8,7185.8,7397.0,10373.4,6120.7,301695,20821,22576,0,0
far,8,7,5,3.423,8.89,8,0.0000,0.0000,34.11,10208.0,7062.0,7062.0,7062.0,7289.1,10772.2,7548.5,300653,23879,30034,0,0
far,8,8,5,3.437,8.86,10,0.0000,0.0000,34.65,9844.2,7013.4,7411.4,7411.4,7680.4,10860.9,7239.2,303996,21485,27131,1,0
far,8,9,5,3.451,8.82,8,0.0000,0.0000,37.01,11835.8,9342.9,9671.8,9671.8,9513.8,13468.1,8244.3,298811,24090,27793,0,0
far,8,10,5,3.466,8.78,8,0.0000,0.0000,44.11,14114.0,10324.2,10733.4,10733.4,10442.7,15214.3,9085.3,299542,22097,27777,0,0
far,8,11,5,3.480,8.75,8,0.0000,0.0000,44.41,14514.8,10943.9,11348.0,11348.0,10746.6,15875.2,8921.4,295146,23116,27692,-1,0
far,8,12,5,3.495,8.71,8,0.0000,0.0000,46.61,15742.6,11625.2,12201.4,12201.4,11220.4,16612.5,11248.6,291675,24390,37345,-1,0
far,8,13,5,3.510,8.68,8,0.0000,0.0000,50.14,15720.6,11538.4,12015.2,12015.2,11516.7,16575.9,12053.8,291472,24520,39978,-1,0
far,8,14,5,3.512,8.64,8,0.0000,0.0000,50.48,15629.9,11035.2,10934.9,11565.9,11160.4,16582.4,11726.5,283781,24288,37512,-1,0
far,8,15,5,3.408,8.68,8,0.0000,0.1443,39.62,14122.9,9700.9,10354.8,10354.8,9934.7,15169.3,14770.8,213712,29489,240122,0,0
far,8,0,6,4.196,7.18,8,0.0000,0.0000,27.31,10719.8,4196.4,4533.2,4533.2,5428.4,8644.4,7321.6,102363,8343,20738,-1,0
far,8,1,6,4.729,6.35,6,0.0000,0.0000,45.53,13950.9,6983.9,7634.3,7634.3,7510.5,10869.8,9065.5,159076,15002,29201,0,0
far,8,2,6,5.200,5.66,6,0.0000,0.0000,65.52,16853.2,11583.7,12334.4,12334.4,11157.4,13255.6,12583.6,213712,25655,47740,-1,0
far,8,3,6,5.491,5.63,6,0.0000,0.0000,80.02,18257.1,13859.3,13752.2,14470.3,13797.4,14057.4,13915.0,242640,33472,59161,-1,0
far,8,4,6,5.549,5.59,6,0.0000,0.0000,86.56,18287.8,13980.9,14145.8,14748.9,14366.9,14445.5,13051.5,261475,37706,59556,-1,0
far,8,5,6,5.591,5.56,6,0.0000,0.0000,90.22,18381.2,13702.4,14093.8,14444.4,14273.4,15626.8,13491.7,273511,36169,71834,-1,0
far,8,6,6,5.632,5.52,6,0.0000,0.0000,80.67,16248.4,12996.2,13016.2,13419.7,13183.3,15009.3,12044.8,259888,33705,71461,-1,0
far,8,7,6,5.671,5.48,6,0.0000,0.0000,74.89,12855.2,10799.9,10516.5,10425.2,10725.7,12772.3,9810.1,252408,30824,58987,-1,0
far,8,8,6,5.711,5.45,6,0.0000,0.0000,82.03,15336.0,12440.9,12263.3,12205.2,12592.2,16023.7,10892.0,257269,32139,52603,-1,0
far,8,9,6,5.752,5.41,6,0.0000,0.0000,90.46,18634.8,14471.4,14348.4,14659.6,14519.0,17843.4,12400.6,266278,35471,60145,-1,0
far,8,10,6,5.793,5.38,6,0.0000,0.0000,100.63,19303.6,14277.2,14773.4,15273.3,14778.3,18250.8,13039.7,274880,37976,64983,-1,0
far,8,11,6,5.759,5.34,6,0.0000,0.0000,89.31,18506.0,14111.5,14736.6,14736.6,14205.8,17263.8,12742.8,253983,33756,52525,0,0
far,8,12,6,5.388,5.50,6,0.0000,0.0000,59.64,16242.8,9865.8,9865.8,10759.4,10286.8,15287.0,11189.3,184971,23806,39594,0,0
far,8,13,6,4.818,6.27,6,0.0000,0.0000,43.84,14173.4,6511.8,6987.8,6987.8,7719.8,13636.4,7793.1,142160,12029,22399,-1,0
far,8,14,6,4.195,7.17,8,0.0000,0.0000,26.11,11020.0,4342.0,4709.3,4709.3,5502.4,11256.1,6102.0,88944,8716,14549,-1,0
far,8,15,6,3.666,8.21,8,0.0000,0.1406,20.92,9013.9,3983.3,4097.6,4097.6,4850.0,9702.2,9594.2,75505,11132,88924,-1,0
far,8,0,7,4.205,7.16,8,0.0000,0.0000,23.29,8470.6,2409.4,2237.5,2237.5,3322.7,7890.4,5966.3,83969,5552,18591,-1,0
far,8,1,7,4.900,6.14,6,0.0000,0.0000,28.51,10547.1,4124.8,3916.2,3916.2,4989.1,9331.2,7263.0,83842,9407,20003,-1,0
far,8,2,7,5.872,5.13,6,0.0000,0.0000,35.09,12841.4,5490.8,5168.0,5168.0,6068.6,10655.6,8473.5,83563,14099,23543,-1,0
far,8,3,7,7.324,4.12,4,0.0000,0.0000,38.33,12855.9,6513.6,6513.6,6513.6,7177.3,10652.9,9755.4,74445,14808,27976,0,0
far,8,4,7,8.037,3.61,4,0.0002,0.0000,45.14,11997.8,6570.2,6475.6,6715.1,6787.1,10382.7,8099.8,118704,30050,33886,1,0
far,8,5,7,8.437,3.40,4,0.0129,0.0000,57.48,12209.1,6328.2,6900.4,7977.4,7399.6,10840.0,8077.6,106847,25248,36941,1,0
far,8,6,7,12.378,3.15,2,0.0146,0.0000,86.09,17389.0,13091.3,13880.2,13880.2,14045.4,15130.4,14106.7,121254,44318,64811,-1,0
far,8,7,7,14.829,2.08,2,0.0056,0.0000,103.56,19044.8,16049.0,16049.0,16049.0,16218.3,18807.4,18231.8,151878,43242,114402,0,0
far,8,8,7,12.485,2.14,2,0.0000,0.0000,85.32,16316.4,9813.4,9813.4,9813.4,10325.5,13356.6,13178.9,112659,27502,81684,0,0
far,8,9,7,12.386,2.34,2,0.0022,0.0000,96.15,16769.1,11619.4,11835.4,11619.4,11933.2,14622.1,14275.4,131629,35236,75672,1,0
far,8,10,7,9.788,3.12,4,0.0000,0.0000,63.75,15321.3,9275.4,9275.4,9275.4,9561.2,13277.9,12459.4,102212,21203,47860,0,0
far,8,11,7,7.439,4.06,4,0.0000,0.0000,39.50,13400.9,6818.7,6818.7,6818.7,7515.2,11768.3,8815.4,75797,14316,24016,0,0
far,8,12,7,5.917,5.09,6,0.0000,0.0000,34.21,12988.9,5169.4,5169.4,5169.4,6093.4,11766.4,8082.9,85899,11391,21608,0,0
far,8,13,7,4.914,6.13,6,0.0000,0.0000,28.64,11209.0,3808.9,3788.1,3788.1,4881.3,10941.6,6448.4,82432,8775,15602,-1,0
far,8,14,7,4.202,7.16,8,0.0000,0.0000,25.05,9515.0,3358.2,3338.2,3338.2,4186.7,9523.2,6229.9,88998,8346,16606,-1,0
far,8,15,7,3.670,8.20,8,0.0000,0.1406,18.69,6968.6,2468.0,2480.8,2480.8,3093.4,7570.2,7453.7,76965,6158,82637,-1,0
far,8,0,8,4.199,7.17,8,0.0000,0.0000,25.60,8912.1,2722.4,2668.4,2668.4,3512.4,9139.2,5654.8,88691,6689,17940,-1,0
far,8,1,8,4.892,6.15,6,0.0000,0.0000,31.41,11376.2,3298.1,3179.4,3179.4,4181.8,10926.1,7571.5,94501,8351,23406,-1,0
far,8,2,8,5.861,5.14,6,0.0000,0.0000,35.58,12896.6,5430.4,5102.7,5102.7,5822.2,11755.0,7939.1,84859,13301,23215,-1,0
far,8,3,8,7.309,4.13,4,0.0000,0.0000,38.59,12611.8,5826.6,5674.5,5674.5,6597.0,10739.2,9066.3,78121,13280,27508,-1,0
far,8,4,8,8.752,3.43,4,0.0000,0.0000,45.33,12658.6,5544.7,5544.7,6447.4,6101.0,10727.6,9017.4,88637,17442,33541,0,0
far,8,5,8,9.023,3.40,4,0.0002,0.0000,44.37,12687.3,5317.6,5317.6,5639.0,5911.8,10471.5,8929.1,92892,14688,35179,0,0
far,8,6,8,15.295,2.25,4,0.0264,0.0000,34.61,11485.5,11029.3,9766.3,9766.3,9541.6,9154.1,8158.0,69434,33258,27845,4,0
far,8,7,8,19.963,1.58,2,0.0066,0.0000,42.72,10767.2,6282.2,6282.2,6813.0,6398.4,7085.7,7085.7,97829,22412,27012,0,0
far,8,8,8,14.311,2.13,2,0.0007,0.0000,23.92,10437.8,2259.0,2259.0,2259.0,3152.8,5425.4,3697.9,52398,8729,11832,0,0
far,8,9,8,13.961,2.12,2,0.0000,0.0000,38.04,12390.1,7041.5,7041.5,7041.5,7647.8,9284.9,8747.9,68001,19197,29110,0,0
far,8,10,8,10.058,3.02,2,0.0000,0.0000,42.56,13170.9,8117.0,8117.0,8117.0,8752.8,11308.4,10420.0,70418,20116,33080,0,0
far,8,11,8,7.457,4.05,4,0.0000,0.0000,38.03,12410.3,6407.7,6407.7,6407.7,7016.7,10289.3,9520.6,74100,13446,27681,0,0
far,8,12,8,5.929,5.08,6,0.0000,0.0000,32.93,12107.3,5023.0,5023.0,5023.0,6062.8,10092.2,7670.1,80104,11012,21286,0,0
far,8,13,8,4.922,6.12,6,0.0000,0.0000,28.38,10944.9,3871.2,3871.2,3871.2,4765.9,9749.6,6896.8,79035,7752,18294,0,0
far,8,14,8,4.208,7.15,8,0.0000,0.0000,25.33,9131.8,3368.0,3237.2,3237.2,4066.2,8313.4,5272.7,87611,7447,15703,-1,0
far,8,15,8,3.675,8.19,8,0.0000,0.1406,20.98,7507.2,2497.0,2656.7,2656.7,3374.0,7737.4,7673.8,92464,6480,90454,-1,0
far,8,0,9,4.193,7.18,8,0.0000,0.0000,28.30,11297.8,3857.4,3805.4,3805.4,4699.1,11289.8,6693.8,91956,7643,16749,-1,0
far,8,1,9,4.884,6.16,6,0.0000,0.0000,30.45,12507.1,4857.9,4635.0,4635.0,5775.4,12108.5,6998.0,83462,10279,17730,-1,0
far,8,2,9,5.849,5.15,6,0.0000,0.0000,36.87,13764.7,6355.6,5795.2,5795.2,6769.2,12540.0,8091.7,82491,15795,21588,-1,0
far,8,3,9,7.140,4.26,4,0.0000,0.0000,32.42,12167.6,6281.6,6665.2,6665.2,7148.3,10190.8,7569.6,74065,15712,21222,-1,0
far,8,4,9,8.372,3.57,4,0.0000,0.0000,15.81,6268.2,3752.7,3653.9,3653.9,3916.4,4890.0,4151.3,43570,8557,11310,-2,0
far,8,5,9,8.933,3.52,2,0.0000,0.0000,2.28,1444.7,1087.6,767.2,767.2,815.2,1024.2,928.5,12513,1036,1582,-4,0
far,8,6,9,8.878,3.55,4,0.0000,0.0000,0.43,595.1,455.7,455.7,455.7,455.7,455.7,455.7,2722,97,246,1,0
far,8,7,9,8.805,3.58,4,0.0000,0.0000,0.50,596.9,455.7,455.7,455.7,455.7,455.7,455.7,2650,117,236,-1,-1
far,8,8,9,8.733,3.60,4,0.0000,0.0000,0.39,570.6,455.7,455.7,455.7,455.7,455.7,455.7,2201,81,207,-1,-1
far,8,9,9,8.661,3.63,2,0.0000,0.0000,0.72,755.9,668.0,555.0,555.0,563.7,553.3,579.7,3258,229,433,-4,1
far,8,10,9,8.251,3.66,4,0.0000,0.0000,12.10,5129.0,3751.5,2837.1,2837.1,3029.9,3263.0,2809.8,46752,5401,7496,-3,0
far,8,11,9,7.164,4.24,4,0.0000,0.0000,26.71,10161.0,5565.7,5473.3,5473.3,5924.8,6906.6,6199.7,67966,12169,16057,-1,0
far,8,12,9,5.934,5.07,6,0.0000,0.0000,33.45,13153.6,6109.7,6109.7,6109.7,6777.2,9194.4,7705.3,80312,12809,20119,0,0
far,8,13,9,4.930,6.11,6,0.0000,0.0000,30.20,12210.2,5140.2,5140.2,5140.2,6164.8,8903.9,5980.8,85012,10373,14251,0,0
far,8,14,9,4.214,7.14,8,0.0000,0.0000,26.12,10623.8,3774.0,3517.2,3517.2,4457.0,7890.5,5704.0,82332,7216,14715,-1,0
far,8,15,9,3.679,8.18,8,0.0000,0.1406,22.20,9227.2,3405.4,3330.0,3330.0,4247.3,9409.7,9405.9,86627,9586,93389,-1,0
far,8,0,10,4.181,7.19,8,0.0000,0.0000,27.41,11901.6,4656.3,4942.3,4942.3,5361.6,11974.0,6143.6,96182,10336,15955,0,0
far,8,1,10,4.698,6.42,6,0.0000,0.0000,17.19,8473.8,3943.2,3303.0,3475.0,3838.2,8106.6,4117.4,66063,8673,10148,-1,0
far,8,2,10,5.022,6.01,6,0.0000,0.0000,5.77,3400.7,2296.0,1395.0,1395.0,1535.3,2680.4,1440.9,30221,3214,3177,-3,0
far,8,3,10,5.061,6.03,6,0.0000,0.0000,0.19,520.1,455.7,455.7,455.7,455.7,455.7,455.7,1413,63,91,0,0
far,8,4,10,5.038,6.06,6,0.0000,0.0000,0.18,572.6,455.7,455.7,455.7,455.7,455.7,455.7,2435,97,60,0,0
far,8,5,10,5.015,6.09,6,0.0000,0.0000,0.16,519.9,455.7,455.7,455.7,455.7,455.7,455.7,1746,45,63,-4,0
far,8,6,10,4.992,6.11,6,0.0000,0.0000,0.16,540.4,455.7,455.7,455.7,455.7,455.7,455.7,1640,84,65,0,0
far,8,7,10,4.969,6.14,6,0.0000,0.0000,0.15,570.6,455.7,455.7,455.7,455.7,455.7,455.7,2349,23,72,0,0
far,8,8,10,4.947,6.17,6,0.0000,0.0000,0.24,581.7,455.7,455.7,455.7,455.7,455.7,455.7,2975,71,125,4,0
far,8,9,10,4.925,6.19,6,0.0000,0.0000,0.20,582.5,455.7,455.7,455.7,455.7,455.7,455.7,2569,50,86,0,0
far,8,10,10,4.903,6.22,6,0.0000,0.0000,0.17,554.0,455.7,455.7,455.7,455.7,455.7,455.7,2075,29,80,0,0
far,8,11,10,4.881,6.25,6,0.0000,0.0000,0.14,534.5,455.7,455.7,455.7,455.7,455.7,455.7,1715,40,76,0,0
far,8,12,10,4.846,6.27,6,0.0000,0.0000,2.87,2132.3,1652.6,1010.4,1008.2,1053.3,1308.6,1108.4,26424,1403,1428,-3,0
far,8,13,10,4.619,6.48,6,0.0000,0.0000,12.58,6464.6,3049.2,2284.2,2153.9,2686.3,3820.5,2503.2,56094,5629,5846,-1,0
far,8,14,10,4.183,7.22,8,0.0000,0.0000,20.66,9423.5,3652.4,3607.0,3607.0,4424.4,6539.2,4364.4,78529,7646,11129,-1,0
far,8,15,10,3.684,8.17,8,0.0000,0.1406,22.32,10167.9,4416.0,4377.2,4377.2,5176.8,10358.6,10626.6,79812,12703,85612,-1,0
far,8,0,11,3.553,8.51,8,0.0000,0.0000,1.08,1382.0,938.0,566.6,619.2,616.3,1159.2,705.9,18240,362,657,-4,0
far,8,1,11,3.545,8.54,8,0.0000,0.0000,0.10,514.1,455.7,455.7,455.7,455.7,455.7,455.7,1378,44,51,1,-1
far,8,2,11,3.534,8.57,8,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,30,2,0,16,-4
far,8,3,11,3.522,8.60,8,0.0000,0.0000,0.07,499.5,455.7,455.7,455.7,455.7,455.7,455.7,1007,40,25,-5,3
far,8,4,11,3.511,8.62,8,0.0000,0.0000,0.10,508.2,455.7,455.7,455.7,455.7,455.7,455.7,1187,17,49,-3,-1
far,8,5,11,3.500,8.65,8,0.0000,0.0000,0.14,531.6,455.7,455.7,455.7,455.7,455.7,455.7,1554,19,54,0,0
far,8,6,11,3.489,8.68,10,0.0000,0.0000,0.12,549.1,455.7,455.7,455.7,455.7,455.7,455.7,1820,26,56,-1,-1
far,8,7,11,3.478,8.70,8,0.0000,0.0000,0.15,531.6,455.7,455.7,455.7,455.7,455.7,455.7,1410,83,63,-4,0
far,8,8,11,3.467,8.73,8,0.0000,0.0000,0.04,461.5,455.7,455.7,455.7,455.7,455.7,455.7,180,7,17,0,0
far,8,9,11,3.457,8.76,8,0.0000,0.0000,0.13,508.2,455.7,455.7,455.7,455.7,455.7,455.7,1229,58,66,0,0
far,8,10,11,3.446,8.78,8,0.0000,0.0000,0.09,496.6,455.7,455.7,455.7,455.7,455.7,455.7,980,25,38,0,0
far,8,11,11,3.435,8.81,8,0.0000,0.0000,0.08,496.6,455.7,455.7,455.7,455.7,455.7,455.7,844,30,41,0,0
far,8,12,11,3.425,8.84,8,0.0000,0.0000,0.08,479.0,455.7,455.7,455.7,455.7,455.7,455.7,705,17,38,0,0
far,8,13,11,3.414,8.86,8,0.0000,0.0000,0.09,482.0,455.7,455.7,455.7,455.7,455.7,455.7,714,29,36,-4,0
far,8,14,11,3.404,8.89,8,0.0000,0.0000,0.15,531.6,518.1,455.7,455.7,464.4,455.7,455.7,755,80,81,-5,0
far,8,15,11,3.361,8.92,8,0.0000,0.1450,4.67,3479.0,2434.5,1694.2,1694.2,1756.6,2936.4,3130.4,50424,4955,27462,-3,0
far,8,0,12,2.724,11.08,10,0.0000,0.0000,0.13,534.5,455.7,455.7,455.7,455.7,455.7,455.7,1576,56,51,0,0
far,8,1,12,2.718,11.11,12,0.0000,0.0000,0.10,496.6,455.7,455.7,455.7,455.7,455.7,455.7,836,21,36,-8,4
far,8,2,12,2.711,11.13,12,0.0000,0.0000,0.07,484.9,455.7,455.7,455.7,455.7,455.7,455.7,585,24,29,1,-1
far,8,3,12,2.704,11.16,10,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,36,0,3,16,-4
far,8,4,12,2.698,11.19,0,0.0000,0.0000,0.00,455.7,455.7,455.7,455.7,455.7,455.7,455.7,0,0,0,0,0
far,8,5,12,2.691,11.21,12,0.0000,0.0000,0.03,473.2,455.7,455.7,455.7,455.7,455.7,455.7,349,6,7,8,-4
far,8,6,12,2.685,11.24,12,0.0000,0.0000,0.05,458.6,455.7,455.7,455.7,455.7,455.7,455.7,171,24,14,8,-12
far,8,7,12,2.678,11.27,10,0.0000,0.0000,0.05,490.7,455.7,455.7,455.7,455.7,455.7,455.7,737,34,9,0,0
far,8,8,12,2.672,11.29,12,0.0000,0.0000,0.08,479.0,455.7,455.7,455.7,455.7,455.7,455.7,559,36,27,-4,0
far,8,9,12,2.666,11.32,10,0.0000,0.0000,0.07,502.4,455.7,455.7,455.7,455.7,455.7,455.7,1026,35,23,0,0
far,8,10,12,2.659,11.35,12,0.0000,0.0000,0.07,467.4,455.7,455.7,455.7,455.7,455.7,455.7,386,37,28,4,0
far,8,11,12,2.653,11.37,12,0.0000,0.0000,0.05,470.3,455.7,455.7,455.7,455.7,455.7,455.7,384,33,22,4,-4
far,8,12,12,2.647,11.40,12,0.0000,0.0000,0.07,493.6,455.7,455.7,455.7,455.7,455.7,455.7,855,23,35,4,0
far,8,13,12,2.640,11.43,10,0.0000,0.0000,0.09,476.1,455.7,455.7,455.7,455.7,455.7,455.7,655,27,37,-3,-1
far,8,14,12,2.634,11.45,12,0.0000,0.0000,0.08,484.9,455.7,455.7,455.7,455.7,455.7,455.7,655,21,31,0,0
far,8,15,12,2.628,11.48,10,0.0000,0.1797,0.06,496.6,458.6,458.6,458.6,458.6,473.2,473.2,928,81,422,-13,-9
far,8,0,13,2.209,13.64,14,0.0000,0.0000,0.05,455.7,455.7,455.7,455.7,455.7,455.7,455.7,84,6,18,-4,0
far,8,1,13,2.204,13.67,12,0.0000,0.0000,0.01,455.7,455.7,455.7,455.7,455.7,455.7,455.7,47,5,7,16,-8
far,8,2,13,2.200,13.70,14,0.0000,0.0000,0.06,458.6,455.7,455.7,455.7,455.7,455.7,455.7,194,30,26,0,0
