arm,run,scenario,phase,id,detail_mode,bytes,wire_bytes,encode_ms,raw_fnv
regional_fallback,2,opposing_source_motion,measured,112,independent,105920,108595,6.61024,9a40b907fe014bf8
regional_fallback,2,opposing_source_motion,measured,113,regional-v2,93742,96417,9.90195,5310cff95a1ba6b0
regional_fallback,2,opposing_source_motion,measured,114,regional-v2,90955,93630,11.19872,b0f74ef7eaa496e3
regional_fallback,2,opposing_source_motion,measured,115,independent,105178,107853,11.69531,7edb23c91470d08d
regional_fallback,2,opposing_source_motion,measured,116,global-v1,87688,90363,8.02777,f434cf8f782297eb
regional_fallback,2,opposing_source_motion,measured,117,regional-v2,90974,93649,8.96459,ee71fb6411e8bcba
regional_fallback,2,opposing_source_motion,measured,118,regional-v2,82885,85560,9.56416,1b566ab8e9a740ef
regional_fallback,2,opposing_source_motion,measured,119,regional-v2,89134,91809,9.12271,b1a6f8333481ad4a
regional_fallback,2,opposing_source_motion,measured,120,independent,107509,110184,7.17938,9e4fb7c218b22221
regional_fallback,2,opposing_source_motion,measured,121,regional-v2,82505,85180,9.05909,e262794690d637f7
regional_fallback,2,opposing_source_motion,measured,122,regional-v2,85876,88551,9.04304,44899969c1ba8c85
regional_fallback,2,opposing_source_motion,measured,123,regional-v2,85765,88440,9.01532,9a63ad4415d75d91
regional_fallback,2,opposing_source_motion,measured,124,regional-v2,85181,87856,9.68644,331e6f37fd61a64e
regional_fallback,2,opposing_source_motion,measured,125,regional-v2,81750,84425,9.13978,0b7257ed2bf0a600
regional_fallback,2,opposing_source_motion,measured,126,regional-v2,84831,87506,9.54224,8d3c248a31384b0b
regional_fallback,2,opposing_source_motion,measured,127,regional-v2,84947,87622,9.16564,e1237500ecff0a97
regional_fallback,2,opposing_source_motion,measured,128,independent,108037,110712,6.82644,6f8bf78fa41def42
regional_fallback,2,opposing_source_motion,measured,129,global-v1,97161,99836,8.37152,4c97bb1969c64238
regional_fallback,2,continuous_pan_source,measured,106,global-v1,66121,68796,7.72325,cb4936b83fc54820
regional_fallback,2,continuous_pan_source,measured,107,global-v1,66107,68782,7.70083,bbdf2f71a384be64
regional_fallback,2,continuous_pan_source,measured,108,global-v1,66344,69019,7.85464,b518c6fec7367c52
regional_fallback,2,continuous_pan_source,measured,109,global-v1,66157,68832,7.74287,ed0cedb14d52229b
regional_fallback,2,continuous_pan_source,measured,110,global-v1,66333,69008,7.71515,91631cae452a6392
regional_fallback,2,continuous_pan_source,measured,111,global-v1,66602,69277,7.82323,bd77593c5cc518e1
regional_fallback,2,continuous_pan_source,measured,112,independent,108088,110763,7.30123,83092df7ffed8818
regional_fallback,2,continuous_pan_source,measured,113,global-v1,66571,69246,7.97846,f742cf7e2e870c52
regional_fallback,2,continuous_pan_source,measured,114,global-v1,66612,69287,7.88779,3a211f651c2c6fe9
regional_fallback,2,continuous_pan_source,measured,115,global-v1,66647,69322,7.77649,c00fcdc050f3c73d
regional_fallback,2,continuous_pan_source,measured,116,global-v1,66330,69005,8.37352,b770bd20e5730045
regional_fallback,2,continuous_pan_source,measured,117,global-v1,65901,68576,7.88587,5103c37306df0ec6
regional_fallback,2,continuous_pan_source,measured,118,global-v1,66181,68856,8.29891,87abc823a6071aa3
regional_fallback,2,continuous_pan_source,measured,119,global-v1,65866,68541,9.78647,18b3c37933e0e666
regional_fallback,2,continuous_pan_source,measured,120,independent,106463,109138,8.05070,9699386f4ccbbce4
regional_fallback,2,continuous_pan_source,measured,121,global-v1,65746,68421,8.96042,0f2b2763b4a6c70c
regional_fallback,2,continuous_pan_source,measured,122,global-v1,65976,68651,8.64468,cc72a0676ed89484
regional_fallback,2,continuous_pan_source,measured,123,global-v1,65821,68496,8.50779,08b6cd853f8f0ef6
regional_fallback,2,continuous_pan_source,measured,124,global-v1,65877,68552,9.21688,1d9f2613e564bd13
regional_fallback,2,continuous_pan_source,measured,125,global-v1,65519,68194,9.52674,1945d4166d577fbd
regional_fallback,2,continuous_pan_source,measured,126,global-v1,65631,68306,8.33780,b68dab58bf1b0332
regional_fallback,2,continuous_pan_source,measured,127,global-v1,65452,68127,8.44944,fd87d0e38b28bf3c
regional_fallback,2,continuous_pan_source,measured,128,independent,105409,108084,7.33386,65aaf509e73b0723
regional_fallback,2,continuous_pan_source,measured,129,global-v1,65786,68461,9.34285,e6054ffa45837d2c
regional_fallback,2,photo_scene_cut,measured,106,independent,137549,140224,11.31377,9907604201420eb8
regional_fallback,2,photo_scene_cut,measured,107,global-v1,116704,119379,8.76076,bb2841026995dce4
regional_fallback,2,photo_scene_cut,measured,108,global-v1,116402,119077,9.27033,4b25f0c55c95baf5
regional_fallback,2,photo_scene_cut,measured,109,global-v1,115879,118554,9.06480,501e12b5db1beccb
regional_fallback,2,photo_scene_cut,measured,110,global-v1,115580,118255,8.81519,510ef6d472eb75e6
regional_fallback,2,photo_scene_cut,measured,111,global-v1,115322,117997,9.96340,3638496c1e09f35c
regional_fallback,2,photo_scene_cut,measured,112,independent,135630,138305,8.03048,998ad3ac0acfe1e3
regional_fallback,2,photo_scene_cut,measured,113,global-v1,114884,117559,8.96091,a166e15f4f15cd60
regional_fallback,2,photo_scene_cut,measured,114,global-v1,114237,116912,9.28850,76c532524c302baa
regional_fallback,2,photo_scene_cut,measured,115,global-v1,114031,116706,9.20059,cfdf2aa11e21078a
regional_fallback,2,photo_scene_cut,measured,116,global-v1,113682,116357,8.73713,6ee2fcad6eca2c8b
regional_fallback,2,photo_scene_cut,measured,117,global-v1,113646,116321,9.26951,2fea8c576d326550
regional_fallback,2,photo_scene_cut,measured,118,global-v1,113422,116097,9.43003,03c24d36355ce265
regional_fallback,2,photo_scene_cut,measured,119,global-v1,112956,115631,9.58564,30a4b62803c6770b
regional_fallback,2,photo_scene_cut,measured,120,independent,133774,136449,7.26402,d9b0d4392f82b3fe
regional_fallback,2,photo_scene_cut,measured,121,global-v1,112535,115210,8.87878,cb3d3fbec0e02244
regional_fallback,2,photo_scene_cut,measured,122,global-v1,112712,115387,8.29807,546a6806559d0905
regional_fallback,2,photo_scene_cut,measured,123,global-v1,112310,114985,8.42291,4c3d57cfb87b8dd7
regional_fallback,2,photo_scene_cut,measured,124,global-v1,112097,114772,8.73009,4568d429357d1fd9
regional_fallback,2,photo_scene_cut,measured,125,global-v1,112346,115021,8.33444,1a64ced8f4164ff1
regional_fallback,2,photo_scene_cut,measured,126,global-v1,111736,114411,8.47562,6ae4d3344ed2bb22
regional_fallback,2,photo_scene_cut,measured,127,global-v1,111873,114548,8.36117,fbbd5d4d229fbbb2
regional_fallback,2,photo_scene_cut,measured,128,independent,132442,135117,6.98476,8f171ea4316d0d31
regional_fallback,2,photo_scene_cut,measured,129,global-v1,111232,113907,8.26895,b3ca5aabafca62c3
regional_fallback,2,opposing_no_ack,measured,106,independent,106799,109474,7.28071,ff395193d88bc8c9
regional_fallback,2,opposing_no_ack,measured,107,independent,106779,109454,7.19745,4f52882856be3545
regional_fallback,2,opposing_no_ack,measured,108,independent,106015,108690,7.36988,8309a486743f0a90
regional_fallback,2,opposing_no_ack,measured,109,independent,106615,109290,7.06496,149c45cd25e7b10a
regional_fallback,2,opposing_no_ack,measured,110,independent,106591,109266,7.39494,16e1934bca8f3cb8
regional_fallback,2,opposing_no_ack,measured,111,independent,105973,108648,7.06926,66b84d6b8554f57e
regional_fallback,2,opposing_no_ack,measured,112,independent,105920,108595,6.62787,9a40b907fe014bf8
regional_fallback,2,opposing_no_ack,measured,113,independent,105691,108366,7.66043,5310cff95a1ba6b0
regional_fallback,2,opposing_no_ack,measured,114,independent,105299,107974,7.20634,b0f74ef7eaa496e3
regional_fallback,2,opposing_no_ack,measured,115,independent,105178,107853,7.02535,7edb23c91470d08d
regional_fallback,2,opposing_no_ack,measured,116,independent,103836,106511,7.05981,f434cf8f782297eb
regional_fallback,2,opposing_no_ack,measured,117,independent,106302,108977,6.90288,ee71fb6411e8bcba
regional_fallback,2,opposing_no_ack,measured,118,independent,106906,109581,7.03011,1b566ab8e9a740ef
regional_fallback,2,opposing_no_ack,measured,119,independent,106966,109641,7.01959,b1a6f8333481ad4a
regional_fallback,2,opposing_no_ack,measured,120,independent,107509,110184,6.90981,9e4fb7c218b22221
regional_fallback,2,opposing_no_ack,measured,121,independent,107707,110382,6.85729,e262794690d637f7
regional_fallback,2,opposing_no_ack,measured,122,independent,107785,110460,6.66573,44899969c1ba8c85
regional_fallback,2,opposing_no_ack,measured,123,independent,107929,110604,6.77085,9a63ad4415d75d91
regional_fallback,2,opposing_no_ack,measured,124,independent,107450,110125,7.08241,331e6f37fd61a64e
regional_fallback,2,opposing_no_ack,measured,125,independent,107890,110565,7.01289,0b7257ed2bf0a600
regional_fallback,2,opposing_no_ack,measured,126,independent,107981,110656,7.18313,8d3c248a31384b0b
regional_fallback,2,opposing_no_ack,measured,127,independent,108314,110989,6.96785,e1237500ecff0a97
regional_fallback,2,opposing_no_ack,measured,128,independent,108037,110712,6.75515,6f8bf78fa41def42
regional_fallback,2,opposing_no_ack,measured,129,independent,108125,110800,7.01215,4c97bb1969c64238
