round,position,mode,elapsed_ms
154,1,uncached,0.837396
154,2,cached,0.778125
155,0,cached,0.793854
155,1,baseline,0.500677
155,2,uncached,0.793803
156,0,baseline,0.513073
156,1,uncached,0.812343
156,2,cached,0.787969
157,0,uncached,0.808072
157,1,baseline,0.494531
157,2,cached,0.792187
158,0,uncached,0.809323
158,1,baseline,0.502292
158,2,cached,0.785677
159,0,uncached,0.814427
159,1,cached,0.787396
159,2,baseline,0.523646
160,0,cached,0.789739
160,1,baseline,0.479479
160,2,uncached,0.778125
161,0,uncached,0.793646
161,1,cached,0.762395
161,2,baseline,0.479896
162,0,uncached,0.795416
162,1,cached,0.790365
162,2,baseline,0.471458
163,0,cached,0.780261
163,1,uncached,0.785989
163,2,baseline,0.495573
164,0,baseline,0.512864
164,1,uncached,0.786302
164,2,cached,0.760937
165,0,baseline,0.490729
165,1,cached,0.770156
165,2,uncached,0.787865
166,0,cached,0.774791
166,1,uncached,0.785209
166,2,baseline,0.469636
167,0,uncached,0.77526
167,1,baseline,0.483906
167,2,cached,0.771041
168,0,baseline,0.484687
168,1,cached,0.820885
168,2,uncached,0.803698
169,0,uncached,0.791615
169,1,baseline,0.477708
169,2,cached,0.763125
170,0,uncached,0.780313
170,1,baseline,0.485
170,2,cached,0.777448
171,0,cached,0.760625
171,1,baseline,0.479896
171,2,uncached,0.7925
172,0,cached,0.761407
172,1,uncached,0.783802
172,2,baseline,0.490313
173,0,cached,0.825
173,1,uncached,0.809532
173,2,baseline,0.481354
174,0,baseline,0.479896
174,1,cached,0.772344
174,2,uncached,0.789843
175,0,uncached,0.788594
175,1,baseline,0.480104
175,2,cached,0.818855
