round,position,mode,elapsed_ms
16,0,uncached,0.805521
16,1,cached,0.761146
16,2,baseline,0.472709
17,0,uncached,0.78026
17,1,baseline,0.484271
17,2,cached,0.770469
18,0,cached,0.766094
18,1,uncached,0.782813
18,2,baseline,0.483541
19,0,uncached,0.782864
19,1,cached,0.768959
19,2,baseline,0.488073
20,0,baseline,0.486302
20,1,cached,0.804895
20,2,uncached,0.811719
21,0,uncached,0.81151
21,1,baseline,0.485417
21,2,cached,0.760625
22,0,cached,0.76375
22,1,baseline,0.509375
22,2,uncached,0.820156
23,0,cached,0.770521
23,1,baseline,0.504479
23,2,uncached,0.794531
24,0,uncached,0.785156
24,1,baseline,0.491355
24,2,cached,0.790938
25,0,cached,0.795469
25,1,baseline,0.489375
25,2,uncached,0.796927
26,0,uncached,0.798229
26,1,baseline,0.505573
26,2,cached,0.872344
27,0,cached,0.781719
27,1,uncached,0.790469
27,2,baseline,0.508854
28,0,uncached,0.788959
28,1,baseline,0.48802
28,2,cached,0.826719
29,0,baseline,0.51151
29,1,cached,0.777605
29,2,uncached,0.79375
30,0,baseline,0.499427
30,1,cached,0.789375
30,2,uncached,0.810312
31,0,cached,0.792813
31,1,uncached,0.808906
31,2,baseline,0.491302
32,0,uncached,0.799062
32,1,baseline,0.514948
32,2,cached,0.795468
33,0,baseline,0.488385
33,1,uncached,0.809063
33,2,cached,0.79125
34,0,uncached,0.81276
34,1,baseline,0.500052
34,2,cached,0.760937
35,0,uncached,0.790052
35,1,baseline,0.475156
35,2,cached,0.772031
36,0,baseline,0.499271
36,1,cached,0.769218
36,2,uncached,0.835937
37,0,uncached,0.788125
37,1,baseline,0.479323
37,2,cached,0.783593
38,0,uncached,0.789115
38,1,cached,0.763646
38,2,baseline,0.480937
39,0,cached,0.778177
39,1,uncached,0.7775
39,2,baseline,0.480625
40,0,cached,0.775833
40,1,baseline,0.496719
40,2,uncached,0.817812
41,0,uncached,0.813282
41,1,cached,0.788594
41,2,baseline,0.479583
42,0,baseline,0.487761
42,1,cached,0.776041
42,2,uncached,0.776667
43,0,uncached,0.80474
43,1,baseline,0.484688
43,2,cached,0.775156
44,0,uncached,0.790208
44,1,baseline,0.480521
44,2,cached,0.784271
45,0,baseline,0.522136
45,1,uncached,0.81625
45,2,cached,0.757396
46,0,baseline,0.500156
46,1,uncached,0.797709
46,2,cached,0.772396
47,0,cached,0.781927
47,1,uncached,0.857968
47,2,baseline,0.495677
48,0,cached,0.769895
48,1,uncached,0.78974
48,2,baseline,0.480834
49,0,uncached,0.799687
49,1,baseline,0.504688
49,2,cached,0.793594
50,0,cached,0.770208
50,1,baseline,0.485677
50,2,uncached,0.816042
51,0,baseline,0.481667
51,1,cached,0.796406
51,2,uncached,0.791563
52,0,cached,0.771614
52,1,baseline,0.482136
52,2,uncached,0.792604
53,0,uncached,0.813958
53,1,baseline,0.470469
53,2,cached,0.81125
54,0,uncached,0.813594
54,1,cached,0.757552
54,2,baseline,0.476354
55,0,cached,0.796042
55,1,uncached,0.790416
55,2,baseline,0.480625
56,0,baseline,0.4875
56,1,uncached,0.796198
56,2,cached,0.772969
57,0,baseline,0.467917
57,1,cached,0.777292
57,2,uncached,0.800052
58,0,uncached,0.809062
58,1,baseline,0.504948
58,2,cached,0.775938
59,0,uncached,0.810677
59,1,baseline,0.480052
59,2,cached,0.773854
60,0,cached,0.764792
60,1,baseline,0.477084
60,2,uncached,0.792917
61,0,baseline,0.486979
61,1,uncached,0.785468
61,2,cached,0.769687
62,0,baseline,0.496719
62,1,cached,0.780052
62,2,uncached,0.815417
63,0,uncached,0.79526
63,1,baseline,0.48
63,2,cached,0.793229
64,0,uncached,0.79724
64,1,baseline,0.494844
64,2,cached,0.76151
65,0,uncached,0.786979
65,1,cached,0.780209
65,2,baseline,0.479896
66,0,baseline,0.481146
66,1,uncached,0.805416
66,2,cached,0.801458
67,0,uncached,0.791666
67,1,cached,0.75776
67,2,baseline,0.479427
68,0,baseline,0.505417
68,1,uncached,0.783385
68,2,cached,0.822448
69,0,uncached,0.784375
69,1,cached,0.788802
69,2,baseline,0.481406
70,0,uncached,0.788177
70,1,baseline,0.500364
70,2,cached,0.816146
71,0,baseline,0.472708
71,1,uncached,0.801094
71,2,cached,0.759166
72,0,cached,0.778437
72,1,baseline,0.50151
72,2,uncached,0.809895
73,0,uncached,0.800469
73,1,cached,0.793333
73,2,baseline,0.488854
74,0,baseline,0.490208
74,1,uncached,0.803438
74,2,cached,0.823698
75,0,cached,0.764636
75,1,uncached,0.793854
75,2,baseline,0.47427
76,0,baseline,0.473229
76,1,uncached,0.781771
76,2,cached,0.788906
77,0,uncached,0.792864
77,1,cached,0.770677
77,2,baseline,0.469687
78,0,uncached,0.791771
78,1,cached,0.777604
78,2,baseline,0.470521
79,0,cached,0.808542
79,1,baseline,0.489271
79,2,uncached,0.780209
80,0,baseline,0.503802
80,1,cached,0.775105
80,2,uncached,0.77625
81,0,cached,0.764427
81,1,uncached,0.775208
81,2,baseline,0.481928
82,0,uncached,0.795469
82,1,cached,0.771094
82,2,baseline,0.492344
83,0,uncached,0.791458
83,1,cached,0.769791
83,2,baseline,0.484948
84,0,cached,0.770312
84,1,baseline,0.48
84,2,uncached,0.796875
85,0,uncached,0.784479
85,1,baseline,0.469844
85,2,cached,0.777761
86,0,baseline,0.485469
86,1,uncached,0.799323
86,2,cached,0.775104
87,0,baseline,0.488594
87,1,cached,0.776771
87,2,uncached,0.813073
88,0,baseline,0.478125
88,1,uncached,0.794635
88,2,cached,0.773802
89,0,baseline,0.504688
89,1,uncached,0.78125
89,2,cached,0.757552
90,0,uncached,0.786458
90,1,cached,0.781406
90,2,baseline,0.49026
91,0,uncached,0.795521
91,1,cached,0.759375
91,2,baseline,0.479531
92,0,baseline,0.51901
92,1,cached,0.792083
92,2,uncached,0.776406
93,0,baseline,0.47375
93,1,uncached,0.788177
93,2,cached,0.789062
94,0,cached,0.765052
94,1,uncached,0.810416
94,2,baseline,0.484531
95,0,baseline,0.499271
95,1,uncached,0.809167
95,2,cached,0.779271
96,0,uncached,0.867032
96,1,baseline,0.517084
96,2,cached,0.776406
97,0,baseline,0.469219
97,1,uncached,0.779636
97,2,cached,0.758542
98,0,cached,0.768698
98,1,uncached,0.794427
98,2,baseline,0.511042
99,0,baseline,0.501823
99,1,uncached,0.81052
99,2,cached,0.780156
100,0,uncached,0.775885
100,1,baseline,0.510469
100,2,cached,0.761615
101,0,uncached,0.788802
101,1,baseline,0.480052
101,2,cached,0.790208
102,0,uncached,0.776146
102,1,baseline,0.480365
102,2,cached,0.758073
103,0,cached,0.778385
103,1,uncached,0.778698
103,2,baseline,0.480104
104,0,cached,0.767917
104,1,uncached,0.796927
104,2,baseline,0.531667
105,0,uncached,0.796042
105,1,cached,0.770833
105,2,baseline,0.478125
106,0,baseline,0.482448
106,1,uncached,0.788646
106,2,cached,0.761094
107,0,baseline,0.501146
107,1,uncached,0.790677
107,2,cached,0.774636
108,0,baseline,0.503125
108,1,uncached,0.787239
108,2,cached,0.789531
109,0,cached,0.807343
109,1,baseline,0.499531
109,2,uncached,0.791718
110,0,uncached,0.788958
110,1,cached,0.766875
110,2,baseline,0.474063
111,0,cached,0.774948
111,1,uncached,0.853438
111,2,baseline,0.508906
112,0,uncached,0.790104
112,1,baseline,0.499011
112,2,cached,0.757968
113,0,cached,0.761146
113,1,uncached,0.817813
113,2,baseline,0.486459
114,0,cached,0.769584
114,1,baseline,0.489427
114,2,uncached,0.809323
115,0,uncached,0.810261
115,1,baseline,0.506041
115,2,cached,0.777917
116,0,uncached,0.798386
116,1,cached,0.80125
116,2,baseline,0.498021
117,0,uncached,0.794583
117,1,cached,0.819063
117,2,baseline,0.484115
118,0,cached,0.769166
118,1,uncached,0.788021
118,2,baseline,0.480364
119,0,baseline,0.483229
119,1,uncached,0.794427
119,2,cached,0.760417
120,0,cached,0.789219
120,1,uncached,0.814479
120,2,baseline,0.469219
121,0,uncached,0.810469
121,1,cached,0.779011
121,2,baseline,0.505313
122,0,uncached,0.792344
122,1,baseline,0.469166
122,2,cached,0.771042
123,0,uncached,0.783542
123,1,baseline,0.47052
123,2,cached,0.773802
124,0,cached,0.764947
124,1,uncached,0.775729
124,2,baseline,0.471719
125,0,baseline,0.48927
125,1,cached,0.75849
125,2,uncached,0.811198
126,0,uncached,0.839947
126,1,baseline,0.471875
126,2,cached,0.773281
127,0,cached,0.772813
127,1,uncached,0.776614
127,2,baseline,0.471719
128,0,baseline,0.473021
128,1,cached,0.792396
128,2,uncached,0.778697
129,0,cached,0.79474
129,1,baseline,0.491823
129,2,uncached,0.795104
130,0,cached,0.789844
130,1,baseline,0.532396
130,2,uncached,0.809791
131,0,uncached,0.811718
131,1,cached,0.783906
131,2,baseline,0.504844
132,0,baseline,0.481198
132,1,uncached,0.800052
132,2,cached,0.845572
133,0,baseline,0.508959
133,1,cached,0.800417
133,2,uncached,0.792969
134,0,uncached,0.77901
134,1,cached,0.816355
134,2,baseline,0.483959
135,0,uncached,0.776823
135,1,cached,0.768646
135,2,baseline,0.482396
136,0,baseline,0.504271
136,1,uncached,0.77974
136,2,cached,0.773177
137,0,baseline,0.485677
137,1,cached,0.760833
137,2,uncached,0.812084
138,0,baseline,0.503854
138,1,cached,0.784375
138,2,uncached,0.851771
139,0,uncached,0.799323
139,1,baseline,0.481094
139,2,cached,0.771927
140,0,uncached,0.790781
140,1,baseline,0.487553
140,2,cached,0.776407
141,0,baseline,0.482969
141,1,cached,0.770104
141,2,uncached,0.810052
142,0,baseline,0.487916
142,1,cached,0.76151
142,2,uncached,0.8075
143,0,baseline,0.534219
143,1,cached,0.792448
143,2,uncached,0.810469
144,0,baseline,0.500209
144,1,uncached,0.781198
144,2,cached,0.775625
145,0,baseline,0.48974
145,1,cached,0.769323
145,2,uncached,0.788282
146,0,baseline,0.480312
146,1,uncached,0.791875
146,2,cached,0.778698
147,0,cached,0.783125
147,1,baseline,0.508282
147,2,uncached,0.797604
148,0,cached,0.769011
148,1,uncached,0.779115
148,2,baseline,0.482031
149,0,baseline,0.47927
149,1,uncached,0.796406
149,2,cached,0.775
150,0,baseline,0.480625
150,1,cached,0.760989
150,2,uncached,0.78125
151,0,uncached,0.807708
151,1,baseline,0.500886
151,2,cached,0.809167
152,0,cached,0.784531
152,1,uncached,0.797187
152,2,baseline,0.48052
153,0,cached,0.758697
153,1,uncached,0.776667
153,2,baseline,0.468542
154,0,baseline,0.493542
