round,position,mode,elapsed_ms
89,0,baseline,0.487188
89,1,uncached,0.588698
89,2,cached,0.541042
90,0,uncached,0.525781
90,1,cached,0.506771
90,2,baseline,0.502344
91,0,uncached,0.52375
91,1,cached,0.51099
91,2,baseline,0.478438
92,0,baseline,0.477447
92,1,cached,0.508281
92,2,uncached,0.546198
93,0,baseline,0.485677
93,1,uncached,0.527708
93,2,cached,0.531145
94,0,cached,0.514584
94,1,uncached,0.526041
94,2,baseline,0.500625
95,0,baseline,0.487136
95,1,uncached,0.531094
95,2,cached,0.509584
96,0,uncached,0.533907
96,1,baseline,0.498437
96,2,cached,0.507135
97,0,baseline,0.477917
97,1,uncached,0.538438
97,2,cached,0.507084
98,0,cached,0.506979
98,1,uncached,0.529479
98,2,baseline,0.479115
99,0,baseline,0.481875
99,1,uncached,0.535052
99,2,cached,0.53474
100,0,uncached,0.550937
100,1,baseline,0.501562
100,2,cached,0.593594
101,0,uncached,0.538281
101,1,baseline,0.480521
101,2,cached,0.508125
102,0,uncached,0.546354
102,1,baseline,0.479115
102,2,cached,0.50776
103,0,cached,0.506094
103,1,uncached,0.535365
103,2,baseline,0.47974
104,0,cached,0.507813
104,1,uncached,0.526407
104,2,baseline,0.482969
105,0,uncached,0.535781
105,1,cached,0.535052
105,2,baseline,0.490938
106,0,baseline,0.479479
106,1,uncached,0.548073
106,2,cached,0.50776
107,0,baseline,0.479062
107,1,uncached,0.528906
107,2,cached,0.508021
108,0,baseline,0.480885
108,1,uncached,0.531875
108,2,cached,0.507031
109,0,cached,0.507917
109,1,baseline,0.478594
109,2,uncached,0.529322
110,0,uncached,0.531927
110,1,cached,0.512083
110,2,baseline,0.513385
111,0,cached,0.532083
111,1,uncached,0.534948
111,2,baseline,0.477969
112,0,uncached,0.533073
112,1,baseline,0.466666
112,2,cached,0.511146
113,0,cached,0.5125
113,1,uncached,0.557292
113,2,baseline,0.475833
114,0,cached,0.509323
114,1,baseline,0.479843
114,2,uncached,0.533177
115,0,uncached,0.528386
115,1,baseline,0.480677
115,2,cached,0.506875
116,0,uncached,0.532031
116,1,cached,0.535364
116,2,baseline,0.505208
117,0,uncached,0.559948
117,1,cached,0.530677
117,2,baseline,0.481458
118,0,cached,0.509792
118,1,uncached,0.52552
118,2,baseline,0.478281
119,0,baseline,0.498906
119,1,uncached,0.528542
119,2,cached,0.531146
120,0,cached,0.510521
120,1,uncached,0.531406
120,2,baseline,0.485469
121,0,uncached,0.526667
121,1,cached,0.505521
121,2,baseline,0.478177
122,0,uncached,0.553854
122,1,baseline,0.510521
122,2,cached,0.524167
123,0,uncached,0.548281
123,1,baseline,0.499896
123,2,cached,0.526979
124,0,cached,0.533281
124,1,uncached,0.550157
124,2,baseline,0.497291
125,0,baseline,0.502084
125,1,cached,0.537812
125,2,uncached,0.551511
126,0,uncached,0.529322
126,1,baseline,0.479636
126,2,cached,0.517084
127,0,cached,0.51599
127,1,uncached,0.546042
127,2,baseline,0.493698
128,0,baseline,0.550989
128,1,cached,0.53599
128,2,uncached,0.530469
129,0,cached,0.506198
129,1,baseline,0.483229
129,2,uncached,0.521719
130,0,cached,0.538125
130,1,baseline,0.478906
130,2,uncached,0.532344
131,0,uncached,0.534062
131,1,cached,0.511667
131,2,baseline,0.48823
132,0,baseline,0.477604
132,1,uncached,0.529167
132,2,cached,0.518177
133,0,baseline,0.523021
133,1,cached,0.524375
133,2,uncached,0.547604
134,0,uncached,0.526094
134,1,cached,0.506875
134,2,baseline,0.478594
135,0,uncached,0.530989
135,1,cached,0.506406
135,2,baseline,0.497812
136,0,baseline,0.482761
136,1,uncached,0.551302
136,2,cached,0.527604
137,0,baseline,0.505886
137,1,cached,0.527448
137,2,uncached,0.548386
138,0,baseline,0.498438
138,1,cached,0.541146
138,2,uncached,0.549479
139,0,uncached,0.549167
139,1,baseline,0.497968
139,2,cached,0.531198
140,0,uncached,0.548542
140,1,baseline,0.506354
140,2,cached,0.529011
141,0,baseline,0.478541
141,1,cached,0.512188
141,2,uncached,0.52625
142,0,baseline,0.478593
142,1,cached,0.509323
142,2,uncached,0.525469
143,0,baseline,0.49948
143,1,cached,0.537708
143,2,uncached,0.550208
144,0,baseline,0.478333
144,1,uncached,0.532657
144,2,cached,0.530156
145,0,baseline,0.46625
145,1,cached,0.510677
145,2,uncached,0.529844
146,0,baseline,0.479531
146,1,uncached,0.548906
146,2,cached,0.529948
147,0,cached,0.507812
147,1,baseline,0.481198
147,2,uncached,0.52802
148,0,cached,0.51974
148,1,uncached,0.533542
148,2,baseline,0.50526
149,0,baseline,0.501146
149,1,uncached,0.550313
149,2,cached,0.509166
150,0,baseline,0.480364
150,1,cached,0.528073
150,2,uncached,0.547344
151,0,uncached,0.529531
151,1,baseline,0.480156
151,2,cached,0.509323
152,0,cached,0.506302
152,1,uncached,0.547552
152,2,baseline,0.510781
153,0,cached,0.507292
153,1,uncached,0.51625
153,2,baseline,0.478958
154,0,baseline,0.478021
154,1,uncached,0.568593
154,2,cached,0.535781
155,0,cached,0.509687
155,1,baseline,0.547969
155,2,uncached,0.537135
156,0,baseline,0.479063
156,1,uncached,0.548073
156,2,cached,0.509167
157,0,uncached,0.547031
157,1,baseline,0.467865
157,2,cached,0.506771
158,0,uncached,0.55
158,1,baseline,0.4775
158,2,cached,0.509011
159,0,uncached,0.528438
159,1,cached,0.510937
159,2,baseline,0.496302
160,0,cached,0.546771
160,1,baseline,0.497084
160,2,uncached,0.54974
161,0,uncached,0.549063
161,1,cached,0.530937
161,2,baseline,0.503438
162,0,uncached,0.548906
162,1,cached,0.534271
162,2,baseline,0.489323
163,0,cached,0.527917
163,1,uncached,0.548594
163,2,baseline,0.490052
164,0,baseline,0.494271
164,1,uncached,0.541146
164,2,cached,0.555157
165,0,baseline,0.49224
165,1,cached,0.515573
165,2,uncached,0.538229
166,0,cached,0.511615
166,1,uncached,0.532343
166,2,baseline,0.48526
167,0,uncached,0.531771
167,1,baseline,0.482187
167,2,cached,0.509218
168,0,baseline,0.481355
168,1,cached,0.511458
168,2,uncached,0.534843
169,0,uncached,0.532031
169,1,baseline,0.49052
169,2,cached,0.516771
170,0,uncached,0.535833
170,1,baseline,0.496302
170,2,cached,0.520573
171,0,cached,0.518073
171,1,baseline,0.483125
171,2,uncached,0.537656
172,0,cached,0.524844
172,1,uncached,0.5325
172,2,baseline,0.486042
173,0,cached,0.517343
173,1,uncached,0.531667
173,2,baseline,0.479583
174,0,baseline,0.478594
174,1,cached,0.51526
174,2,uncached,0.533125
175,0,uncached,0.527552
175,1,baseline,0.479844
175,2,cached,0.505625
