round,position,mode,elapsed_ms
16,0,uncached,0.78375
16,1,cached,0.771093
16,2,baseline,0.439062
17,0,uncached,0.784896
17,1,baseline,0.45927
17,2,cached,0.748802
18,0,cached,0.745469
18,1,uncached,0.763178
18,2,baseline,0.442344
19,0,uncached,0.77151
19,1,cached,0.738386
19,2,baseline,0.441718
20,0,baseline,0.457708
20,1,cached,0.799688
20,2,uncached,0.783438
21,0,uncached,0.771979
21,1,baseline,0.432239
21,2,cached,0.76474
22,0,cached,0.754115
22,1,baseline,0.455885
22,2,uncached,0.762136
23,0,cached,0.748907
23,1,baseline,0.439375
23,2,uncached,0.762396
24,0,uncached,0.754896
24,1,baseline,0.426979
24,2,cached,0.75
25,0,cached,0.765417
25,1,baseline,0.444167
25,2,uncached,0.762865
26,0,uncached,0.75349
26,1,baseline,0.445417
26,2,cached,0.733386
27,0,cached,0.763438
27,1,uncached,0.751458
27,2,baseline,0.424895
28,0,uncached,0.763281
28,1,baseline,0.577239
28,2,cached,0.751406
29,0,baseline,0.437604
29,1,cached,0.778698
29,2,uncached,0.772812
30,0,baseline,0.4375
30,1,cached,0.733698
30,2,uncached,0.767552
31,0,cached,0.733959
31,1,uncached,0.78849
31,2,baseline,0.458437
32,0,uncached,0.777917
32,1,baseline,0.455365
32,2,cached,0.763594
33,0,baseline,0.457448
33,1,uncached,0.792865
33,2,cached,0.78125
34,0,uncached,0.774583
34,1,baseline,0.447969
34,2,cached,0.765261
35,0,uncached,0.780677
35,1,baseline,0.456406
35,2,cached,0.763489
36,0,baseline,0.445157
36,1,cached,0.752395
36,2,uncached,0.770156
37,0,uncached,0.771666
37,1,baseline,0.440781
37,2,cached,0.797604
38,0,uncached,0.774792
38,1,cached,0.757032
38,2,baseline,0.446355
39,0,cached,0.760157
39,1,uncached,0.774687
39,2,baseline,0.45151
40,0,cached,0.756458
40,1,baseline,0.436614
40,2,uncached,0.77375
41,0,uncached,0.772916
41,1,cached,0.755105
41,2,baseline,0.463229
42,0,baseline,0.464532
42,1,cached,0.760834
42,2,uncached,0.774427
43,0,uncached,0.775052
43,1,baseline,0.448073
43,2,cached,0.762708
44,0,uncached,0.77375
44,1,baseline,0.447968
44,2,cached,0.751042
45,0,baseline,0.446563
45,1,uncached,0.762812
45,2,cached,0.743958
46,0,baseline,0.45151
46,1,uncached,0.780573
46,2,cached,0.749271
47,0,cached,0.747709
47,1,uncached,0.765365
47,2,baseline,0.444219
48,0,cached,0.736719
48,1,uncached,0.767396
48,2,baseline,0.441302
49,0,uncached,0.754271
49,1,baseline,0.439166
49,2,cached,0.834532
50,0,cached,0.754843
50,1,baseline,0.436979
50,2,uncached,0.777917
51,0,baseline,0.446354
51,1,cached,0.747187
51,2,uncached,0.76125
52,0,cached,0.746614
52,1,baseline,0.439687
52,2,uncached,0.764584
53,0,uncached,0.767708
53,1,baseline,0.429948
53,2,cached,0.74849
54,0,uncached,0.762865
54,1,cached,0.732083
54,2,baseline,0.429167
55,0,cached,0.743802
55,1,uncached,0.777969
55,2,baseline,0.436875
56,0,baseline,0.441303
56,1,uncached,0.769011
56,2,cached,0.74599
57,0,baseline,0.434271
57,1,cached,0.73349
57,2,uncached,0.774219
58,0,uncached,0.763333
58,1,baseline,0.446875
58,2,cached,0.741562
59,0,uncached,0.763021
59,1,baseline,0.437813
59,2,cached,0.747969
60,0,cached,0.76375
60,1,baseline,0.440417
60,2,uncached,0.764063
61,0,baseline,0.424688
61,1,uncached,0.768334
61,2,cached,0.761927
62,0,baseline,0.424427
62,1,cached,0.75823
62,2,uncached,0.761823
63,0,uncached,0.763906
63,1,baseline,0.440156
63,2,cached,0.750885
64,0,uncached,0.768333
64,1,baseline,0.478073
64,2,cached,0.767657
65,0,uncached,0.763282
65,1,cached,0.753698
65,2,baseline,0.436093
66,0,baseline,0.425156
66,1,uncached,0.771302
66,2,cached,0.764479
67,0,uncached,0.781979
67,1,cached,0.73375
67,2,baseline,0.450937
68,0,baseline,0.443281
68,1,uncached,0.772083
68,2,cached,0.749532
69,0,uncached,0.792812
69,1,cached,0.764636
69,2,baseline,0.437135
70,0,uncached,0.765782
70,1,baseline,0.439219
70,2,cached,0.745365
71,0,baseline,0.459843
71,1,uncached,0.752708
71,2,cached,0.764895
72,0,cached,0.742656
72,1,baseline,0.507031
72,2,uncached,0.779218
73,0,uncached,0.762813
73,1,cached,0.79823
73,2,baseline,0.4625
74,0,baseline,0.434792
74,1,uncached,0.762187
74,2,cached,0.743698
75,0,cached,0.768438
75,1,uncached,0.762239
75,2,baseline,0.458437
76,0,baseline,0.457969
76,1,uncached,0.774895
76,2,cached,0.764948
77,0,uncached,0.774844
77,1,cached,0.764219
77,2,baseline,0.458021
78,0,uncached,0.778646
78,1,cached,0.77151
78,2,baseline,0.459167
79,0,cached,0.765417
79,1,baseline,0.453125
79,2,uncached,0.762604
80,0,baseline,0.456562
80,1,cached,0.770312
80,2,uncached,0.769323
81,0,cached,0.746979
81,1,uncached,0.760938
81,2,baseline,0.476927
82,0,uncached,0.783803
82,1,cached,0.744271
82,2,baseline,0.454427
83,0,uncached,0.75599
83,1,cached,0.746667
83,2,baseline,0.435417
84,0,cached,0.743697
84,1,baseline,0.455156
84,2,uncached,0.779947
85,0,uncached,0.775521
85,1,baseline,0.470104
