round,position,mode,elapsed_ms
85,2,cached,0.771511
86,0,baseline,0.442031
86,1,uncached,0.808855
86,2,cached,0.745365
87,0,baseline,0.43724
87,1,cached,0.745
87,2,uncached,0.781823
88,0,baseline,0.435313
88,1,uncached,0.755729
88,2,cached,0.743958
89,0,baseline,0.434947
89,1,uncached,0.762604
89,2,cached,0.76401
90,0,uncached,0.750677
90,1,cached,0.765312
90,2,baseline,0.453698
91,0,uncached,0.78599
91,1,cached,0.757709
91,2,baseline,0.438802
92,0,baseline,0.438646
92,1,cached,0.743958
92,2,uncached,0.763282
93,0,baseline,0.435677
93,1,uncached,0.784844
93,2,cached,0.732709
94,0,cached,0.855208
94,1,uncached,0.775573
94,2,baseline,0.437917
95,0,baseline,0.464375
95,1,uncached,0.775781
95,2,cached,0.75427
96,0,uncached,0.768073
96,1,baseline,0.423073
96,2,cached,0.764219
97,0,baseline,0.437292
97,1,uncached,0.763541
97,2,cached,0.74427
98,0,cached,0.743646
98,1,uncached,0.763958
98,2,baseline,0.424844
99,0,baseline,0.434167
99,1,uncached,0.75823
99,2,cached,0.766979
100,0,uncached,0.781198
100,1,baseline,0.423906
100,2,cached,0.743281
101,0,uncached,0.765104
101,1,baseline,0.439791
101,2,cached,0.746355
102,0,uncached,0.762031
102,1,baseline,0.45625
102,2,cached,0.73974
103,0,cached,0.745469
103,1,uncached,0.768334
103,2,baseline,0.434843
104,0,cached,0.803958
104,1,uncached,0.758021
104,2,baseline,0.43724
105,0,uncached,0.771667
105,1,cached,0.735781
105,2,baseline,0.440469
106,0,baseline,0.439896
106,1,uncached,0.764271
106,2,cached,0.734895
107,0,baseline,0.461666
107,1,uncached,0.751667
107,2,cached,0.744791
108,0,baseline,0.428907
108,1,uncached,0.810625
108,2,cached,0.768125
109,0,cached,0.733385
109,1,baseline,0.425469
109,2,uncached,0.763178
110,0,uncached,0.763021
110,1,cached,0.757708
110,2,baseline,0.456406
111,0,cached,0.743438
111,1,uncached,0.782292
111,2,baseline,0.425156
112,0,uncached,0.772812
112,1,baseline,0.424427
112,2,cached,0.760208
113,0,cached,0.79
113,1,uncached,0.790677
113,2,baseline,0.454479
114,0,cached,0.764948
114,1,baseline,0.443959
114,2,uncached,0.763334
115,0,uncached,0.76698
115,1,baseline,0.438698
115,2,cached,0.746927
116,0,uncached,0.772812
116,1,cached,0.788229
116,2,baseline,0.451614
117,0,uncached,0.764115
117,1,cached,0.794844
117,2,baseline,0.437291
118,0,cached,0.743646
118,1,uncached,0.761146
118,2,baseline,0.435833
119,0,baseline,0.454219
119,1,uncached,0.762239
119,2,cached,0.745
120,0,cached,0.732187
120,1,uncached,0.783542
120,2,baseline,0.459375
121,0,uncached,0.783073
121,1,cached,0.764375
121,2,baseline,0.491458
122,0,uncached,0.786927
122,1,baseline,0.457083
122,2,cached,0.769896
123,0,uncached,0.763646
123,1,baseline,0.436146
123,2,cached,0.74375
124,0,cached,0.736146
124,1,uncached,0.781406
124,2,baseline,0.454167
125,0,baseline,0.432188
125,1,cached,0.732135
125,2,uncached,0.752969
126,0,uncached,0.815781
126,1,baseline,0.440104
126,2,cached,0.73776
127,0,cached,0.745209
127,1,uncached,0.77599
127,2,baseline,0.43625
128,0,baseline,0.438594
128,1,cached,0.744271
128,2,uncached,0.766667
129,0,cached,0.743698
129,1,baseline,0.454063
129,2,uncached,0.767917
130,0,cached,0.764167
130,1,baseline,0.444011
130,2,uncached,0.792761
131,0,uncached,0.771875
131,1,cached,0.743958
131,2,baseline,0.440938
132,0,baseline,0.434948
132,1,uncached,0.790938
132,2,cached,0.75401
133,0,baseline,0.425469
133,1,cached,0.744271
133,2,uncached,0.75151
134,0,uncached,0.769479
134,1,cached,0.747396
134,2,baseline,0.445989
135,0,uncached,0.793697
135,1,cached,0.778021
135,2,baseline,0.436667
136,0,baseline,0.455364
136,1,uncached,0.764115
136,2,cached,0.745417
137,0,baseline,0.457708
137,1,cached,0.747553
137,2,uncached,0.765156
138,0,baseline,0.430261
138,1,cached,0.745365
138,2,uncached,0.844531
139,0,uncached,0.771771
139,1,baseline,0.436562
139,2,cached,0.817136
140,0,uncached,0.785885
140,1,baseline,0.437864
140,2,cached,0.744792
141,0,baseline,0.435417
141,1,cached,0.734427
141,2,uncached,0.752761
142,0,baseline,0.428021
142,1,cached,0.732969
142,2,uncached,0.75026
143,0,baseline,0.435364
143,1,cached,0.763177
143,2,uncached,0.750625
144,0,baseline,0.507395
144,1,uncached,0.753386
144,2,cached,0.76302
145,0,baseline,0.445
145,1,cached,0.755677
145,2,uncached,0.761146
146,0,baseline,0.441093
146,1,uncached,0.782344
146,2,cached,0.732605
147,0,cached,0.743802
147,1,baseline,0.435521
147,2,uncached,0.761823
148,0,cached,0.748386
148,1,uncached,0.80875
148,2,baseline,0.459011
149,0,baseline,0.428073
149,1,uncached,0.78375
149,2,cached,0.744636
150,0,baseline,0.442968
150,1,cached,0.752031
150,2,uncached,0.771614
151,0,uncached,0.760156
151,1,baseline,0.443177
151,2,cached,0.744531
152,0,cached,0.744323
152,1,uncached,0.780313
152,2,baseline,0.424948
153,0,cached,0.780677
153,1,uncached,0.763958
153,2,baseline,0.437344
154,0,baseline,0.424219
154,1,uncached,0.762187
154,2,cached,0.753333
155,0,cached,0.745886
155,1,baseline,0.424271
155,2,uncached,0.789427
156,0,baseline,0.442187
156,1,uncached,0.762604
156,2,cached,0.745313
157,0,uncached,0.787135
157,1,baseline,0.446354
157,2,cached,0.747396
158,0,uncached,0.771042
158,1,baseline,0.424895
158,2,cached,0.764219
159,0,uncached,0.750781
159,1,cached,0.731875
159,2,baseline,0.436511
160,0,cached,0.744323
160,1,baseline,0.444115
160,2,uncached,0.767447
161,0,uncached,0.790729
161,1,cached,0.743333
161,2,baseline,0.437292
162,0,uncached,0.817344
162,1,cached,0.771562
162,2,baseline,0.452084
163,0,cached,0.764948
163,1,uncached,0.791875
163,2,baseline,0.467657
164,0,baseline,0.460209
164,1,uncached,0.751875
164,2,cached,0.753333
165,0,baseline,0.455469
165,1,cached,0.753125
165,2,uncached,0.776927
166,0,cached,0.783959
166,1,uncached,0.785157
166,2,baseline,0.464896
167,0,uncached,0.774583
167,1,baseline,0.451042
167,2,cached,0.762812
168,0,baseline,0.456562
168,1,cached,0.752969
168,2,uncached,0.780729
169,0,uncached,0.769218
169,1,baseline,0.436146
169,2,cached,0.762812
170,0,uncached,0.807239
170,1,baseline,0.437969
170,2,cached,0.745572
171,0,cached,0.744583
171,1,baseline,0.431459
171,2,uncached,0.765208
172,0,cached,0.749115
172,1,uncached,0.765417
172,2,baseline,0.435885
173,0,cached,0.730469
173,1,uncached,0.764948
173,2,baseline,0.436667
174,0,baseline,0.434479
174,1,cached,0.744323
174,2,uncached,0.794948
175,0,uncached,0.768021
175,1,baseline,0.424635
175,2,cached,0.732448
