round,position,mode,elapsed_ms
89,0,baseline,0.470833
89,1,uncached,0.769896
89,2,cached,0.811666
90,0,uncached,0.770365
90,1,cached,0.73323
90,2,baseline,0.451719
91,0,uncached,0.789427
91,1,cached,0.744896
91,2,baseline,0.45125
92,0,baseline,0.439271
92,1,cached,0.763906
92,2,uncached,0.781094
93,0,baseline,0.450937
93,1,uncached,0.764063
93,2,cached,0.764271
94,0,cached,0.743229
94,1,uncached,0.781094
94,2,baseline,0.452084
95,0,baseline,0.450781
95,1,uncached,0.77
95,2,cached,0.770677
96,0,uncached,0.762135
96,1,baseline,0.452291
96,2,cached,0.74724
97,0,baseline,0.458229
97,1,uncached,0.7575
97,2,cached,0.744583
98,0,cached,0.743177
98,1,uncached,0.78276
98,2,baseline,0.451302
99,0,baseline,0.467448
99,1,uncached,0.7825
99,2,cached,0.743959
100,0,uncached,0.820208
100,1,baseline,0.461406
100,2,cached,0.748229
101,0,uncached,0.762136
101,1,baseline,0.449115
101,2,cached,0.746979
102,0,uncached,0.761302
102,1,baseline,0.451667
102,2,cached,0.751354
103,0,cached,0.745156
103,1,uncached,0.795938
103,2,baseline,0.471042
104,0,cached,0.74651
104,1,uncached,0.790365
104,2,baseline,0.470885
105,0,uncached,0.771354
105,1,cached,0.751563
105,2,baseline,0.44
106,0,baseline,0.437447
106,1,uncached,0.762917
106,2,cached,0.743959
107,0,baseline,0.450468
107,1,uncached,0.772396
107,2,cached,0.743229
108,0,baseline,0.451719
108,1,uncached,0.757865
108,2,cached,0.765208
109,0,cached,0.745938
109,1,baseline,0.451875
109,2,uncached,0.791146
110,0,uncached,0.750625
110,1,cached,0.744219
110,2,baseline,0.440886
111,0,cached,0.74474
111,1,uncached,0.749687
111,2,baseline,0.470157
112,0,uncached,0.840312
112,1,baseline,0.480417
112,2,cached,0.771146
113,0,cached,0.795938
113,1,uncached,0.786823
113,2,baseline,0.47
114,0,cached,0.764323
114,1,baseline,0.470208
114,2,uncached,0.767552
115,0,uncached,0.761459
115,1,baseline,0.44
115,2,cached,0.750469
116,0,uncached,0.750416
116,1,cached,0.76349
116,2,baseline,0.449219
117,0,uncached,0.762291
117,1,cached,0.833698
117,2,baseline,0.45125
118,0,cached,0.749896
118,1,uncached,0.750156
118,2,baseline,0.451615
119,0,baseline,0.449011
119,1,uncached,0.763021
119,2,cached,0.73224
120,0,cached,0.749584
120,1,uncached,0.789531
120,2,baseline,0.4525
121,0,uncached,0.786823
