variant,run,case,frame_id,mode,reference_id,encode_ms,wire_bytes,detail_bytes,decoded_raw_bytes,decoded_raw_fnv1a64,wire_fnv1a64
baseline,BAAB1,scene_a_zero_ack_fallback,223,independent,0,3.5597,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB1,scene_a_zero_ack_fallback,224,independent,0,3.6008,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB1,scene_a_zero_ack_fallback,225,independent,0,3.5931,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB1,scene_a_zero_ack_fallback,226,independent,0,3.6284,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB1,scene_a_zero_ack_fallback,227,independent,0,3.6085,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB1,scene_a_zero_ack_fallback,228,independent,0,3.4371,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB1,scene_a_zero_ack_fallback,229,independent,0,3.4412,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,206,independent,0,4.2831,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,207,independent,0,3.8988,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,208,independent,0,4.2315,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,209,independent,0,3.9625,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,210,independent,0,4.0129,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,211,independent,0,3.9312,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,212,independent,0,4.1575,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,213,independent,0,4.0360,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,214,independent,0,3.9865,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
baseline,BAAB2,scene_a_zero_ack_fallback,215,independent,0,4.2647,111044,108369,722128,a58d19033e16e539,3404aa2f489d6c78
