seconds,budget_mbps,equivalent_capacity_mbps,lost_frames,queue_ms
50.600,384.999383,550,209,7.7778
50.700,384.999383,550,209,7.7778
50.800,384.999383,550,209,7.7778
50.900,384.999383,550,209,7.7778
51.000,604.997030,550,209,18.8887
51.100,604.997030,550,210,16.6665
51.200,604.997030,550,211,14.4444
51.300,604.997030,550,212,12.2222
51.400,604.997030,550,212,22.2220
51.500,384.998932,550,213,7.7778
51.600,384.998932,550,213,7.7778
51.700,384.998932,550,213,7.7778
51.800,384.998932,550,213,7.7778
51.900,384.998932,550,213,7.7778
52.000,604.996322,550,213,14.4444
52.100,604.996322,550,214,12.2222
52.200,604.996322,550,214,22.2220
52.300,604.996322,550,215,19.9998
52.400,604.996322,550,216,17.7776
52.500,384.998481,550,217,11.1111
52.600,384.998481,550,217,7.7778
52.700,384.998481,550,217,7.7778
52.800,384.998481,550,217,7.7778
52.900,384.998481,550,217,7.7778
53.000,384.998481,550,217,7.7778
53.100,604.995613,550,217,19.9993
53.200,604.995613,550,218,17.7773
53.300,604.995613,550,219,15.5552
53.400,604.995613,550,220,13.3332
53.500,604.995613,550,221,11.1103
53.600,384.999857,550,221,7.7778
53.700,384.999857,550,221,7.7778
53.800,384.999857,550,221,7.7778
53.900,384.999857,550,221,7.7778
54.000,384.999857,550,221,7.7778
54.100,604.997766,550,221,15.5555
54.200,604.997766,550,222,13.3333
54.300,604.997766,550,223,11.1109
54.400,604.997766,550,223,21.1109
54.500,604.997766,550,224,18.8887
54.600,384.999400,550,225,7.7778
54.700,384.999400,550,225,7.7778
54.800,384.999400,550,225,7.7778
54.900,384.999400,550,225,7.7778
55.000,384.999400,550,225,7.7778
55.100,384.999400,550,225,7.7778
55.200,604.997057,550,225,21.1109
55.300,604.997057,550,226,18.8887
55.400,604.997057,550,227,16.6665
55.500,604.997057,550,228,14.4444
55.600,604.997057,550,229,12.2222
55.700,384.998949,550,229,7.7778
55.800,384.998949,550,229,7.7778
55.900,384.998949,550,229,7.7778
56.000,384.998949,550,229,7.7778
56.100,384.998949,550,229,7.7778
56.200,604.996348,550,229,16.6665
56.300,604.996348,550,230,14.4444
56.400,604.996348,550,231,12.2222
56.500,604.996348,550,231,22.2220
56.600,604.996348,550,232,19.9998
56.700,384.998498,550,233,7.7778
56.800,384.998498,550,233,7.7778
56.900,384.998498,550,233,7.7778
57.000,384.998498,550,233,7.7778
57.100,384.998498,550,233,7.7778
57.200,604.995640,550,233,12.2221
57.300,604.995640,550,233,22.2214
57.400,604.995640,550,234,19.9993
57.500,604.995640,550,235,17.7773
57.600,604.995640,550,236,15.5552
57.700,604.995640,550,237,13.3332
57.800,384.999874,550,237,7.7778
57.900,384.999874,550,237,7.7778
58.000,384.999874,550,237,7.7778
58.100,384.999874,550,237,7.7778
58.200,384.999874,550,237,7.7778
58.300,604.997793,550,237,17.7776
58.400,604.997793,550,238,15.5555
58.500,604.997793,550,239,13.3333
58.600,604.997793,550,240,11.1109
58.700,604.997793,550,240,21.1109
58.800,384.999417,550,241,7.7778
58.900,384.999417,550,241,7.7778
59.000,384.999417,550,241,7.7778
59.100,384.999417,550,241,7.7778
59.200,384.999417,550,241,7.7778
59.300,604.997084,550,241,13.3333
59.400,604.997084,550,242,11.1109
59.500,604.997084,550,242,21.1109
59.600,604.997084,550,243,18.8887
59.700,604.997084,550,244,16.6665
59.800,604.997084,550,245,14.4444
59.900,384.998966,550,245,7.7778
60.000,384.998966,550,245,7.7778
60.100,384.998966,550,245,7.7778
60.200,384.998966,550,245,7.7778
60.300,384.998966,550,245,7.7778
60.400,604.996375,550,245,18.8887
60.500,604.996375,550,246,16.6665
60.600,604.996375,550,247,14.4444
60.700,604.996375,550,248,12.2222
60.800,604.996375,550,248,22.2220
60.900,384.998515,550,249,7.7778
61.000,384.998515,550,249,7.7778
61.100,384.998515,550,249,7.7778
61.200,384.998515,550,249,7.7778
61.300,384.998515,550,249,7.7778
61.400,604.995666,550,249,14.4442
61.500,604.995666,550,250,12.2221
61.600,604.995666,550,250,22.2214
61.700,604.995666,550,251,19.9993
61.800,604.995666,550,252,17.7773
61.900,384.999891,550,253,11.1109
62.000,384.999891,550,253,7.7778
62.100,384.999891,550,253,7.7778
62.200,384.999891,550,253,7.7778
62.300,384.999891,550,253,7.7778
62.400,384.999891,550,253,7.7778
62.500,604.997820,550,253,19.9998
62.600,604.997820,550,254,17.7776
62.700,604.997820,550,255,15.5555
62.800,604.997820,550,256,13.3333
62.900,604.997820,550,257,11.1109
63.000,384.999434,550,257,7.7778
63.100,384.999434,550,257,7.7778
63.200,384.999434,550,257,7.7778
63.300,384.999434,550,257,7.7778
63.400,384.999434,550,257,7.7778
63.500,604.997111,550,257,15.5555
63.600,604.997111,550,258,13.3333
63.700,604.997111,550,259,11.1109
63.800,604.997111,550,259,21.1109
63.900,604.997111,550,260,18.8887
64.000,384.998983,550,261,7.7778
64.100,384.998983,550,261,7.7778
64.200,384.998983,550,261,7.7778
64.300,384.998983,550,261,7.7778
64.400,384.998983,550,261,7.7778
64.500,384.998983,550,261,7.7778
64.600,604.996402,550,261,21.1109
64.700,604.996402,550,262,18.8887
64.800,604.996402,550,263,16.6665
64.900,604.996402,550,264,14.4444
65.000,604.996402,550,265,12.2222
65.100,384.998532,550,265,7.7778
65.200,384.998532,550,265,7.7778
65.300,384.998532,550,265,7.7778
65.400,384.998532,550,265,7.7778
65.500,384.998532,550,265,7.7778
65.600,604.995693,550,265,16.6662
65.700,604.995693,550,266,14.4442
65.800,604.995693,550,267,12.2221
65.900,604.995693,550,267,22.2214
66.000,604.995693,550,268,19.9993
66.100,384.999908,550,269,7.7778
66.200,384.999908,550,269,7.7778
66.300,384.999908,550,269,7.7778
66.400,384.999908,550,269,7.7778
66.500,384.999908,550,269,7.7778
66.600,604.997846,550,269,12.2222
66.700,604.997846,550,269,22.2220
66.800,604.997846,550,270,19.9998
66.900,604.997846,550,271,17.7776
67.000,604.997846,550,272,15.5555
67.100,604.997846,550,273,13.3333
67.200,384.999451,550,273,7.7778
67.300,384.999451,550,273,7.7778
67.400,384.999451,550,273,7.7778
67.500,384.999451,550,273,7.7778
67.600,384.999451,550,273,7.7778
67.700,604.997137,550,273,17.7776
67.800,604.997137,550,274,15.5555
67.900,604.997137,550,275,13.3333
68.000,604.997137,550,276,11.1109
68.100,604.997137,550,276,21.1109
68.200,384.999000,550,277,7.7778
68.300,384.999000,550,277,7.7778
68.400,384.999000,550,277,7.7778
68.500,384.999000,550,277,7.7778
68.600,384.999000,550,277,7.7778
68.700,604.996429,550,277,13.3333
68.800,604.996429,550,278,11.1109
68.900,604.996429,550,278,21.1109
69.000,604.996429,550,279,18.8887
69.100,604.996429,550,280,16.6665
69.200,604.996429,550,281,14.4444
69.300,384.998549,550,281,7.7778
69.400,384.998549,550,281,7.7778
69.500,384.998549,550,281,7.7778
69.600,384.998549,550,281,7.7778
69.700,384.998549,550,281,7.7778
69.800,604.995720,550,281,18.8883
69.900,604.995720,550,282,16.6662
70.000,604.995720,1000,283,6.7222
70.100,604.995720,1000,283,6.7222
70.200,604.995720,1000,283,6.7222
70.300,423.497004,1000,283,4.7055
70.400,423.497004,1000,283,4.7055
70.500,423.497004,1000,283,4.7055
70.600,423.497004,1000,283,4.7055
70.700,423.497004,1000,283,4.7055
70.800,693.222413,1000,283,7.7025
70.900,693.222413,1000,283,7.7025
71.000,693.222413,1000,283,7.7025
71.100,693.222413,1000,283,7.7025
71.200,693.222413,1000,283,7.7025
71.300,693.222413,1000,283,7.7025
71.400,693.222413,1000,283,7.7025
71.500,693.222413,1000,283,7.7025
71.600,693.222413,1000,283,7.7025
71.700,693.222413,1000,283,7.7025
71.800,693.222413,1000,283,7.7025
71.900,794.317389,1000,283,8.8258
72.000,794.317389,1000,283,8.8258
72.100,794.317389,1000,283,8.8258
72.200,794.317389,1000,283,8.8258
72.300,794.317389,1000,283,8.8258
