case,regions,run,variant,phase,frame,mode,body_version,wire_bytes,detail_bytes,encode_ms,raw_fnv64,oracle_match
dark-pan,global,0,baseline,measure-23,measure,global,2,89456,86781,8.83309,e83afd1ce36ce231,1
dark-pan,global,0,baseline,measure-24,measure,global,2,89456,86781,8.23150,e83afd1ce36ce231,1
dark-pan,global,1,candidate,control,anchor,row-v3,3,113209,110534,8.99640,034c0f430ec2a48c,1
dark-pan,global,1,candidate,control,no-ack,row-v3,3,112399,109724,8.51725,e83afd1ce36ce231,1
dark-pan,global,1,candidate,control,ack-pair,global,3,78531,75856,9.35368,e83afd1ce36ce231,1
dark-pan,global,1,candidate,control,forgot-ref,row-v3,3,112399,109724,7.85110,e83afd1ce36ce231,1
dark-pan,global,1,candidate,control,anchor-id8,row-v3,3,112399,109724,7.95885,e83afd1ce36ce231,1
dark-pan,global,1,candidate,control,post-reset,row-v3,3,112399,109724,7.87287,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-01,measure,global,3,78531,75856,8.55865,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-02,measure,global,3,78531,75856,8.65728,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-03,measure,global,3,78531,75856,8.99532,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-04,measure,global,3,78531,75856,8.86623,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-05,measure,global,3,78531,75856,8.65474,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-06,measure,global,3,78531,75856,8.49535,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-07,measure,global,3,78531,75856,8.65810,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-08,measure,global,3,78531,75856,8.55939,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-09,measure,global,3,78531,75856,8.84930,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-10,measure,global,3,78531,75856,8.96266,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-11,measure,global,3,78531,75856,8.68524,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-12,measure,global,3,78531,75856,8.72480,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-13,measure,global,3,78531,75856,8.61324,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-14,measure,global,3,78531,75856,8.94925,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-15,measure,global,3,78531,75856,8.91768,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-16,measure,global,3,78531,75856,8.96008,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-17,measure,global,3,78531,75856,8.99850,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-18,measure,global,3,78531,75856,8.51208,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-19,measure,global,3,78531,75856,8.63325,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-20,measure,global,3,78531,75856,8.68729,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-21,measure,global,3,78531,75856,8.66885,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-22,measure,global,3,78531,75856,8.59535,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-23,measure,global,3,78531,75856,8.65373,e83afd1ce36ce231,1
dark-pan,global,1,candidate,measure-24,measure,global,3,78531,75856,8.69740,e83afd1ce36ce231,1
dark-pan,global,2,candidate,control,anchor,row-v3,3,113209,110534,9.77705,034c0f430ec2a48c,1
dark-pan,global,2,candidate,control,no-ack,row-v3,3,112399,109724,8.59759,e83afd1ce36ce231,1
dark-pan,global,2,candidate,control,ack-pair,global,3,78531,75856,9.85716,e83afd1ce36ce231,1
dark-pan,global,2,candidate,control,forgot-ref,row-v3,3,112399,109724,8.68587,e83afd1ce36ce231,1
dark-pan,global,2,candidate,control,anchor-id8,row-v3,3,112399,109724,8.92746,e83afd1ce36ce231,1
dark-pan,global,2,candidate,control,post-reset,row-v3,3,112399,109724,8.71118,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-01,measure,global,3,78531,75856,9.51123,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-02,measure,global,3,78531,75856,10.25370,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-03,measure,global,3,78531,75856,9.75680,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-04,measure,global,3,78531,75856,9.67251,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-05,measure,global,3,78531,75856,9.85997,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-06,measure,global,3,78531,75856,9.72324,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-07,measure,global,3,78531,75856,9.66517,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-08,measure,global,3,78531,75856,10.42089,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-09,measure,global,3,78531,75856,9.78509,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-10,measure,global,3,78531,75856,9.86331,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-11,measure,global,3,78531,75856,10.64329,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-12,measure,global,3,78531,75856,10.11784,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-13,measure,global,3,78531,75856,10.25713,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-14,measure,global,3,78531,75856,10.94573,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-15,measure,global,3,78531,75856,10.50426,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-16,measure,global,3,78531,75856,10.65220,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-17,measure,global,3,78531,75856,9.57079,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-18,measure,global,3,78531,75856,10.17940,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-19,measure,global,3,78531,75856,9.73822,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-20,measure,global,3,78531,75856,10.18446,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-21,measure,global,3,78531,75856,9.64809,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-22,measure,global,3,78531,75856,9.62509,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-23,measure,global,3,78531,75856,9.50271,e83afd1ce36ce231,1
dark-pan,global,2,candidate,measure-24,measure,global,3,78531,75856,9.75169,e83afd1ce36ce231,1
dark-pan,global,3,baseline,control,anchor,independent,2,138065,135390,7.74191,034c0f430ec2a48c,1
dark-pan,global,3,baseline,control,no-ack,independent,2,136996,134321,7.18296,e83afd1ce36ce231,1
dark-pan,global,3,baseline,control,ack-pair,global,2,89456,86781,8.89995,e83afd1ce36ce231,1
dark-pan,global,3,baseline,control,forgot-ref,independent,2,136996,134321,6.90296,e83afd1ce36ce231,1
dark-pan,global,3,baseline,control,anchor-id8,independent,2,136996,134321,6.72172,e83afd1ce36ce231,1
dark-pan,global,3,baseline,control,post-reset,independent,2,136996,134321,6.43818,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-01,measure,global,2,89456,86781,8.64695,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-02,measure,global,2,89456,86781,8.07237,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-03,measure,global,2,89456,86781,8.00878,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-04,measure,global,2,89456,86781,8.19280,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-05,measure,global,2,89456,86781,8.09157,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-06,measure,global,2,89456,86781,8.19980,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-07,measure,global,2,89456,86781,8.22995,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-08,measure,global,2,89456,86781,8.09040,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-09,measure,global,2,89456,86781,8.06418,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-10,measure,global,2,89456,86781,7.99438,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-11,measure,global,2,89456,86781,8.51002,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-12,measure,global,2,89456,86781,8.63464,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-13,measure,global,2,89456,86781,7.98793,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-14,measure,global,2,89456,86781,8.25233,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-15,measure,global,2,89456,86781,8.93227,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-16,measure,global,2,89456,86781,8.63023,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-17,measure,global,2,89456,86781,8.01062,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-18,measure,global,2,89456,86781,8.21882,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-19,measure,global,2,89456,86781,8.08265,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-20,measure,global,2,89456,86781,8.75802,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-21,measure,global,2,89456,86781,8.05628,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-22,measure,global,2,89456,86781,7.98076,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-23,measure,global,2,89456,86781,8.30079,e83afd1ce36ce231,1
dark-pan,global,3,baseline,measure-24,measure,global,2,89456,86781,7.90560,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,control,anchor,independent,2,138065,135390,7.58207,034c0f430ec2a48c,1
dark-pan,regional,0,baseline,control,no-ack,independent,2,136996,134321,6.61539,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,control,ack-pair,global,2,89456,86781,8.03418,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,control,forgot-ref,independent,2,136996,134321,6.39623,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,control,anchor-id8,independent,2,136996,134321,6.51592,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,control,post-reset,independent,2,136996,134321,6.71203,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-01,measure,global,2,89456,86781,7.95529,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-02,measure,global,2,89456,86781,7.94300,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-03,measure,global,2,89456,86781,7.98892,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-04,measure,global,2,89456,86781,8.77973,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-05,measure,global,2,89456,86781,7.88372,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-06,measure,global,2,89456,86781,8.03691,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-07,measure,global,2,89456,86781,8.09839,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-08,measure,global,2,89456,86781,8.07293,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-09,measure,global,2,89456,86781,8.31034,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-10,measure,global,2,89456,86781,8.18348,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-11,measure,global,2,89456,86781,7.87253,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-12,measure,global,2,89456,86781,8.03539,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-13,measure,global,2,89456,86781,8.22292,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-14,measure,global,2,89456,86781,8.05029,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-15,measure,global,2,89456,86781,7.95713,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-16,measure,global,2,89456,86781,7.77301,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-17,measure,global,2,89456,86781,7.96560,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-18,measure,global,2,89456,86781,7.79012,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-19,measure,global,2,89456,86781,7.85668,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-20,measure,global,2,89456,86781,7.84805,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-21,measure,global,2,89456,86781,8.37084,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-22,measure,global,2,89456,86781,8.15348,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-23,measure,global,2,89456,86781,7.96316,e83afd1ce36ce231,1
dark-pan,regional,0,baseline,measure-24,measure,global,2,89456,86781,7.97941,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,control,anchor,row-v3,3,113209,110534,9.02815,034c0f430ec2a48c,1
dark-pan,regional,1,candidate,control,no-ack,row-v3,3,112399,109724,8.17699,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,control,ack-pair,global,3,78531,75856,9.49982,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,control,forgot-ref,row-v3,3,112399,109724,8.06420,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,control,anchor-id8,row-v3,3,112399,109724,8.00298,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,control,post-reset,row-v3,3,112399,109724,7.79936,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-01,measure,global,3,78531,75856,8.71459,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-02,measure,global,3,78531,75856,9.02014,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-03,measure,global,3,78531,75856,8.68118,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-04,measure,global,3,78531,75856,8.78232,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-05,measure,global,3,78531,75856,9.01013,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-06,measure,global,3,78531,75856,8.89855,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-07,measure,global,3,78531,75856,8.99456,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-08,measure,global,3,78531,75856,9.09455,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-09,measure,global,3,78531,75856,8.70451,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-10,measure,global,3,78531,75856,8.92267,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-11,measure,global,3,78531,75856,8.79580,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-12,measure,global,3,78531,75856,8.86510,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-13,measure,global,3,78531,75856,9.10081,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-14,measure,global,3,78531,75856,9.16505,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-15,measure,global,3,78531,75856,8.75595,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-16,measure,global,3,78531,75856,8.72734,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-17,measure,global,3,78531,75856,8.69991,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-18,measure,global,3,78531,75856,9.25358,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-19,measure,global,3,78531,75856,9.01619,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-20,measure,global,3,78531,75856,8.76738,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-21,measure,global,3,78531,75856,8.98021,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-22,measure,global,3,78531,75856,9.34357,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-23,measure,global,3,78531,75856,9.07435,e83afd1ce36ce231,1
dark-pan,regional,1,candidate,measure-24,measure,global,3,78531,75856,8.68952,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,control,anchor,row-v3,3,113209,110534,9.10693,034c0f430ec2a48c,1
dark-pan,regional,2,candidate,control,no-ack,row-v3,3,112399,109724,8.78133,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,control,ack-pair,global,3,78531,75856,9.41670,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,control,forgot-ref,row-v3,3,112399,109724,8.30501,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,control,anchor-id8,row-v3,3,112399,109724,8.11975,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,control,post-reset,row-v3,3,112399,109724,8.33285,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-01,measure,global,3,78531,75856,8.92774,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-02,measure,global,3,78531,75856,8.96699,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-03,measure,global,3,78531,75856,9.01794,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-04,measure,global,3,78531,75856,9.03388,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-05,measure,global,3,78531,75856,9.17423,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-06,measure,global,3,78531,75856,9.31821,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-07,measure,global,3,78531,75856,9.16506,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-08,measure,global,3,78531,75856,9.08108,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-09,measure,global,3,78531,75856,8.71237,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-10,measure,global,3,78531,75856,8.84155,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-11,measure,global,3,78531,75856,8.94759,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-12,measure,global,3,78531,75856,8.99884,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-13,measure,global,3,78531,75856,9.00153,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-14,measure,global,3,78531,75856,9.01753,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-15,measure,global,3,78531,75856,8.99376,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-16,measure,global,3,78531,75856,9.35304,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-17,measure,global,3,78531,75856,9.09553,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-18,measure,global,3,78531,75856,9.07514,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-19,measure,global,3,78531,75856,9.79243,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-20,measure,global,3,78531,75856,9.49407,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-21,measure,global,3,78531,75856,9.85275,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-22,measure,global,3,78531,75856,10.44819,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-23,measure,global,3,78531,75856,11.06457,e83afd1ce36ce231,1
dark-pan,regional,2,candidate,measure-24,measure,global,3,78531,75856,10.00199,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,control,anchor,independent,2,138065,135390,8.10761,034c0f430ec2a48c,1
dark-pan,regional,3,baseline,control,no-ack,independent,2,136996,134321,7.10024,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,control,ack-pair,global,2,89456,86781,8.63087,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,control,forgot-ref,independent,2,136996,134321,7.01068,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,control,anchor-id8,independent,2,136996,134321,7.39037,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,control,post-reset,independent,2,136996,134321,7.16967,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-01,measure,global,2,89456,86781,8.50234,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-02,measure,global,2,89456,86781,8.21489,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-03,measure,global,2,89456,86781,9.28844,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-04,measure,global,2,89456,86781,8.01042,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-05,measure,global,2,89456,86781,8.42068,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-06,measure,global,2,89456,86781,8.30577,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-07,measure,global,2,89456,86781,8.72378,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-08,measure,global,2,89456,86781,8.58712,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-09,measure,global,2,89456,86781,8.32071,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-10,measure,global,2,89456,86781,8.26404,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-11,measure,global,2,89456,86781,8.08515,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-12,measure,global,2,89456,86781,8.28251,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-13,measure,global,2,89456,86781,7.97019,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-14,measure,global,2,89456,86781,8.47155,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-15,measure,global,2,89456,86781,8.09776,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-16,measure,global,2,89456,86781,7.96723,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-17,measure,global,2,89456,86781,8.61208,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-18,measure,global,2,89456,86781,10.27008,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-19,measure,global,2,89456,86781,10.72160,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-20,measure,global,2,89456,86781,9.54827,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-21,measure,global,2,89456,86781,9.75274,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-22,measure,global,2,89456,86781,8.68735,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-23,measure,global,2,89456,86781,8.42791,e83afd1ce36ce231,1
dark-pan,regional,3,baseline,measure-24,measure,global,2,89456,86781,8.54636,e83afd1ce36ce231,1
scene-cut,global,0,baseline,control,anchor,independent,2,101724,99049,7.71746,743740e50850356b,1
scene-cut,global,0,baseline,control,no-ack,independent,2,138065,135390,7.15897,034c0f430ec2a48c,1
scene-cut,global,0,baseline,control,ack-pair,independent,2,138065,135390,9.57219,034c0f430ec2a48c,1
scene-cut,global,0,baseline,control,forgot-ref,independent,2,138065,135390,7.00443,034c0f430ec2a48c,1
scene-cut,global,0,baseline,control,anchor-id8,independent,2,138065,135390,7.27869,034c0f430ec2a48c,1
scene-cut,global,0,baseline,control,post-reset,independent,2,138065,135390,6.92436,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-01,measure,independent,2,138065,135390,8.90780,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-02,measure,independent,2,138065,135390,9.79031,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-03,measure,independent,2,138065,135390,9.08802,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-04,measure,independent,2,138065,135390,8.99004,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-05,measure,independent,2,138065,135390,8.84471,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-06,measure,independent,2,138065,135390,9.07936,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-07,measure,independent,2,138065,135390,10.32896,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-08,measure,independent,2,138065,135390,9.04235,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-09,measure,independent,2,138065,135390,9.54918,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-10,measure,independent,2,138065,135390,8.82385,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-11,measure,independent,2,138065,135390,9.09919,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-12,measure,independent,2,138065,135390,8.85161,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-13,measure,independent,2,138065,135390,8.89898,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-14,measure,independent,2,138065,135390,9.11233,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-15,measure,independent,2,138065,135390,8.86508,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-16,measure,independent,2,138065,135390,8.77019,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-17,measure,independent,2,138065,135390,8.87943,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-18,measure,independent,2,138065,135390,9.05818,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-19,measure,independent,2,138065,135390,8.75851,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-20,measure,independent,2,138065,135390,8.74958,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-21,measure,independent,2,138065,135390,8.68735,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-22,measure,independent,2,138065,135390,8.85220,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-23,measure,independent,2,138065,135390,8.96411,034c0f430ec2a48c,1
scene-cut,global,0,baseline,measure-24,measure,independent,2,138065,135390,9.39794,034c0f430ec2a48c,1
scene-cut,global,1,candidate,control,anchor,row-v3,3,91303,88628,10.31025,743740e50850356b,1
scene-cut,global,1,candidate,control,no-ack,row-v3,3,113209,110534,9.31127,034c0f430ec2a48c,1
scene-cut,global,1,candidate,control,ack-pair,row-v3,3,113209,110534,10.87331,034c0f430ec2a48c,1
scene-cut,global,1,candidate,control,forgot-ref,row-v3,3,113209,110534,9.00132,034c0f430ec2a48c,1
scene-cut,global,1,candidate,control,anchor-id8,row-v3,3,113209,110534,9.34605,034c0f430ec2a48c,1
scene-cut,global,1,candidate,control,post-reset,row-v3,3,113209,110534,8.51083,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-01,measure,row-v3,3,113209,110534,10.66534,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-02,measure,row-v3,3,113209,110534,10.89861,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-03,measure,row-v3,3,113209,110534,10.73663,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-04,measure,row-v3,3,113209,110534,10.76580,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-05,measure,row-v3,3,113209,110534,10.66675,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-06,measure,row-v3,3,113209,110534,10.56713,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-07,measure,row-v3,3,113209,110534,10.82716,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-08,measure,row-v3,3,113209,110534,11.20279,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-09,measure,row-v3,3,113209,110534,10.85014,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-10,measure,row-v3,3,113209,110534,10.90111,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-11,measure,row-v3,3,113209,110534,10.60946,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-12,measure,row-v3,3,113209,110534,11.05790,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-13,measure,row-v3,3,113209,110534,10.73466,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-14,measure,row-v3,3,113209,110534,10.91331,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-15,measure,row-v3,3,113209,110534,10.22218,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-16,measure,row-v3,3,113209,110534,10.45285,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-17,measure,row-v3,3,113209,110534,10.49125,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-18,measure,row-v3,3,113209,110534,10.37006,034c0f430ec2a48c,1
scene-cut,global,1,candidate,measure-19,measure,row-v3,3,113209,110534,10.32729,034c0f430ec2a48c,1
