fixture,kind,phase,block,order,path,sample,decode_us,wire_bytes,exact
dark_8to16,residual,measured,16,BAAB,candidate,9,450,56502,1
dark_8to16,residual,measured,17,BAAB,candidate,11,450.416,56502,1
dark_8to16,residual,measured,17,BAAB,baseline,10,420.313,61371,1
dark_8to16,residual,measured,17,BAAB,baseline,10,426.25,61371,1
dark_8to16,residual,measured,17,BAAB,candidate,11,449.531,56502,1
dark_8to16,residual,measured,18,ABBA,baseline,12,432.031,61371,1
dark_8to16,residual,measured,18,ABBA,candidate,13,452.031,56502,1
dark_8to16,residual,measured,18,ABBA,candidate,13,449.375,56502,1
dark_8to16,residual,measured,18,ABBA,baseline,12,450.885,61371,1
dark_8to16,residual,measured,19,ABBA,baseline,14,451.822,61371,1
dark_8to16,residual,measured,19,ABBA,candidate,15,483.333,56502,1
dark_8to16,residual,measured,19,ABBA,candidate,15,451.875,56502,1
dark_8to16,residual,measured,19,ABBA,baseline,14,432.24,61371,1
dark_8to16,residual,measured,20,BAAB,candidate,17,484.323,56502,1
dark_8to16,residual,measured,20,BAAB,baseline,16,456.823,61371,1
dark_8to16,residual,measured,20,BAAB,baseline,16,455.886,61371,1
dark_8to16,residual,measured,20,BAAB,candidate,17,487.5,56502,1
dark_8to16,residual,measured,21,BAAB,candidate,19,486.875,56502,1
dark_8to16,residual,measured,21,BAAB,baseline,18,435.729,61371,1
dark_8to16,residual,measured,21,BAAB,baseline,18,450.104,61371,1
dark_8to16,residual,measured,21,BAAB,candidate,19,448.802,56502,1
dark_8to16,residual,measured,22,BAAB,candidate,21,456.041,56502,1
dark_8to16,residual,measured,22,BAAB,baseline,20,431.927,61371,1
dark_8to16,residual,measured,22,BAAB,baseline,20,430.364,61371,1
dark_8to16,residual,measured,22,BAAB,candidate,21,466.355,56502,1
dark_8to16,residual,measured,23,BAAB,candidate,23,449.375,56502,1
dark_8to16,residual,measured,23,BAAB,baseline,22,439.011,61371,1
dark_8to16,residual,measured,23,BAAB,baseline,22,430.104,61371,1
dark_8to16,residual,measured,23,BAAB,candidate,23,486.562,56502,1
