frame,parse_ms,upload_ms,gpu_ms,total_ms,deadline_miss
174,0.603125,0.014114,1.25724,2.20625,0
175,0.576354,0.013229,1.27323,2.20443,0
176,0.545781,0.017761,2.45036,3.66396,0
177,0.528177,0.013958,1.25818,2.1349,0
178,0.626614,0.019584,1.25714,2.86958,0
179,0.665937,0.020834,1.25786,2.315,0
180,0.502344,0.02151,1.27328,2.15391,0
181,0.575781,0.012292,2.44865,3.32802,0
182,0.595313,0.012864,1.25797,2.19516,0
183,0.550573,0.016354,1.25625,2.69542,0
184,0.786979,0.017292,1.25885,5.53052,0
185,0.574479,0.012448,1.25661,2.26854,0
186,0.587031,0.012709,1.25823,3.44359,0
187,0.641458,0.02125,2.45724,3.47,0
188,0.524219,0.015313,1.25875,2.00891,0
189,0.513593,0.01526,2.24969,4.66844,0
190,0.559479,0.019375,1.25677,2.30427,0
191,0.951146,0.043021,1.26333,2.63021,0
192,0.590469,0.011042,3.3738,4.24287,0
193,0.578386,0.012656,1.25797,2.1775,0
194,0.888021,0.015364,1.25516,4.54688,0
195,0.584271,0.017605,1.25896,2.2275,0
196,0.603281,0.011459,1.25818,2.16438,0
197,0.644895,0.02125,3.36708,4.41323,0
198,0.56177,0.016928,1.25839,2.13036,0
199,0.507917,0.014479,1.25625,4.34312,0
200,0.502708,0.014948,1.25719,2.08922,0
201,0.567761,0.016979,1.25734,2.11432,0
202,0.542343,0.014219,3.36927,4.28703,0
203,0.625312,0.013125,1.25781,2.18224,0
204,0.605104,0.017604,1.25635,3.97193,0
205,0.54526,0.040052,1.25724,2.22922,0
206,0.526458,0.014427,1.27328,2.13391,0
207,0.511719,0.014948,2.44057,4.10521,0
208,0.525052,0.01375,1.25859,2.05135,0
209,0.593594,0.018125,1.25677,3.85906,0
210,0.57625,0.014688,1.25729,2.19213,0
211,0.497865,0.01401,1.27229,2.15615,0
212,0.517031,0.023542,2.45422,3.97417,0
213,0.540833,0.01401,1.25729,2.07901,0
214,0.522604,0.014532,2.25437,3.01031,0
215,0.723125,0.019583,1.25719,2.39854,0
216,0.553542,0.016458,1.27557,2.25182,0
217,0.50776,0.013229,2.44964,3.55448,0
218,0.50552,0.01375,1.25797,2.10203,0
219,0.593698,0.028178,1.25589,2.77172,0
220,0.536303,0.018489,1.25552,5.48208,0
221,0.50849,0.014323,1.27448,2.09,0
222,0.515938,0.021458,2.46083,3.36432,0
223,0.520573,0.015782,1.26083,2.1699,0
224,0.537916,0.013437,1.25573,2.70172,0
225,0.510312,0.017031,1.25557,5.20323,0
226,0.528281,0.014583,1.25771,2.17,0
227,0.591562,0.260261,1.25755,3.02151,0
228,0.581459,0.010989,1.25661,2.12412,0
229,0.59323,0.032812,1.25708,2.19932,0
230,0.798542,0.017916,2.28953,5.46766,0
231,0.532604,0.014167,1.25771,2.12224,0
232,0.809218,0.014167,1.25703,2.63276,0
233,0.540313,0.01401,3.36505,4.24625,0
234,0.62349,0.02,1.26083,2.12526,0
235,0.517031,0.01375,1.25672,4.70057,0
236,0.525573,0.013802,1.25724,2.19484,0
237,0.507032,0.01375,1.25792,2.27792,0
238,0.608282,0.01526,3.36646,4.28281,0
239,0.506562,0.013021,1.25687,2.0262,0
240,0.614166,0.016093,1.25953,4.70755,0
241,0.522136,0.026198,1.25823,2.19516,0
242,0.94375,0.024479,1.27292,2.61271,0
243,1.12771,0.023229,1.97057,5.29948,0
244,0.539844,0.025625,1.26328,2.2276,0
245,1.40021,0.022344,1.25604,3.0001,0
246,0.959219,0.015729,1.25547,2.50213,0
247,1.75958,0.036615,1.25687,3.47495,0
248,1.61479,0.031562,1.25828,3.42229,0
249,1.62802,0.0325,1.25719,3.28599,0
250,1.53964,0.031511,1.25797,3.24505,0
251,1.61828,0.030104,1.25531,3.35375,0
252,1.59599,0.033125,1.25708,3.3388,0
253,1.46411,0.024062,1.255,3.11063,0
254,1.83333,0.035729,1.25807,3.61443,0
255,1.61021,0.034427,1.25812,3.36219,0
256,1.5474,0.030729,1.25641,3.20698,0
257,1.51786,0.03073,1.25672,3.19484,0
258,1.60245,0.031927,1.2574,3.31099,0
259,1.59526,0.035052,1.25703,3.8737,0
260,1.52865,0.03125,1.25552,3.12844,0
261,1.52354,0.036145,1.25797,3.30198,0
262,1.63224,0.037553,1.26,3.38568,0
263,1.6251,0.035365,1.25687,3.57651,0
264,1.56323,0.03349,1.25505,3.17984,0
265,1.6125,0.034479,1.25698,3.34677,0
266,1.57891,0.047135,1.2624,3.39583,0
267,1.56505,0.032604,1.25667,3.25036,0
268,1.53438,0.033333,2.24193,4.16271,0
269,1.54719,0.031927,1.25979,3.18823,0
270,1.59234,0.034531,1.25682,3.3375,0
271,2.71302,0.059948,1.25734,4.67917,0
272,2.4326,0.113698,1.25932,4.98224,0
273,4.66042,0.429896,1.25807,8.82115,0
274,4.78609,0.038385,1.25687,6.66948,0
275,2.38635,0.036511,1.25875,4.87943,0
276,2.03724,0.041146,1.25625,3.89646,0
277,1.35068,0.021041,1.25526,3.20708,0
278,1.19719,0.023021,1.25521,2.91443,0
279,3.1999,0.02974,1.25859,5.16745,0
280,5.51193,0.03698,1.2574,7.35854,0
281,2.51552,0.054115,1.25635,4.31516,0
282,2.16578,0.056458,1.25562,3.9875,0
283,2.01286,0.05026,1.25542,3.87219,0
284,2.05958,0.037135,1.25568,3.94745,0
285,2.895,0.041823,1.25516,4.71188,0
286,2.64354,0.13625,1.255,4.61266,0
287,2.92328,0.036875,1.25812,4.81016,0
288,1.96531,0.036407,1.25672,3.71875,0
289,2.05943,0.03974,1.25578,3.87609,0
290,2.0199,0.037083,1.25573,3.81172,0
291,2.05792,0.037604,1.25594,4.04885,0
292,2.46,0.04276,1.25531,4.25766,0
293,3.21552,0.040677,1.25573,5.19708,0
294,2.23797,0.036771,1.25536,4.21766,0
295,2.0362,0.037812,1.25531,3.8651,0
296,1.98625,0.036822,1.25542,3.79115,0
297,1.99547,0.037084,1.25531,3.84547,0
298,2.01114,0.037135,1.25573,3.84755,0
299,1.9562,0.038229,1.25625,3.73026,0
300,2.84813,0.049479,1.25573,4.7051,0
301,2.21724,0.037031,1.25578,4.8626,0
302,2.0513,0.040938,1.25552,4.18927,0
303,1.98245,0.039271,1.25516,3.75729,0
304,2.31156,0.038594,1.25552,4.27536,0
305,2.27865,0.068437,1.26031,4.2851,0
306,2.02094,0.03724,1.25536,3.93734,0
307,2.12912,0.038594,1.25542,4.17849,0
308,1.99677,0.036875,1.25536,3.83755,0
309,2.29109,0.038907,1.25708,4.15984,0
310,2.01641,0.036459,1.25505,7.34505,0
311,2.29974,0.038385,1.25714,4.1499,0
312,3.00958,0.048177,1.26026,4.96338,0
313,2.08974,0.036406,1.25562,3.83162,0
314,1.90776,0.035781,1.25474,3.59026,0
315,2.01109,0.036302,1.25495,3.85276,0
316,1.94547,0.036927,1.25547,3.76562,0
317,2.23229,0.035261,1.2551,3.87547,0
318,2.21234,0.036354,1.25589,4.04911,0
319,2.52125,0.057084,1.25542,4.40203,0
320,2.0476,0.036823,1.25557,3.76537,0
321,2.81427,0.035,1.25516,4.46016,0
322,2.05703,0.036771,1.255,3.86115,0
323,1.98833,0.036823,1.25594,3.79,0
324,1.94052,0.036042,1.25516,5.05125,0
325,4.17213,0.039167,1.25542,6.10161,0
326,2.05401,0.036666,1.25495,4.60344,0
327,1.98536,0.036875,1.25557,4.01276,0
328,1.99719,0.036875,1.25542,3.91599,0
329,2.01854,0.03625,1.25521,4.05255,0
330,2.20297,0.038489,1.25536,4.04849,0
331,2.11495,0.037292,1.25568,4.03302,0
332,2.13162,0.037187,1.25703,5.16563,0
333,2.04729,0.03974,1.25552,3.92958,0
334,2.32854,0.038646,1.25521,4.18479,0
335,1.97047,0.036771,1.2551,3.7463,0
336,2.42339,0.038593,1.25703,4.47708,0
337,2.70047,0.036666,1.25812,4.6263,0
338,2.0051,0.036458,1.25599,3.76703,0
339,2.30682,0.037135,1.25516,4.52646,0
340,2.16104,0.03724,1.25599,3.99787,0
341,2.12417,0.037969,1.25625,4.04036,0
342,2.52536,0.036407,1.25568,4.32255,0
343,3.27693,0.038021,1.25724,5.12927,0
344,3.32094,0.040208,1.25635,7.22161,0
345,1.99323,0.036302,1.25687,3.73016,0
346,2.11885,0.038282,1.25516,3.90813,0
347,2.02146,0.037812,1.25521,3.84302,0
348,2.51932,0.060833,1.25516,4.74443,0
349,1.99568,0.036459,1.25516,4.15677,0
350,2.89786,0.037344,1.25531,4.96266,0
351,2.02099,0.036718,1.25521,4.50167,0
352,2.13219,0.036511,1.25562,3.95037,0
353,1.95745,0.036146,1.25521,3.78052,0
354,2.02682,0.037032,1.25536,3.95057,0
355,1.9525,0.039583,1.25589,4.19141,0
356,1.96812,0.037291,1.25589,4.02255,0
357,1.9488,0.037343,1.25729,3.88078,0
358,1.9963,0.036927,1.25599,3.82552,0
359,2.09391,0.038959,1.25531,4.26839,0
360,1.99896,0.036198,1.25526,3.77224,0
361,2.22333,0.060833,1.25542,4.1613,0
362,2.75151,0.057552,1.25729,4.6862,0
363,1.91198,0.036302,1.25609,4.05766,0
364,2.11964,0.035677,1.25453,3.80479,0
365,2.06115,0.0375,1.25516,4.06229,0
366,2.58531,0.0375,1.25589,4.4088,0
367,2.36693,0.034739,1.25568,4.1012,0
368,2.48844,0.083803,1.255,4.52974,0
369,4.37682,0.037448,1.255,6.56229,0
370,1.9574,0.036041,1.2562,3.64245,0
371,1.95927,0.035834,1.25505,3.63266,0
372,2.00672,0.036615,1.25505,3.80995,0
373,2.03344,0.036927,1.25568,4.03245,0
374,2.53568,0.036563,1.25479,4.27677,0
375,2.80318,0.036927,1.2551,4.82062,0
376,2.90484,0.037292,1.25536,4.73886,0
377,2.04932,0.049271,1.25552,4.3075,0
378,2.00276,0.036771,1.25464,3.76531,0
379,2.02859,0.036719,1.25547,3.82083,0
380,2.06495,0.037135,1.25521,3.8626,0
381,2.06453,0.034844,1.25453,3.80656,0
382,2.46422,0.036302,1.2549,4.27448,0
383,1.98047,0.035625,1.25458,4.07479,0
384,1.99089,0.036666,1.2551,3.77412,0
385,1.91818,0.034688,1.2549,3.62495,0
386,2.01083,0.037448,1.2551,3.80364,0
387,2.0488,0.037604,1.25552,3.90479,0
388,1.97109,0.036823,1.25703,3.62167,0
389,1.89125,0.033854,1.25479,3.62193,0
390,1.96906,0.036822,1.25552,3.74661,0
391,2.02125,0.036979,1.25609,3.86417,0
392,1.95615,0.034896,1.2549,3.57344,0
393,2.15339,0.036875,1.25573,4.00443,0
394,2.44625,0.037239,1.26208,4.28276,0
395,1.92516,0.036823,1.2574,3.62396,0
396,1.9412,0.03474,1.255,3.55865,0
397,2.0701,0.036979,1.25609,3.91641,0
398,1.98057,0.037604,1.25516,3.82266,0
399,2.22615,0.034844,1.25536,3.87594,0
400,2.04651,0.036511,1.25573,3.89438,0
401,2.45078,0.038073,1.25542,4.36193,0
402,1.96714,0.037031,1.25552,3.71922,0
403,1.90536,0.034896,1.25495,3.56141,0
404,2.08489,0.036354,1.2551,4.03042,0
405,2.0075,0.038073,1.25505,3.81469,0
406,2.0624,0.034948,1.25526,3.69344,0
407,2.45224,0.036614,1.255,4.27661,0
408,1.9163,0.035678,1.25464,4.23453,0
409,2.02271,0.036459,1.25589,3.75109,0
410,1.88734,0.034167,1.25526,3.49912,0
411,1.97562,0.036771,1.25469,3.76802,0
412,1.99427,0.037239,1.25521,3.80526,0
413,1.95219,0.034427,1.25495,3.65281,0
414,2.52672,0.037084,1.2549,4.33568,0
415,2.05818,0.036458,1.25552,3.77615,0
416,2.10698,0.036562,1.255,3.87562,0
417,1.89219,0.034791,1.25458,3.49854,0
418,2.13203,0.036979,1.25464,3.96484,0
419,1.95562,0.03875,1.25734,3.84875,0
420,1.91344,0.035781,1.25552,3.58359,0
421,1.88073,0.034114,1.25521,4.00687,0
422,2.00047,0.036823,1.25641,3.7712,0
423,2.16599,0.037448,1.25578,3.99193,0
424,2.04214,0.034375,1.25521,3.6675,0
425,2.14776,0.037187,1.25818,3.95115,0
426,2.59,0.037812,1.25635,4.46484,0
427,1.95078,0.035989,1.2575,3.63516,0
428,1.90219,0.034323,1.255,3.49651,0
429,2.01005,0.036406,1.25464,3.80464,0
430,1.93719,0.037031,1.25562,3.74417,0
431,2.20672,0.036302,1.25531,3.92792,0
432,2.74271,0.037187,1.25526,4.56302,0
433,2.09922,0.038334,1.25536,4.32463,0
434,1.97281,0.036927,1.25719,3.72427,0
435,1.91734,0.036823,1.2549,3.60037,0
436,2.00292,0.037083,1.25531,3.82104,0
437,2.05411,0.037448,1.25609,3.88073,0
438,1.97651,0.037552,1.25516,3.77531,0
439,2.68766,0.039948,1.25479,4.57083,0
440,2.08255,0.037136,1.255,3.88005,0
441,2.02979,0.042761,1.25479,3.88849,0
442,1.92453,0.036614,1.25505,3.62453,0
443,2.26276,0.036979,1.255,4.10813,0
444,1.96354,0.041823,1.2574,3.83781,0
445,2.02172,0.03651,1.25536,3.89016,0
446,2.3801,0.042083,1.25521,4.61417,0
447,2.0251,0.03802,1.25625,3.86375,0
448,2.30672,0.038333,1.25651,4.41854,0
449,2.28422,0.03651,1.25516,6.35458,0
450,2.34734,0.036927,1.25479,4.20995,0
451,2.59375,0.070416,1.25927,4.55865,0
452,2.00141,0.036511,1.25479,4.71776,0
453,4.32255,0.037605,1.25651,7.89005,0
454,2.42417,0.157813,1.25599,6.36208,0
455,4.00385,0.040365,1.25646,6.28922,0
456,0.748177,0.025104,1.25594,2.635,0
457,0.827812,0.054063,1.25854,2.61474,0
458,0.694843,0.03052,1.2563,2.88958,0
459,0.663438,0.023125,1.25682,2.27823,0
460,0.450052,0.012604,1.25635,2.08281,0
461,0.535469,0.020729,1.25667,2.43562,0
462,0.616823,0.016719,1.25693,2.23396,0
463,0.528021,0.015261,1.25578,2.22385,0
464,0.522552,0.016927,1.2576,2.16911,0
465,0.535625,0.026614,2.10797,3.01667,0
466,0.8425,0.018125,1.25896,3.5174,0
467,0.90474,0.021146,1.25625,2.55719,0
468,0.864531,0.023073,1.25969,2.59813,0
469,0.87302,0.018697,1.25823,2.52641,0
470,1.12557,0.020417,1.25641,3.40031,0
471,0.953125,0.020834,1.2587,3.01537,0
472,0.963177,0.018385,1.25771,4.34297,0
473,1.14766,0.043593,1.25672,2.83755,0
474,0.587032,0.012135,1.25672,2.27818,0
475,0.762917,0.017813,1.25839,3.19896,0
476,0.846355,0.093073,1.28255,2.84229,0
477,0.567344,0.021927,1.2574,2.86698,0
478,0.5675,0.022448,1.25708,2.62391,0
479,0.701562,0.020885,2.00724,3.1925,0
480,0.626302,0.025052,1.25844,2.77406,0
481,0.544635,0.018593,1.25917,2.17193,0
482,0.725209,0.025885,1.26193,3.61401,0
483,0.623542,0.024896,2.27422,3.4049,0
484,0.582136,0.014739,2.00656,3.02021,0
485,0.54125,0.018177,1.25693,2.13573,0
486,0.627291,0.022968,1.25906,2.41255,0
487,0.610417,0.042813,1.25969,2.71281,0
488,0.836093,0.022708,1.25896,5.2674,0
489,0.537709,0.020677,3.32927,4.31047,0
490,0.538542,0.021406,1.25932,2.65328,0
491,0.591875,0.017812,1.25849,2.19224,0
492,0.616406,0.019896,1.25802,2.16708,0
493,0.601511,0.016875,1.25786,3.89427,0
494,0.70724,0.025364,2.25031,3.38203,0
495,0.570989,0.027709,1.25917,2.2513,0
496,0.764427,0.020521,1.26135,2.66026,0
497,1.3612,0.042187,2.28005,4.11698,0
498,0.458281,0.014427,1.25906,2.08734,0
499,0.864218,0.02,2.45917,3.72245,0
500,0.677813,0.017552,1.25885,2.24859,0
501,0.715364,0.030834,1.2587,4.44828,0
502,0.521979,0.01849,2.24193,3.17781,0
503,0.550052,0.018073,1.25953,2.23896,0
504,0.588177,0.019167,2.48651,3.5426,0
505,0.523958,0.015938,1.25984,2.09922,0
506,0.640208,0.019739,1.25812,3.95562,0
507,0.866771,0.019948,2.25922,3.60708,0
508,0.868698,0.025,2.46901,3.90651,0
509,0.707396,0.017448,1.25776,3.16974,0
510,0.592864,0.017969,1.25927,2.16594,0
511,0.8825,0.021615,1.25776,3.41443,0
512,0.602135,0.019375,2.26073,3.27901,0
513,0.877032,0.018333,2.44609,3.70865,0
514,0.850052,0.018802,1.25839,2.79276,0
515,0.865208,0.020573,1.25958,2.47818,0
516,0.884583,0.02,1.25724,2.8287,0
517,0.596094,0.017188,1.25599,2.87979,0
518,0.588333,0.013438,2.45693,3.44224,0
519,0.873854,0.019011,1.25964,2.47807,0
520,0.751198,0.014739,1.25901,2.32911,0
521,1.3775,0.02026,1.25786,2.88583,0
522,1.38974,0.018385,1.25828,5.35948,0
523,0.575312,0.014428,3.24094,4.20021,0
524,0.579584,0.013541,1.25823,2.25995,0
525,0.875364,0.017553,2.46823,3.68287,0
526,0.983594,0.022344,1.26068,2.57234,0
527,0.650937,0.014011,1.25797,4.99229,0
528,0.921719,0.043489,1.25917,3.09547,0
529,0.867812,0.01901,1.25823,2.51568,0
530,0.881562,0.01849,2.45505,3.68984,0
531,0.883334,0.019166,1.25911,2.4638,0
532,1.13432,0.044062,1.25802,4.79089,0
533,0.868542,0.018021,1.25724,2.71312,0
534,0.836927,0.016302,1.25755,2.49964,0
535,0.850573,0.018489,2.48708,3.66516,0
536,0.906354,0.024531,1.25833,2.49839,0
537,0.879948,0.019479,1.25896,4.3262,0
538,0.861302,0.020052,2.24766,3.44687,0
539,0.880521,0.018334,1.25854,2.91594,0
540,1.34271,0.023282,1.2587,3.75083,0
541,0.603386,0.011927,1.2587,2.14646,0
542,0.614896,0.014479,1.25708,3.78167,0
543,0.864792,0.021979,2.27036,3.63911,0
544,0.882084,0.017812,2.45526,3.83255,0
545,0.841875,0.018594,1.25766,3.23078,0
546,0.862552,0.020156,1.25823,2.48682,0
547,0.882292,0.021146,1.25724,3.47521,0
548,0.995313,0.020364,2.25974,3.65427,0
549,0.842552,0.018541,2.44328,3.70536,0
550,0.640833,0.01276,1.25823,2.99078,0
551,0.611823,0.04125,1.26156,2.2962,0
552,0.591406,0.013906,1.25781,2.4938,0
553,0.815833,0.023646,1.25839,5.80016,0
554,0.871094,0.012761,2.45099,3.74125,0
555,0.685417,0.016875,1.25891,2.62365,0
556,0.589271,0.016666,1.25859,2.13109,0
557,0.66375,0.02099,1.26146,2.415,0
558,0.934375,0.029011,1.25844,5.94688,0
559,0.586146,0.013907,2.44432,3.3987,0
560,0.599688,0.014479,1.25818,2.23099,0
561,0.62125,0.01875,1.26005,2.18338,0
562,0.64125,0.012813,1.2576,2.66161,0
563,0.685,0.015729,1.25854,4.86656,0
564,1.37797,0.018125,2.26615,4.4013,0
565,0.595989,0.017605,1.25776,2.17354,0
566,0.584792,0.014375,1.25922,2.14766,0
567,0.607447,0.013541,1.2575,2.10057,0
568,0.608542,0.015521,1.25792,3.87974,0
569,0.58375,0.016927,2.2563,3.16115,0
570,0.603542,0.01427,1.25849,2.20078,0
571,0.668125,0.026823,2.45958,3.52594,0
572,1.25802,0.013281,1.25854,2.83948,0
573,0.606979,0.014322,1.25766,3.57042,0
574,0.583021,0.015156,2.2551,3.1863,0
575,1.68443,0.018907,3.44807,5.57042,0
576,1.14734,0.012917,1.25823,3.11849,0
577,0.582552,0.012031,1.25844,2.11323,0
578,0.59698,0.013958,1.25849,2.77786,0
579,0.677135,0.018386,1.25839,5.83766,0
580,0.597552,0.014167,2.4424,3.41307,0
